id,name,type,source
0.9999999997671694,Region_0,,
1.9999999995343387,Region_1,,
2.999999999301508,Region_2,,
3.9999999990686774,Region_3,,
4.999999998835847,Region_4,,
5.999999998603016,Region_5,,
6.9999999983701855,Region_6,,
7.999999998137355,Region_7,,
8.999999997904524,Region_8,,
9.999999997671694,Region_9,,
10.999999997438863,Region_10,,
11.999999997206032,Region_11,,
12.999999996973202,Region_12,,
13.999999996740371,Region_13,,
14.99999999650754,Region_14,,
15.99999999627471,Region_15,,
16.99999999604188,Region_16,,
17.99999999580905,Region_17,,
18.999999995576218,Region_18,,
19.999999995343387,Region_19,,
20.999999995110556,Region_20,,
21.999999994877726,Region_21,,
22.999999994644895,Region_22,,
23.999999994412065,Region_23,,
24.999999994179234,Region_24,,
25.999999993946403,Region_25,,
26.999999993713573,Region_26,,
27.999999993480742,Region_27,,
28.99999999324791,Region_28,,
29.99999999301508,Region_29,,
30.99999999278225,Region_30,,
31.99999999254942,Region_31,,
32.99999999231659,Region_32,,
33.99999999208376,Region_33,,
34.99999999185093,Region_34,,
35.9999999916181,Region_35,,
36.999999991385266,Region_36,,
37.999999991152436,Region_37,,
38.999999990919605,Region_38,,
39.999999990686774,Region_39,,
40.999999990453944,Region_40,,
41.99999999022111,Region_41,,
42.99999998998828,Region_42,,
43.99999998975545,Region_43,,
44.99999998952262,Region_44,,
45.99999998928979,Region_45,,
46.99999998905696,Region_46,,
47.99999998882413,Region_47,,
48.9999999885913,Region_48,,
49.99999998835847,Region_49,,
50.99999998812564,Region_50,,
51.99999998789281,Region_51,,
52.999999987659976,Region_52,,
53.999999987427145,Region_53,,
54.999999987194315,Region_54,,
55.999999986961484,Region_55,,
56.99999998672865,Region_56,,
57.99999998649582,Region_57,,
58.99999998626299,Region_58,,
59.99999998603016,Region_59,,
60.99999998579733,Region_60,,
61.9999999855645,Region_61,,
62.99999998533167,Region_62,,
63.99999998509884,Region_63,,
64.99999998486601,Region_64,,
65.99999998463318,Region_65,,
66.99999998440035,Region_66,,
67.99999998416752,Region_67,,
68.99999998393469,Region_68,,
69.99999998370185,Region_69,,
70.99999998346902,Region_70,,
71.9999999832362,Region_71,,
72.99999998300336,Region_72,,
73.99999998277053,Region_73,,
74.9999999825377,Region_74,,
75.99999998230487,Region_75,,
76.99999998207204,Region_76,,
77.99999998183921,Region_77,,
78.99999998160638,Region_78,,
79.99999998137355,Region_79,,
80.99999998114072,Region_80,,
81.99999998090789,Region_81,,
82.99999998067506,Region_82,,
83.99999998044223,Region_83,,
84.9999999802094,Region_84,,
85.99999997997656,Region_85,,
86.99999997974373,Region_86,,
87.9999999795109,Region_87,,
88.99999997927807,Region_88,,
89.99999997904524,Region_89,,
90.99999997881241,Region_90,,
91.99999997857958,Region_91,,
92.99999997834675,Region_92,,
93.99999997811392,Region_93,,
94.99999997788109,Region_94,,
95.99999997764826,Region_95,,
96.99999997741543,Region_96,,
97.9999999771826,Region_97,,
98.99999997694977,Region_98,,
99.99999997671694,Region_99,,
100.9999999764841,Region_100,,
101.99999997625127,Region_101,,
102.99999997601844,Region_102,,
103.99999997578561,Region_103,,
104.99999997555278,Region_104,,
105.99999997531995,Region_105,,
106.99999997508712,Region_106,,
107.99999997485429,Region_107,,
108.99999997462146,Region_108,,
109.99999997438863,Region_109,,
110.9999999741558,Region_110,,
111.99999997392297,Region_111,,
112.99999997369014,Region_112,,
113.9999999734573,Region_113,,
114.99999997322448,Region_114,,
115.99999997299165,Region_115,,
116.99999997275881,Region_116,,
117.99999997252598,Region_117,,
118.99999997229315,Region_118,,
119.99999997206032,Region_119,,
120.99999997182749,Region_120,,
121.99999997159466,Region_121,,
122.99999997136183,Region_122,,
123.999999971129,Region_123,,
124.99999997089617,Region_124,,
125.99999997066334,Region_125,,
126.99999997043051,Region_126,,
127.99999997019768,Region_127,,
128.99999996996485,Region_128,,
129.99999996973202,Region_129,,
130.99999996949919,Region_130,,
131.99999996926636,Region_131,,
132.99999996903352,Region_132,,
133.9999999688007,Region_133,,
134.99999996856786,Region_134,,
135.99999996833503,Region_135,,
136.9999999681022,Region_136,,
137.99999996786937,Region_137,,
138.99999996763654,Region_138,,
139.9999999674037,Region_139,,
140.99999996717088,Region_140,,
141.99999996693805,Region_141,,
142.99999996670522,Region_142,,
143.9999999664724,Region_143,,
144.99999996623956,Region_144,,
145.99999996600673,Region_145,,
146.9999999657739,Region_146,,
147.99999996554106,Region_147,,
148.99999996530823,Region_148,,
149.9999999650754,Region_149,,
150.99999996484257,Region_150,,
151.99999996460974,Region_151,,
152.9999999643769,Region_152,,
153.99999996414408,Region_153,,
154.99999996391125,Region_154,,
155.99999996367842,Region_155,,
156.9999999634456,Region_156,,
157.99999996321276,Region_157,,
158.99999996297993,Region_158,,
159.9999999627471,Region_159,,
160.99999996251427,Region_160,,
161.99999996228144,Region_161,,
162.9999999620486,Region_162,,
163.99999996181577,Region_163,,
164.99999996158294,Region_164,,
165.9999999613501,Region_165,,
166.99999996111728,Region_166,,
167.99999996088445,Region_167,,
168.99999996065162,Region_168,,
169.9999999604188,Region_169,,
170.99999996018596,Region_170,,
171.99999995995313,Region_171,,
172.9999999597203,Region_172,,
173.99999995948747,Region_173,,
174.99999995925464,Region_174,,
175.9999999590218,Region_175,,
176.99999995878898,Region_176,,
177.99999995855615,Region_177,,
178.99999995832331,Region_178,,
179.99999995809048,Region_179,,
180.0,LO,specialized_roi,wang_julien
181.0,PFS,specialized_roi,wang_julien
182.0,aIPS,specialized_roi,wang_julien
183.0,pIPS,specialized_roi,wang_julien
