ROI_ID,ROI_Name,pIPS,LO,Abs_Difference,Rel_Difference,Z_Score,Is_Significant,Is_Top_10_Percent
72,ROI_1,0.03862610230079064,0.0,0.03862610230079064,0.03862610230079064,-0.5919131214328688,False,False
73,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
74,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
75,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
76,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
77,ROI_4,0.009780629617286304,0.0,0.009780629617286304,0.009780629617286304,-0.6404400128082026,False,False
78,ROI_5,0.13804065767056298,0.306719864272598,0.16867920660203503,-0.16867920660203503,-0.37312409569225297,False,False
79,ROI_1,1.4382315213763082,0.48327681089885927,0.954954710477449,0.954954710477449,0.9496313462550682,False,False
80,ROI_2,2.200854912352638,0.583120018529435,1.617734893823203,1.617734893823203,2.0646299568112387,True,True
81,ROI_3,0.09090492365610264,0.0,0.09090492365610264,0.09090492365610264,-0.5039641835535984,False,False
82,ROI_4,0.3393544188638991,0.0,0.3393544188638991,0.3393544188638991,-0.08599628271556004,False,False
83,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
84,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
85,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
86,ROI_4,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
87,ROI_5,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
88,ROI_6,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
89,ROI_7,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
90,ROI_8,0.004135600424676986,0.01886225964327817,0.014726659218601184,-0.014726659218601184,-0.6321192810304409,False,False
91,ROI_9,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
92,ROI_10,0.1113654971987831,0.3249497347888476,0.2135842375900645,-0.2135842375900645,-0.2975801243775358,False,False
93,ROI_11,0.2845386193079107,0.35098242689581477,0.06644380758790408,-0.06644380758790408,-0.5451152485884841,False,False
94,ROI_12,0.121754695867966,0.006284693530766114,0.11547000233719988,0.11547000233719988,-0.46263822166475627,False,False
95,ROI_13,0.29165781969231697,0.36193711347552154,0.07027929378320458,-0.07027929378320458,-0.538662789860797,False,False
96,ROI_1,1.1681461803103643,0.0,1.1681461803103643,1.1681461803103643,1.308284484383253,False,False
97,ROI_2,0.3819207258713551,0.0,0.3819207258713551,0.3819207258713551,-0.01438675913229148,False,False
98,ROI_3,0.024680063163206017,0.0,0.024680063163206017,0.024680063163206017,-0.6153746168907933,False,False
99,ROI_4,0.38729826974220016,0.0,0.38729826974220016,0.38729826974220016,-0.005340088614882308,False,False
100,ROI_1,0.44902118713180456,0.42883104396004207,0.020190143171762487,0.020190143171762487,-0.6229280330576679,False,False
101,ROI_1,0.8448129088657542,1.7235552661102218,0.8787423572444676,-0.8787423572444676,0.8214189010171569,False,False
102,ROI_2,0.8291066930844233,0.9953315614243231,0.1662248683398998,-0.1662248683398998,-0.37725304194152254,False,False
103,ROI_3,2.7899721153774615,3.6138229516352185,0.823850836257757,-0.823850836257757,0.7290746047188942,False,False
104,ROI_4,0.22491196037605066,0.03835077169994302,0.18656118867610763,0.18656118867610763,-0.34304114259922125,False,False
105,ROI_5,2.48439428785391,4.484156877673858,1.9997625898199476,-1.9997625898199476,2.707317171869589,True,True
106,ROI_6,0.375152962925691,1.021500119749993,0.6463471568243021,-0.6463471568243021,0.43045922527617075,False,False
107,ROI_7,0.08349148031887388,0.0,0.08349148031887388,0.08349148031887388,-0.5164358585193763,False,False
108,ROI_8,0.41848064281459907,2.552836416062501,2.134355773247902,-2.134355773247902,2.9337439967558314,True,True
109,ROI_9,0.7268061892317218,0.0,0.7268061892317218,0.7268061892317218,0.5658158813670285,False,False
110,ROI_10,0.5843863518207104,0.0,0.5843863518207104,0.5843863518207104,0.32622223505839565,False,False
111,ROI_11,2.627518176681855,3.6246648357195013,0.9971466590376461,-0.9971466590376461,1.0206110846410237,False,False
112,ROI_12,1.0213682822671677,0.49406477027823015,0.5273035119889375,0.5273035119889375,0.2301914714683742,False,False
113,ROI_13,1.8254281434272777,0.0,1.8254281434272777,1.8254281434272777,2.414033409946215,True,True
114,ROI_14,1.1998662436603207,0.032799877985956356,1.1670663656743643,1.1670663656743643,1.3064679065056217,False,False
115,ROI_15,4.240190358946892,2.840810989864921,1.399379369081971,1.399379369081971,1.697289301777309,False,True
116,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
117,ROI_2,0.020300459411908996,0.0,0.020300459411908996,0.020300459411908996,-0.6227424474629626,False,False
118,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
119,ROI_4,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
120,ROI_5,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
121,ROI_6,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
122,ROI_7,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
123,ROI_8,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
124,ROI_9,0.6270591087095727,0.6264558477974757,0.0006032609120970589,0.0006032609120970589,-0.6558791487570057,False,False
125,ROI_10,0.25311079658661273,0.0,0.25311079658661273,0.25311079658661273,-0.23108438496248662,False,False
126,ROI_11,0.021791086401990664,0.0,0.021791086401990664,0.021791086401990664,-0.6202347577876187,False,False
127,ROI_12,0.6321396774270621,0.007357494503844018,0.6247821829232181,0.6247821829232181,0.3941803555383814,False,False
128,ROI_13,2.052837283714958,0.9739394222480663,1.0788978614668916,1.0788978614668916,1.15814156519909,False,False
129,ROI_14,0.3695375910311034,0.0,0.3695375910311034,0.3695375910311034,-0.03521897241831779,False,False
130,ROI_15,1.5484861431392372,0.5623947052245445,0.9860914379146927,0.9860914379146927,1.0020128276302918,False,False
131,ROI_16,0.07322472798005315,0.0,0.07322472798005315,0.07322472798005315,-0.5337076703211749,False,False
132,ROI_17,0.5088843212127686,0.0,0.5088843212127686,0.5088843212127686,0.1992047693323455,False,False
133,ROI_18,0.5644715135497165,0.14118297010487904,0.42328854344483746,0.42328854344483746,0.055206539332565883,False,False
134,ROI_19,0.8477205249571031,0.010766713849959834,0.8369538111071433,0.8369538111071433,0.7511178086624204,False,False
135,ROI_1,2.100899851043089,3.380606425047718,1.2797065740046292,-1.2797065740046292,1.4959631251873249,False,True
136,ROI_2,2.7351382363748256,2.6798017749551386,0.055336461419686955,0.055336461419686955,-0.5638011958387623,False,False
137,ROI_3,0.02029746280740996,0.0,0.02029746280740996,0.02029746280740996,-0.6227474886665724,False,False
138,ROI_4,0.7850515737175678,1.2113322180101678,0.42628064429259993,-0.42628064429259993,0.060240166426028176,False,False
139,ROI_5,1.2218547075424555,1.462958113202509,0.2411034056600534,-0.2411034056600534,-0.25128448227368544,False,False
140,ROI_6,2.200037153717739,0.9913866114772223,1.2086505422405167,1.2086505422405167,1.376425186849042,False,True
141,ROI_7,3.050803384265384,4.050875256512616,1.000071872247232,-1.000071872247232,1.0255321863067433,False,False
142,ROI_8,3.7272952088138513,3.681447793168631,0.04584741564522021,0.04584741564522021,-0.5797646677709262,False,False
143,ROI_9,1.9949470665737845,0.39903783082636773,1.5959092357474167,1.5959092357474167,2.0279125367065394,True,True
144,ROI_10,1.680924960207348,0.45541946631817776,1.22550549388917,1.22550549388917,1.404780361221291,False,True
145,ROI_1,0.7486288811900829,0.414227825580257,0.33440105560982586,0.33440105560982586,-0.09432935193617442,False,False
146,ROI_2,1.3520419684254916,0.580474025641949,0.7715679427835426,0.7715679427835426,0.6411188162924404,False,False
147,ROI_1,0.11297961022990008,0.3783820023078965,0.26540239207799643,-0.26540239207799643,-0.21040616880758126,False,False
148,ROI_1,0.5146107935856898,0.44452780958591315,0.0700829839997767,0.0700829839997767,-0.5389930428485307,False,False
149,ROI_2,0.05957789688694234,0.006842803590151728,0.05273509329679061,0.05273509329679061,-0.5681774912010235,False,False
150,ROI_3,0.0347400673297273,0.0,0.0347400673297273,0.0347400673297273,-0.5984506186335778,False,False
151,ROI_1,0.051080135378103096,0.3375577197972603,0.2864775844191572,-0.2864775844191572,-0.1749512611804779,False,False
152,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
153,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
154,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
155,ROI_4,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
156,ROI_1,0.04402102269693451,0.11143879746144543,0.06741777476451091,-0.06741777476451091,-0.5434767384520436,False,False
157,ROI_2,0.31796080493439605,0.0,0.31796080493439605,0.31796080493439605,-0.12198687266614575,False,False
158,ROI_3,0.2814567904723318,0.21918487195905886,0.062271918513272934,0.062271918513272934,-0.552133639660659,False,False
159,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
160,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
161,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
162,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
163,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
164,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
165,ROI_1,0.023587297897691265,0.0,0.023587297897691265,0.023587297897691265,-0.6172129816810051,False,False
166,ROI_2,0.0,0.08701293119570104,0.08701293119570104,-0.08701293119570104,-0.5105117030701544,False,False
167,ROI_3,2.2223046027794084,2.507985124196956,0.2856805214175475,-0.2856805214175475,-0.17629216448696214,False,False
168,ROI_1,0.37087064688582505,0.6900134339908838,0.3191427871050587,-0.3191427871050587,-0.11999841780417603,False,False
169,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
170,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
171,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
172,ROI_3,0.0,0.015926208981329213,0.015926208981329213,-0.015926208981329213,-0.6301012721153538,False,False
173,ROI_4,0.18584703959627635,1.0746141688614947,0.8887671292652184,-0.8887671292652184,0.838283628049058,False,False
174,ROI_5,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
175,ROI_6,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
176,ROI_7,0.4657290835652909,1.06674790231077,0.601018818745479,-0.601018818745479,0.3542031222020355,False,False
177,ROI_1,2.6208515960302314,0.0,2.6208515960302314,2.6208515960302314,3.7521784944582186,True,True
178,ROI_1,0.10400858346153707,0.007772610468022963,0.09623597299351411,0.09623597299351411,-0.49499573103588135,False,False
179,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
180,ROI_1,0.028394194518994983,0.12308879093554034,0.09469459641654536,-0.09469459641654536,-0.4975887970098642,False,False
181,ROI_2,0.13732715139111268,0.3941549684816194,0.2568278170905067,-0.2568278170905067,-0.2248312216944947,False,False
182,ROI_1,2.0460771034399867,0.33204217475524594,1.7140349286847407,1.7140349286847407,2.2266360151775175,True,True
183,ROI_2,0.08243279373436643,0.013145202224017584,0.06928759151034886,0.06928759151034886,-0.5403311358435293,False,False
184,ROI_3,0.2288134852410747,0.11513958544793426,0.11367389979314044,0.11367389979314044,-0.46565981448144733,False,False
185,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
186,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
187,ROI_3,0.0,0.003663194313477934,0.003663194313477934,-0.003663194313477934,-0.6507314065995515,False,False
188,ROI_4,0.011078834533691406,0.21325307733872356,0.20217424280503216,-0.20217424280503216,-0.3167752189978097,False,False
189,ROI_5,0.0,0.0056644126933108096,0.0056644126933108096,-0.0056644126933108096,-0.6473647463266552,False,False
190,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
191,ROI_1,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
192,ROI_2,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
193,ROI_3,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
194,ROI_4,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
195,ROI_5,0.0,0.0,0.0,0.0,-0.656894017782503,False,False
196,ROI_6,0.04354639204298762,0.0,0.04354639204298762,0.04354639204298762,-0.5836356919563428,False,False
197,ROI_7,0.056741968688801825,0.0,0.056741968688801825,0.056741968688801825,-0.5614367035205421,False,False
198,ROI_1,2.0103302386181414,0.0,2.0103302386181414,2.0103302386181414,2.725095183377644,True,True
199,ROI_2,0.4590001046915591,0.0028307982337423218,0.4561693064578168,0.4561693064578168,0.11052202098807748,False,False
200,ROI_3,1.1785570592211003,0.08681810153158087,1.0917389576895196,1.0917389576895196,1.1797442093426902,False,False
