subject,index,task,roi,hemisphere,x,y,z
sub-093,2,loc,aIPS,right,26.93259653821588,-60.45348475500941,42.05792606016621
sub-093,2,loc,pIPS,left,-34.22199992462993,-55.79152987897396,8.481696574017406
sub-093,2,loc,pIPS,right,26.93259653821588,-60.45348475500941,42.05792606016621
sub-094,0,loc,LO,left,-39.68014806415886,-45.69377589598298,16.89550743997097
sub-094,0,loc,LO,right,48.024664300493896,-33.336907152086496,18.680746227502823
sub-094,0,loc,PFS,left,-33.29029731918126,-20.634555296972398,14.61397486552596
sub-094,0,loc,PFS,right,38.73921131994575,-22.428488494828343,19.567827101796865
sub-094,0,loc,aIPS,left,-27.94353283196688,-44.67495581880212,46.05393885076046
sub-094,0,loc,aIPS,right,29.466469048522413,-61.86985988728702,51.29155232384801
sub-094,0,loc,pIPS,left,-27.93291942682117,-44.76830505952239,45.05836199223995
sub-094,0,loc,pIPS,right,45.38759126048535,-53.00720594637096,34.5591979958117
sub-094,1,loc,LO,left,-39.70445576775819,-44.69846123829484,16.801923654973507
sub-094,1,loc,LO,right,35.001838081516325,-31.86049118079245,16.39459541812539
sub-094,1,loc,PFS,left,-33.33891272637993,-18.643925981596112,14.426807295531034
sub-094,1,loc,PFS,right,34.97753037791699,-30.86517652310431,16.301011633127928
sub-094,1,loc,aIPS,left,-23.676181175746024,-53.1901439614594,39.86674943566322
sub-094,1,loc,aIPS,right,29.466469048522413,-61.86985988728702,51.29155232384801
sub-094,1,loc,pIPS,left,-23.676181175746024,-53.1901439614594,39.86674943566322
sub-094,1,loc,pIPS,right,44.5550152445212,-59.19098582491279,33.12125241011381
sub-094,2,loc,LO,left,-38.88112243171781,-36.08883283101022,11.98565673455596
sub-094,2,loc,LO,right,46.52966619376093,-52.67166951298714,16.459941551089287
sub-094,2,loc,PFS,left,-37.95439649466425,-33.07769540697336,11.713199958205225
sub-094,2,loc,PFS,right,34.97753037791699,-30.86517652310431,16.301011633127928
sub-094,2,loc,aIPS,left,-5.522618351504207,-65.08412995934486,58.251031436026096
sub-094,2,loc,aIPS,right,19.66952301003039,-37.86594745889306,74.04747930914164
sub-094,2,loc,pIPS,left,-35.68121242988855,-51.06661684438586,33.51300198584795
sub-094,2,loc,pIPS,right,46.49508452787995,-57.05662036687136,33.9462508559227
sub-095,0,loc,LO,left,-42.58706272765994,-48.14844799041748,-20.962349705398083
sub-095,0,loc,LO,right,43.06174420192838,-38.38931760191917,-19.945891439914703
sub-095,0,loc,PFS,left,-39.68186440691352,-28.261748254299164,-12.013663180172443
sub-095,0,loc,PFS,right,35.841709207743406,-7.452857792377472,-27.349035166203976
sub-095,0,loc,aIPS,left,-24.40278397873044,-45.328975424170494,9.55620539560914
sub-095,0,loc,aIPS,right,5.6969611980021,-55.48416544497013,26.37513765320182
sub-095,0,loc,pIPS,left,-35.95358058065176,-53.58458824455738,5.50357661023736
sub-095,0,loc,pIPS,right,19.89452127367258,-49.10896570980549,6.480768773704767
sub-095,1,loc,LO,left,-42.476121217012405,-50.28347006440163,-21.617615185678005
sub-095,1,loc,LO,right,37.93830724060536,-32.53604619204998,-26.14988869801164
sub-095,1,loc,PFS,left,-39.38593127578497,-24.48357394337654,-31.904310010373592
sub-095,1,loc,PFS,right,35.841709207743406,-7.452857792377472,-27.349035166203976
sub-095,1,loc,aIPS,left,-25.264123760163784,-39.91027869284153,36.011749882251024
sub-095,1,loc,aIPS,right,5.263050682842732,-47.76529465615749,30.14750523492694
sub-095,1,loc,pIPS,left,-35.419427651911974,-64.91672043502331,4.364513803273439
sub-095,1,loc,pIPS,right,20.84901533648372,-40.31618101894856,34.45890114828944
sub-095,2,loc,LO,left,-31.126653011888266,-37.10079127550125,-18.39172003418207
sub-095,2,loc,LO,right,47.10761135071516,-37.71757745742798,-22.975694566965103
sub-095,2,loc,PFS,left,-35.4543799161911,-30.874639064073563,-16.519343994557858
sub-095,2,loc,PFS,right,35.962506245821714,-10.409097373485563,-26.852994985878468
sub-095,2,loc,aIPS,left,-14.560253988951445,-51.780299976468086,29.19048447534442
sub-095,2,loc,aIPS,right,34.43020398542285,-25.23693637549877,24.25265345349908
sub-095,2,loc,pIPS,left,-34.491377890110016,-63.72238305211067,5.20848111063242
sub-095,2,loc,pIPS,right,16.978032283484936,-53.51343443989754,11.181272841989994
sub-096,0,loc,LO,left,-30.836858727037907,-51.64861005544663,-11.832781732082369
sub-096,0,loc,LO,right,47.186039093881845,-52.566673934459686,-15.784474089741709
sub-096,0,loc,PFS,left,-32.65111103095114,-16.757882714271545,-21.8500457406044
sub-096,0,loc,PFS,right,36.62960218824446,-20.45745587348938,-21.128641702234745
sub-096,0,loc,aIPS,left,-16.61985444277525,-60.539556086063385,13.323304884135723
sub-096,0,loc,aIPS,right,33.153099274262786,-53.03902500867844,13.96203150600195
sub-096,0,loc,pIPS,left,-14.377812042832376,-62.85258626937866,17.638760410249233
sub-096,0,loc,pIPS,right,39.17303813993931,-63.81602674722672,0.1918920204043388
sub-096,1,loc,LO,left,-30.836858727037907,-51.64861005544663,-11.832781732082369
sub-096,1,loc,LO,right,47.186039093881845,-52.566673934459686,-15.784474089741709
sub-096,1,loc,PFS,left,-40.218770587816834,-25.998957693576813,-20.322502568364143
sub-096,1,loc,PFS,right,37.4149601906538,-16.60129487514496,-22.713961720466614
sub-096,1,loc,aIPS,left,-14.35165691934526,-62.710441410541534,18.62826063483953
sub-096,1,loc,aIPS,right,31.453187556937337,-55.238121509552,20.386538706719875
sub-096,1,loc,pIPS,left,-16.54693607799709,-61.38634043931961,14.453631855547428
sub-096,1,loc,pIPS,right,39.2665646225214,-65.79388517141342,0.4735455140471458
sub-096,2,loc,LO,left,-31.92895130068064,-49.71334064006805,-12.08192241936922
sub-096,2,loc,LO,right,46.16686488501728,-51.47818887233734,-14.903287805616856
sub-096,2,loc,PFS,left,-35.70456356368959,-35.433604061603546,-17.065285876393318
sub-096,2,loc,PFS,right,37.4149601906538,-16.60129487514496,-22.713961720466614
sub-096,2,loc,aIPS,left,-16.61985444277525,-60.539556086063385,13.323304884135723
sub-096,2,loc,aIPS,right,33.68968295119703,-58.82437062263489,22.863820530474182
sub-096,2,loc,pIPS,left,-15.522214863449337,-61.20160657167435,15.410619273781776
sub-096,2,loc,pIPS,right,35.64946300536394,-44.43732964992523,9.628551691770554
sub-097,0,loc,LO,left,-34.12004681862891,-47.623351835645735,-6.907855583354831
sub-097,0,loc,LO,right,51.74187874980271,-38.25090555008501,-8.853840993717313
sub-097,0,loc,PFS,left,-44.59304467216134,-29.942713192664087,-14.889708625152709
sub-097,0,loc,PFS,right,33.15769193135202,-19.23936773557216,-19.90757534466684
sub-097,0,loc,aIPS,left,-38.38038227520883,-39.33181136380881,56.763955464586616
sub-097,0,loc,aIPS,right,28.92156762070954,-47.31677074637264,27.94338336400688
sub-097,0,loc,pIPS,left,-23.14634343609214,-50.86234995257109,24.889713486656547
sub-097,0,loc,pIPS,right,28.92156762070954,-47.31677074637264,27.94338336400688
sub-097,1,loc,LO,left,-34.12807249650359,-48.78441945556551,-7.715232564136386
sub-097,1,loc,LO,right,49.71301453001797,-46.228083548136055,-13.463427489623427
sub-097,1,loc,PFS,left,-46.64456328749657,-30.32322366256267,-16.79927117191255
sub-097,1,loc,PFS,right,33.15769193135202,-19.23936773557216,-19.90757534466684
sub-097,1,loc,aIPS,left,-38.38038227520883,-39.33181136380881,56.763955464586616
sub-097,1,loc,aIPS,right,27.08907743357122,-59.506869410164654,28.151756713166836
sub-097,1,loc,pIPS,left,-20.88602308370173,-60.14622770715505,29.54809425212443
sub-097,1,loc,pIPS,right,27.08907743357122,-59.506869410164654,28.151756713166836
sub-097,2,loc,LO,left,-34.12807249650359,-48.78441945556551,-7.715232564136386
sub-097,2,loc,LO,right,49.71301453001797,-46.228083548136055,-13.463427489623427
sub-097,2,loc,PFS,left,-45.59252593293786,-29.95603315718472,-14.860618259757755
sub-097,2,loc,PFS,right,35.19315919093788,-21.18099250551313,-19.612766759470105
sub-097,2,loc,aIPS,left,-28.284081131219864,-46.26447343546897,56.72464277781546
sub-097,2,loc,aIPS,right,29.177100786939263,-61.09462363924831,30.41430857591331
sub-097,2,loc,pIPS,left,-14.502990493550897,-58.57334648352116,43.32424966059625
sub-097,2,loc,pIPS,right,31.40467715635896,-52.96071623079479,7.547797169536352
sub-107,0,loc,LO,left,-54.24994533881545,-38.12092486023903,15.17073780298233
sub-107,0,loc,LO,right,28.977227967232466,-49.53524687886238,17.14863806962967
sub-107,0,loc,PFS,left,-31.10218015685677,-21.049197018146515,19.381989024579525
sub-107,0,loc,PFS,right,32.78408909216523,-17.942943066358566,21.077265799045563
sub-107,0,loc,aIPS,left,-33.52298793941736,-53.702006816864014,46.5653221309185
sub-107,0,loc,aIPS,right,19.11437894031405,-54.78218647837639,40.39070048928261
sub-107,0,loc,pIPS,left,-53.873020108789206,-53.23049074411392,30.42061922699213
sub-107,0,loc,pIPS,right,19.11437894031405,-54.78218647837639,40.39070048928261
sub-107,1,loc,LO,left,-47.814638670533895,-34.91064664721489,15.700590029358864
sub-107,1,loc,LO,right,27.26444038376212,-45.53807494044304,21.282516673207283
sub-107,1,loc,PFS,left,-31.10218015685677,-21.049197018146515,19.381989024579525
sub-107,1,loc,PFS,right,23.296534538269043,-22.59626278281212,17.291439957916737
sub-107,1,loc,aIPS,left,-33.52298793941736,-53.702006816864014,46.5653221309185
sub-107,1,loc,aIPS,right,14.042333982884884,-59.72014999389648,48.86954388022423
sub-107,1,loc,pIPS,left,-33.52298793941736,-53.702006816864014,46.5653221309185
sub-107,1,loc,pIPS,right,14.042333982884884,-59.72014999389648,48.86954388022423
sub-107,2,loc,LO,left,-51.61301004886627,-34.24703711271286,12.517524048686028
sub-107,2,loc,LO,right,27.26444038376212,-45.53807494044304,21.282516673207283
sub-107,2,loc,PFS,left,-31.10218015685677,-21.049197018146515,19.381989024579525
sub-107,2,loc,PFS,right,33.530212584882975,-20.04959410429001,21.004358164966103
sub-107,2,loc,aIPS,left,-33.52298793941736,-53.702006816864014,46.5653221309185
sub-107,2,loc,aIPS,right,14.042333982884884,-59.72014999389648,48.86954388022423
sub-107,2,loc,pIPS,left,-42.25031175091863,-49.54840084910393,29.256919011473656
sub-107,2,loc,pIPS,right,14.042333982884884,-59.72014999389648,48.86954388022423
