fold,task,origin,target,mean_f_diff,std_f_diff
0,loc,lpIPS,lLO,-0.8129315797757816,
0,loc,lpIPS,rLO,0.5772985042770145,
0,loc,rpIPS,lLO,-3.378725861027164,
0,loc,rpIPS,rLO,-3.748401018631892,
1,loc,lpIPS,lLO,49.58546718884144,
1,loc,lpIPS,rLO,16.283305911668187,
1,loc,rpIPS,lLO,-0.5693970028575488,
1,loc,rpIPS,rLO,-5.5888041140453,
2,loc,lpIPS,lLO,-4.696270815219098,
2,loc,lpIPS,rLO,-4.059875571233436,
2,loc,rpIPS,lLO,4.317734088639187,
2,loc,rpIPS,rLO,-6.201059134999702,
