ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction
117,7Networks_RH_SomMot_2,0.06814300840617055,0.06024031667038798,0.007902691735782563,0.007902691735782563,-0.0023777135997079275,0.018871878242741013,0.6111111111111112,False,False,False,pIPS > LO
118,7Networks_RH_SomMot_3,0.05091154768726685,0.03574973872552315,0.015161808961743697,0.015161808961743697,0.0012977964210828465,0.03654795255537868,0.7222222222222222,True,False,False,pIPS > LO
119,7Networks_RH_SomMot_4,0.06278199353255332,0.045882443392959736,0.01689955013959358,0.01689955013959358,0.0038962398041298405,0.036528403205900555,0.7222222222222222,True,False,False,pIPS > LO
120,7Networks_RH_SomMot_5,0.054292464751698494,0.033976973914023906,0.020315490837674588,0.020315490837674588,0.007340499418205584,0.03669946087207386,0.7777777777777778,True,True,True,pIPS > LO
121,7Networks_RH_SomMot_6,0.05655720617829098,0.0365898541899191,0.01996735198837188,0.01996735198837188,0.0069924000087970275,0.03740238757907517,0.7777777777777778,True,True,True,pIPS > LO
122,7Networks_RH_SomMot_7,0.06045406679105428,0.05539965101828178,0.005054415772772498,0.005054415772772498,-0.002339039741653125,0.01245549162461733,0.5,False,False,False,pIPS > LO
123,7Networks_RH_SomMot_8,0.059385406577752695,0.05145202322940653,0.007933383348346167,0.007933383348346167,-0.009156212102647669,0.02040092128202862,0.7777777777777778,False,True,False,pIPS > LO
124,7Networks_RH_SomMot_9,0.07481566780350274,0.07132863201614884,0.0034870357873539037,0.0034870357873539037,-0.006558852591034435,0.01368467186111956,0.6111111111111112,False,False,False,pIPS > LO
125,7Networks_RH_SomMot_10,0.07515877236922582,0.07076671512590514,0.004392057243320674,0.004392057243320674,-0.006651920654500525,0.014122088539362363,0.6666666666666666,False,False,False,pIPS > LO
126,7Networks_RH_SomMot_11,0.06701924062670311,0.06049454327310539,0.0065246973535977235,0.0065246973535977235,-0.0013098792425201612,0.0141370799710987,0.7222222222222222,False,False,False,pIPS > LO
127,7Networks_RH_SomMot_12,0.08729268776045905,0.0763310316639642,0.010961656096494854,0.010961656096494854,0.00218912233184609,0.019980763415029888,0.6111111111111112,True,False,False,pIPS > LO
128,7Networks_RH_SomMot_13,0.10732076606816715,0.08713564949317111,0.02018511657499604,0.02018511657499604,0.010848264851503893,0.030332584185008376,0.8888888888888888,True,True,True,pIPS > LO
129,7Networks_RH_SomMot_14,0.08664221709801091,0.07294363538838095,0.013698581709629967,0.013698581709629967,0.0033795559235538122,0.024480940792192183,0.6666666666666666,True,False,False,pIPS > LO
130,7Networks_RH_SomMot_15,0.1011039534997609,0.07998723278029098,0.02111672071946992,0.02111672071946992,0.011367265536035929,0.03188033065137763,0.8888888888888888,True,True,True,pIPS > LO
