ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction
125,7Networks_RH_SomMot_10,0.06323538989656502,0.04516517583073841,0.01807021406582661,0.01807021406582661,-0.016580787639961476,0.045453670838226864,0.7222222222222222,False,False,False,pIPS_clean > LO_clean
126,7Networks_RH_SomMot_11,0.05829724007182651,0.03844933804228074,0.01984790202954577,0.01984790202954577,-0.0065456395554873755,0.0427630258581808,0.7777777777777778,False,True,False,pIPS_clean > LO_clean
127,7Networks_RH_SomMot_12,0.07963557458586162,0.04476845830989381,0.034867116275967815,0.034867116275967815,0.006406615343358777,0.061371597311355976,0.7777777777777778,True,True,True,pIPS_clean > LO_clean
128,7Networks_RH_SomMot_13,0.10638914008935292,0.043024007567308016,0.0633651325220449,0.0633651325220449,0.03587529140511632,0.09194191557277613,0.8888888888888888,True,True,True,pIPS_clean > LO_clean
129,7Networks_RH_SomMot_14,0.08105000522401598,0.03998906077403161,0.04106094444998437,0.04106094444998437,0.01679599505215365,0.06502920117798365,0.8333333333333334,True,True,True,pIPS_clean > LO_clean
130,7Networks_RH_SomMot_15,0.09898314190407594,0.037753456013484135,0.0612296858905918,0.0612296858905918,0.035264385846029554,0.08857242080331261,0.8888888888888888,True,True,True,pIPS_clean > LO_clean
131,7Networks_RH_SomMot_16,0.06239706764204635,0.025472421613004472,0.03692464602904187,0.03692464602904187,0.016630954781754147,0.05974555945851736,0.8333333333333334,True,True,True,pIPS_clean > LO_clean
132,7Networks_RH_SomMot_17,0.07878712274962002,0.021393335501973827,0.0573937872476462,0.0573937872476462,0.03526549642621022,0.08078325874974122,0.8888888888888888,True,True,True,pIPS_clean > LO_clean
133,7Networks_RH_SomMot_18,0.06988177251898581,0.037664642344073705,0.0322171301749121,0.0322171301749121,0.010475624411547967,0.05390373719904648,0.7777777777777778,True,True,True,pIPS_clean > LO_clean
134,7Networks_RH_SomMot_19,0.08114877343177795,0.03613969594395409,0.045009077487823866,0.045009077487823866,0.02179789009775656,0.06876546640253056,0.8333333333333334,True,True,True,pIPS_clean > LO_clean
