ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction
173,7Networks_RH_Cont_PFCl_4,0.07669755916177018,0.13602708231168562,-0.059329523149915436,0.059329523149915436,-0.10613344501318273,-0.014626530133131274,0.6666666666666666,True,False,False,LO_clean > pIPS_clean
174,7Networks_RH_Cont_PFCl_5,0.05352824234939872,0.058298365147125816,-0.004770122797727094,0.004770122797727094,-0.04577086352028236,0.030311383255239813,0.3888888888888889,False,False,False,LO_clean > pIPS_clean
175,7Networks_RH_Cont_PFCl_6,0.05649868250739836,0.062228765366881086,-0.0057300828594827255,0.0057300828594827255,-0.05785298518862363,0.03678815272069909,0.4444444444444444,False,False,False,LO_clean > pIPS_clean
176,7Networks_RH_Cont_PFCl_7,0.1003294799951929,0.11835714501112397,-0.018027665015931074,0.018027665015931074,-0.06143831999765491,0.02570377589959527,0.5555555555555556,False,False,False,LO_clean > pIPS_clean
177,7Networks_RH_Cont_pCun_1,0.26034786243631375,-0.039452345326843816,0.2998002077631576,0.2998002077631576,0.22704453853598672,0.3838751089237063,1.0,True,True,True,pIPS_clean > LO_clean
178,7Networks_RH_Cont_Cing_1,0.11219191654218416,0.04348656814075018,0.06870534840143398,0.06870534840143398,0.031379205309974,0.10818111955251708,0.8333333333333334,True,True,True,pIPS_clean > LO_clean
179,7Networks_RH_Cont_Cing_2,0.05216339433735054,0.05812622566773273,-0.005962831330382189,0.005962831330382189,-0.03329326336347309,0.02012426999098891,0.4444444444444444,False,False,False,LO_clean > pIPS_clean
180,7Networks_RH_Cont_PFCmp_1,0.04692719727190146,0.07649008182319562,-0.029562884551294168,0.029562884551294168,-0.06601693082219819,0.0014204785293625455,0.6111111111111112,False,False,False,LO_clean > pIPS_clean
181,7Networks_RH_Cont_PFCmp_2,0.08195275120963945,0.08528610794908453,-0.003333356739445084,0.003333356739445084,-0.03883606317627109,0.03553426611905127,0.2777777777777778,False,False,False,LO_clean > pIPS_clean
182,7Networks_RH_Default_Par_1,0.2237953049967987,0.012491832303842727,0.21130347269295596,0.21130347269295596,0.1556806148028687,0.264417589096484,0.9444444444444444,True,True,True,pIPS_clean > LO_clean
183,7Networks_RH_Default_Par_2,0.11948320200911362,0.04362751990838927,0.07585568210072435,0.07585568210072435,0.036233579881037634,0.12360325933556345,0.7777777777777778,True,True,True,pIPS_clean > LO_clean
184,7Networks_RH_Default_Par_3,0.1123447227997309,0.059661871560783265,0.052682851238947635,0.052682851238947635,0.005816831857887818,0.10268530531109055,0.6666666666666666,True,False,False,pIPS_clean > LO_clean
185,7Networks_RH_Default_Temp_1,0.019764175057655636,0.04156536232172072,-0.021801187264065085,0.021801187264065085,-0.041589692734755636,-0.004087790725117636,0.7222222222222222,True,False,False,LO_clean > pIPS_clean
