ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,pIPS_pvalue,pIPS_pvalue_corrected,LO_pvalue,LO_pvalue_corrected,pIPS_LOO_Reliability,LO_LOO_Reliability,pIPS_Bootstrap_Significant_FDR,LO_Bootstrap_Significant_FDR,pIPS_LOO_Significant,LO_LOO_Significant,pIPS_Combined_Significant,LO_Combined_Significant,Both_Networks_Significant
145,7Networks_RH_DorsAttn_FEF_1,0.07406785763386223,0.04991936921659443,0.0,0.0,0.0,0.0,1.0,0.9444444444444444,True,True,True,True,True,True,True
146,7Networks_RH_DorsAttn_FEF_2,0.08400736249879831,0.03928371694766813,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,True,True,True,True,True,True,True
147,7Networks_RH_DorsAttn_PrCv_1,0.04356820764951408,0.0451606078293278,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,True,True,True,True,True,True,True
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.06764161487808451,0.051438350586168885,0.0,0.0,0.0,0.0,1.0,0.7777777777777778,True,True,True,True,True,True,True
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.0611738338549104,0.041156658637596086,0.0,0.0,0.0,0.0,1.0,0.7222222222222222,True,True,True,False,True,False,False
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.06357553166647752,0.028888142253789637,0.0,0.0,0.001,0.0015625,1.0,0.8333333333333334,True,True,True,True,True,True,True
151,7Networks_RH_SalVentAttn_PrC_1,0.05225840086738268,0.060600151773542166,0.0,0.0,0.0,0.0,1.0,1.0,True,True,True,True,True,True,True
152,7Networks_RH_SalVentAttn_FrOperIns_1,0.01917865497267081,0.023787660770014755,0.0,0.0,0.0008,0.0012698412698412698,0.8888888888888888,0.7777777777777778,True,True,True,True,True,True,True
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.03561459492064185,0.019204131508659985,0.0,0.0,0.0276,0.03493670886075949,1.0,0.7222222222222222,True,True,True,False,True,False,False
154,7Networks_RH_SalVentAttn_FrOperIns_3,0.025014865923569433,0.04058781286908521,0.0102,0.010461538461538463,0.0,0.0,0.7777777777777778,0.8333333333333334,True,True,True,True,True,True,True
155,7Networks_RH_SalVentAttn_FrOperIns_4,0.0429738181281007,0.016975279108414218,0.0,0.0,0.0032,0.004604316546762591,1.0,0.7222222222222222,True,True,True,False,True,False,False
156,7Networks_RH_SalVentAttn_Med_1,0.042610956019618444,0.04316834014995644,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,True,True,True,True,True,True,True
157,7Networks_RH_SalVentAttn_Med_2,0.08128693151391214,0.01785399081806342,0.0,0.0,0.3608,0.39431693989071037,1.0,0.4444444444444444,True,False,True,False,True,False,False
158,7Networks_RH_SalVentAttn_Med_3,0.057556819565232016,0.046024498245161444,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,True,True,True,True,True,True,True
159,7Networks_RH_Limbic_OFC_1,0.012265973401048945,0.01789166349529599,0.0006,0.0006486486486486485,0.0,0.0,0.8333333333333334,0.8333333333333334,True,True,True,True,True,True,True
160,7Networks_RH_Limbic_OFC_2,0.017204977487886533,0.029648202781875927,0.0,0.0,0.0,0.0,0.8333333333333334,0.8333333333333334,True,True,True,True,True,True,True
161,7Networks_RH_Limbic_OFC_3,0.018286050556020603,0.011864119215816673,0.0,0.0,0.0,0.0,0.9444444444444444,0.8333333333333334,True,True,True,True,True,True,True
162,7Networks_RH_Limbic_TempPole_1,0.011338394587962992,0.02009147176674257,0.0046,0.0048167539267015705,0.0,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
163,7Networks_RH_Limbic_TempPole_2,0.011936193487296501,0.019585550646297634,0.0,0.0,0.0,0.0,0.7222222222222222,0.9444444444444444,True,True,False,True,False,True,False
164,7Networks_RH_Limbic_TempPole_3,0.020615932053058512,0.023566485835342772,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
165,7Networks_RH_Cont_Par_1,0.05885941035942071,0.024724777160574578,0.0,0.0,0.023,0.029487179487179487,1.0,0.6666666666666666,True,True,True,False,True,False,False
166,7Networks_RH_Cont_Par_2,0.056613113524185285,0.052363410488598876,0.0,0.0,0.0004,0.0006557377049180328,1.0,0.7777777777777778,True,True,True,True,True,True,True
167,7Networks_RH_Cont_Par_3,0.08093864884641436,0.0912543619568977,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,True,True,True,True,True,True,True
168,7Networks_RH_Cont_Temp_1,0.04625325849176281,0.05181817322348555,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,True,True,True,True,True,True,True
169,7Networks_RH_Cont_PFCv_1,0.024553509170396462,0.035824257906319365,0.0,0.0,0.0,0.0,0.8333333333333334,0.9444444444444444,True,True,True,True,True,True,True
170,7Networks_RH_Cont_PFCl_1,0.02073993122515579,0.02800644773782955,0.0,0.0,0.0,0.0,0.8888888888888888,0.9444444444444444,True,True,True,True,True,True,True
171,7Networks_RH_Cont_PFCl_2,0.025908990064635873,0.02825646240833319,0.003,0.0032085561497326204,0.0,0.0,0.7222222222222222,0.9444444444444444,True,True,False,True,False,True,False
172,7Networks_RH_Cont_PFCl_3,0.028336481113607686,0.027959066384937614,0.0006,0.0006486486486486485,0.0,0.0,0.7777777777777778,0.8888888888888888,True,True,True,True,True,True,True
173,7Networks_RH_Cont_PFCl_4,0.04218365753897362,0.0748148952714271,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,True,True,True,True,True,True,True
174,7Networks_RH_Cont_PFCl_5,0.029440533292169373,0.032064100830919214,0.0,0.0,0.0,0.0,0.8888888888888888,0.8333333333333334,True,True,True,True,True,True,True
175,7Networks_RH_Cont_PFCl_6,0.03107427537906915,0.03422582095178465,0.0,0.0,0.0004,0.0006557377049180328,0.9444444444444444,0.7777777777777778,True,True,True,True,True,True,True
176,7Networks_RH_Cont_PFCl_7,0.05518121399735618,0.0650964297561182,0.0,0.0,0.0,0.0,1.0,0.9444444444444444,True,True,True,True,True,True,True
177,7Networks_RH_Cont_pCun_1,0.14319132433997261,-0.021698789929764137,0.0,0.0,0.0502,0.059761904761904766,1.0,0.6666666666666666,True,False,True,False,True,False,False
178,7Networks_RH_Cont_Cing_1,0.0617055540982013,0.023917612477412656,0.0,0.0,0.0026,0.0038235294117647052,1.0,0.6666666666666666,True,True,True,False,True,False,False
179,7Networks_RH_Cont_Cing_2,0.02868986688554287,0.03196942411725306,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,True,True,True,True,True,True,True
180,7Networks_RH_Cont_PFCmp_1,0.025809958499545853,0.042069545002757676,0.0,0.0,0.0,0.0,0.7777777777777778,0.8888888888888888,True,True,True,True,True,True,True
181,7Networks_RH_Cont_PFCmp_2,0.04507401316530175,0.04690735937199659,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,True,True,True,True,True,True,True
182,7Networks_RH_Default_Par_1,0.12308741774823931,0.006870507767113547,0.0,0.0,0.5822,0.6064583333333334,1.0,0.4444444444444444,True,False,True,False,True,False,False
183,7Networks_RH_Default_Par_2,0.06571576110501257,0.02399513594961415,0.0,0.0,0.007,0.009655172413793104,1.0,0.8333333333333334,True,True,True,True,True,True,True
184,7Networks_RH_Default_Par_3,0.06178959753985206,0.03281402935843087,0.0,0.0,0.0004,0.0006557377049180328,0.8888888888888888,0.7222222222222222,True,True,True,False,True,False,False
185,7Networks_RH_Default_Temp_1,0.01087029628171068,0.022860949276946485,0.0102,0.010461538461538463,0.0,0.0,0.7222222222222222,0.8888888888888888,True,True,False,True,False,True,False
186,7Networks_RH_Default_Temp_2,0.022796135240544874,0.03503941008562429,0.0,0.0,0.0,0.0,0.9444444444444444,0.9444444444444444,True,True,True,True,True,True,True
187,7Networks_RH_Default_Temp_3,0.03519331431016326,0.044044791287483856,0.0,0.0,0.0,0.0,0.9444444444444444,0.8888888888888888,True,True,True,True,True,True,True
188,7Networks_RH_Default_Temp_4,0.04112513870414761,0.06381659326143563,0.0,0.0,0.0,0.0,0.9444444444444444,0.8888888888888888,True,True,True,True,True,True,True
189,7Networks_RH_Default_Temp_5,0.04254037752333614,0.05550970966255085,0.0,0.0,0.0,0.0,0.9444444444444444,1.0,True,True,True,True,True,True,True
190,7Networks_RH_Default_PFCv_1,0.026621548665894404,0.033539966576629214,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,True,True,True,True,True,True,True
191,7Networks_RH_Default_PFCdPFCm_1,0.026493834538592234,0.013898664632708661,0.0,0.0,0.0282,0.03547169811320754,0.9444444444444444,0.7777777777777778,True,True,True,True,True,True,True
192,7Networks_RH_Default_PFCdPFCm_2,0.027073730637008946,-0.001307888946030289,0.0034,0.003617021276595745,0.835,0.835,0.7777777777777778,0.2222222222222222,True,False,True,False,True,False,False
193,7Networks_RH_Default_PFCdPFCm_3,0.020744019545317214,0.008373533556651738,0.0202,0.02050761421319797,0.0424,0.050778443113772456,0.7777777777777778,0.6666666666666666,True,False,True,False,True,False,False
194,7Networks_RH_Default_PFCdPFCm_4,0.0163031996279541,0.01905246866064974,0.0102,0.010461538461538463,0.0022,0.0032835820895522386,0.7222222222222222,0.8333333333333334,True,True,False,True,False,True,False
195,7Networks_RH_Default_PFCdPFCm_5,0.028792652699242655,0.02023585489951074,0.0002,0.0002185792349726776,0.009,0.012244897959183673,0.7777777777777778,0.7222222222222222,True,True,True,False,True,False,False
196,7Networks_RH_Default_PFCdPFCm_6,0.05122687742631468,0.024373321561142802,0.0,0.0,0.015,0.019867549668874173,0.8888888888888888,0.7777777777777778,True,True,True,True,True,True,True
197,7Networks_RH_Default_PFCdPFCm_7,0.06132517977514201,0.0197552434530937,0.0,0.0,0.0048,0.006808510638297872,1.0,0.6666666666666666,True,True,True,False,True,False,False
198,7Networks_RH_Default_pCunPCC_1,0.12935359900196394,-0.015717419071329966,0.0,0.0,0.2242,0.25333333333333335,1.0,0.6666666666666666,True,False,True,False,True,False,False
199,7Networks_RH_Default_pCunPCC_2,0.09277119901445177,0.004692999025185903,0.0,0.0,0.6284,0.6511917098445595,1.0,0.4444444444444444,True,False,True,False,True,False,False
200,7Networks_RH_Default_pCunPCC_3,0.09955293561021487,0.019938717285792034,0.0,0.0,0.1332,0.15222857142857144,1.0,0.6111111111111112,True,False,True,False,True,False,False
