ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,pIPS_CI_Lower,pIPS_CI_Upper,LO_CI_Lower,LO_CI_Upper,pIPS_LOO_Reliability,LO_LOO_Reliability,pIPS_Bootstrap_Significant,LO_Bootstrap_Significant,pIPS_LOO_Significant,LO_LOO_Significant,pIPS_Combined_Significant,LO_Combined_Significant,Both_Networks_Significant
106,7Networks_RH_Vis_6,0.04413518594163987,0.05208834069263604,0.025969194712686456,0.06193411955868618,0.025672799562259267,0.07942957609452099,0.8333333333333334,0.8333333333333334,True,True,True,True,True,True,True
107,7Networks_RH_Vis_7,0.08270859604494439,0.006813282949022121,0.06553146779381981,0.10124783578794448,-0.019703678989187918,0.04201865952668917,1.0,0.3333333333333333,True,False,True,False,True,False,False
108,7Networks_RH_Vis_8,0.0039375277507739765,0.12706078868359327,-0.00535556268102179,0.013484905608250601,0.10415041293793668,0.14773667813537433,0.5555555555555556,1.0,False,True,False,True,False,True,False
109,7Networks_RH_Vis_9,0.146370444032881,-0.05645186769672566,0.11658112473992838,0.1786517921628223,-0.09984692229837593,-0.007841127968600294,1.0,0.8333333333333334,True,True,True,True,True,True,False
110,7Networks_RH_Vis_10,0.09764743989540471,0.011877272536771165,0.07710957624432115,0.12085693125199112,-0.017613579278501372,0.046165915572782976,1.0,0.4444444444444444,True,False,True,False,True,False,False
111,7Networks_RH_Vis_11,0.08900219139953454,0.12457231370111306,0.0710125142087539,0.10813044894797107,0.0907289324224823,0.1576088442518893,1.0,1.0,True,True,True,True,True,True,True
112,7Networks_RH_Vis_12,0.12024860787722799,-0.038856021076854735,0.09337424310441647,0.15017792160312335,-0.07328234348808312,-0.003978045943141402,1.0,0.7222222222222222,True,True,True,False,True,False,False
113,7Networks_RH_Vis_13,0.1502409362130695,-0.04429200658988622,0.11713565318948693,0.18815616483075753,-0.07175509518840247,-0.016593306758699734,1.0,0.7777777777777778,True,True,True,True,True,True,False
114,7Networks_RH_Vis_14,0.13033372329341042,-0.06633191369473934,0.09738887305267982,0.16691795708611606,-0.09884506340086874,-0.033511908755948165,1.0,0.8333333333333334,True,True,True,True,True,True,False
115,7Networks_RH_Vis_15,0.1285924849410852,0.043233363203600876,0.11295335491498312,0.14427074344000884,0.021746278657681414,0.06593556772503587,1.0,0.8333333333333334,True,True,True,True,True,True,True
116,7Networks_RH_SomMot_1,0.050001191389229566,0.021935586584731936,0.03437544748238805,0.07006732207567741,0.0059210100890292475,0.037757842454205576,1.0,0.6666666666666666,True,True,True,False,True,False,False
117,7Networks_RH_SomMot_2,0.05984453013580707,0.03523154204918279,0.041862439269769104,0.08013064611004665,0.01676052754175746,0.05432354353833943,1.0,0.8888888888888888,True,True,True,True,True,True,True
118,7Networks_RH_SomMot_3,0.04929992898056904,0.01397764095519152,0.0263797623053607,0.08338217765041107,0.00203005676675174,0.02671885952327607,1.0,0.7222222222222222,True,True,True,False,True,False,False
119,7Networks_RH_SomMot_4,0.06083121813005871,0.01916836359952059,0.03866394891714056,0.09173306415064467,0.004770710141423883,0.03407799938059826,1.0,0.7222222222222222,True,True,True,False,True,False,False
120,7Networks_RH_SomMot_5,0.05969870866586765,0.007586465268913243,0.03973525029658857,0.08399458088032487,-0.009799787863933792,0.026452971896570587,1.0,0.5555555555555556,True,False,True,False,True,False,False
121,7Networks_RH_SomMot_6,0.06007274447215928,0.01034782909684711,0.040221050412704545,0.0860473728764595,-0.007272134678593526,0.03236473735499505,1.0,0.6111111111111112,True,False,True,False,True,False,False
122,7Networks_RH_SomMot_7,0.05334915862315231,0.03312942282193237,0.04143651361939394,0.06532225165930058,0.01522391601983044,0.052611672845927784,1.0,0.8333333333333334,True,True,True,True,True,True,True
123,7Networks_RH_SomMot_8,0.053633018758975796,0.02976319099414266,0.03812473357991419,0.07004441562910667,0.0002846692821347261,0.06920372874786455,1.0,0.6666666666666666,True,True,True,False,True,False,False
124,7Networks_RH_SomMot_9,0.06270981104009682,0.04740861407481134,0.04855068512260914,0.07817852998980217,0.023614901728514166,0.07511636334044548,1.0,0.8333333333333334,True,True,True,True,True,True,True
125,7Networks_RH_SomMot_10,0.06323538989656502,0.04516517583073841,0.05263542613118059,0.07404337991805125,0.019446990190125586,0.07664861061558541,1.0,0.8333333333333334,True,True,True,True,True,True,True
126,7Networks_RH_SomMot_11,0.05829724007182651,0.03844933804228074,0.044737470853659846,0.07276043289651474,0.01371865453095072,0.0672491908519684,1.0,0.7222222222222222,True,True,True,False,True,False,False
127,7Networks_RH_SomMot_12,0.07963557458586162,0.04476845830989381,0.0649909001775086,0.09543998830227389,0.018365954994482715,0.07420788276423182,1.0,0.7777777777777778,True,True,True,True,True,True,True
