ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,pIPS_CI_Lower,pIPS_CI_Upper,LO_CI_Lower,LO_CI_Upper,pIPS_LOO_Reliability,LO_LOO_Reliability,pIPS_Bootstrap_Significant,LO_Bootstrap_Significant,pIPS_LOO_Significant,LO_LOO_Significant,pIPS_Combined_Significant,LO_Combined_Significant,Both_Networks_Significant
128,7Networks_RH_SomMot_13,0.10638914008935292,0.043024007567308016,0.0891176553753515,0.12305239351569779,0.01879779453479892,0.06860277556245112,1.0,0.8333333333333334,True,True,True,True,True,True,True
129,7Networks_RH_SomMot_14,0.08105000522401598,0.03998906077403161,0.06256213461359342,0.10102104851976038,0.019784274262039818,0.06003816304340338,1.0,0.8333333333333334,True,True,True,True,True,True,True
130,7Networks_RH_SomMot_15,0.09898314190407594,0.037753456013484135,0.07855513054463598,0.12013479998956124,0.014834611181221488,0.06107363115426981,1.0,0.7777777777777778,True,True,True,True,True,True,True
131,7Networks_RH_SomMot_16,0.06239706764204635,0.025472421613004472,0.046864329480255644,0.08204830189545949,0.012121842532522149,0.039679386029537356,1.0,0.8333333333333334,True,True,True,True,True,True,True
132,7Networks_RH_SomMot_17,0.07878712274962002,0.021393335501973827,0.06298062738755511,0.09405615287315515,0.0022658785093679196,0.04090265109811702,1.0,0.7222222222222222,True,True,True,False,True,False,False
133,7Networks_RH_SomMot_18,0.06988177251898581,0.037664642344073705,0.05188907683413062,0.08994080398438704,0.020520208126011616,0.054985895868190304,1.0,0.8888888888888888,True,True,True,True,True,True,True
134,7Networks_RH_SomMot_19,0.08114877343177795,0.03613969594395409,0.06243138901578883,0.10139995970142383,0.017672695376030688,0.05530643460321395,1.0,0.7777777777777778,True,True,True,True,True,True,True
135,7Networks_RH_DorsAttn_Post_1,0.05170801095664501,0.0991799874852101,0.04013752567892273,0.06314544981966416,0.0749200302383138,0.12771287218460606,1.0,1.0,True,True,True,True,True,True,True
136,7Networks_RH_DorsAttn_Post_2,0.09193249729772408,0.07330557959438819,0.0767516537155542,0.10808375966217783,0.04915738117463964,0.09783520036790934,1.0,0.9444444444444444,True,True,True,True,True,True,True
137,7Networks_RH_DorsAttn_Post_3,0.060779869452946715,0.03035903252182632,0.046766330604441464,0.07476228897511546,0.007123465978980272,0.05728662831631176,1.0,0.7222222222222222,True,True,True,False,True,False,False
138,7Networks_RH_DorsAttn_Post_4,0.0675363266426656,0.06416376850878198,0.04837374560172773,0.08760475828571038,0.032104197507982865,0.09979179637998134,0.9444444444444444,0.7222222222222222,True,True,True,False,True,False,False
139,7Networks_RH_DorsAttn_Post_5,0.076283593248162,0.06349396493492855,0.060829357632125415,0.09299464390043997,0.03442669123695749,0.09956043457690006,1.0,0.8888888888888888,True,True,True,True,True,True,True
140,7Networks_RH_DorsAttn_Post_6,0.11311432015564707,0.02718353241087041,0.08691803999762568,0.14243599133462542,0.0032219485978000903,0.05344515722907896,1.0,0.7222222222222222,True,True,True,False,True,False,False
141,7Networks_RH_DorsAttn_Post_7,0.08730820938944817,0.12551146186888218,0.06650863508952574,0.10780089520331886,0.08864174221590575,0.16569267449797026,1.0,1.0,True,True,True,True,True,True,True
142,7Networks_RH_DorsAttn_Post_8,0.126791356338395,0.0833225679428627,0.10430464150591029,0.14882617476913665,0.05873678572437105,0.10758399040399427,1.0,0.9444444444444444,True,True,True,True,True,True,True
143,7Networks_RH_DorsAttn_Post_9,0.12519181643923125,0.010576740579886569,0.10489595138157407,0.14729851150057377,-0.01725074675115239,0.04199560742256128,1.0,0.4444444444444444,True,False,True,False,True,False,False
144,7Networks_RH_DorsAttn_Post_10,0.1075932706395785,0.01816512242011312,0.09018111482469572,0.12485269104751447,0.0006217481193339659,0.036658416147757736,1.0,0.6666666666666666,True,True,True,False,True,False,False
145,7Networks_RH_DorsAttn_FEF_1,0.07406785763386223,0.04991936921659443,0.060037819963569446,0.0879649548118727,0.028463752745624838,0.07629104214009001,1.0,0.9444444444444444,True,True,True,True,True,True,True
146,7Networks_RH_DorsAttn_FEF_2,0.08400736249879831,0.03928371694766813,0.06476599700140973,0.10544661195534798,0.022505843127146364,0.056495257430813364,1.0,0.8333333333333334,True,True,True,True,True,True,True
147,7Networks_RH_DorsAttn_PrCv_1,0.04356820764951408,0.0451606078293278,0.027927331074735978,0.062650261047141,0.03183333352256644,0.059352149114096794,0.9444444444444444,1.0,True,True,True,True,True,True,True
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.06764161487808451,0.051438350586168885,0.0487448824998056,0.08845690936367545,0.025615682973067225,0.07802968536222277,1.0,0.7777777777777778,True,True,True,True,True,True,True
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.0611738338549104,0.041156658637596086,0.0402120433967664,0.08660785360132446,0.02035251466117592,0.06429754360611291,1.0,0.7222222222222222,True,True,True,False,True,False,False
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.06357553166647752,0.028888142253789637,0.045056450170361334,0.08658396654710585,0.010668618711901622,0.05009540619794279,1.0,0.8333333333333334,True,True,True,True,True,True,True
151,7Networks_RH_SalVentAttn_PrC_1,0.05225840086738268,0.060600151773542166,0.03851467690741023,0.06621013237939526,0.039036625389578854,0.08769656206455287,1.0,1.0,True,True,True,True,True,True,True
152,7Networks_RH_SalVentAttn_FrOperIns_1,0.01917865497267081,0.023787660770014755,0.011197287306034316,0.027083513810066507,0.006152360230205684,0.04846357405864789,0.8888888888888888,0.7777777777777778,True,True,True,True,True,True,True
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.03561459492064185,0.019204131508659985,0.024725231992649952,0.04833251948067401,0.0017394724948745638,0.04024927513997278,1.0,0.7222222222222222,True,True,True,False,True,False,False
154,7Networks_RH_SalVentAttn_FrOperIns_3,0.025014865923569433,0.04058781286908521,0.0032641382079519744,0.05600023251899981,0.02573770111840632,0.05650247422874801,0.7777777777777778,0.8333333333333334,True,True,True,True,True,True,True
155,7Networks_RH_SalVentAttn_FrOperIns_4,0.0429738181281007,0.016975279108414218,0.024625386737494006,0.06857791560727894,0.004463481796038751,0.031472403390216626,1.0,0.7222222222222222,True,True,True,False,True,False,False
156,7Networks_RH_SalVentAttn_Med_1,0.042610956019618444,0.04316834014995644,0.03305026226185469,0.05303133647733678,0.022203978345108528,0.06970163833951422,1.0,0.8888888888888888,True,True,True,True,True,True,True
157,7Networks_RH_SalVentAttn_Med_2,0.08128693151391214,0.01785399081806342,0.06475335633796123,0.09962162514889819,-0.01325980155961588,0.05911670049600717,1.0,0.4444444444444444,True,False,True,False,True,False,False
158,7Networks_RH_SalVentAttn_Med_3,0.057556819565232016,0.046024498245161444,0.038949678908587276,0.08099408567731088,0.03103867682835294,0.0612678796156413,1.0,0.8888888888888888,True,True,True,True,True,True,True
159,7Networks_RH_Limbic_OFC_1,0.012265973401048945,0.01789166349529599,0.0051996173961217414,0.01922980964591261,0.007701037574669399,0.031723228167781295,0.8333333333333334,0.8333333333333334,True,True,True,True,True,True,True
160,7Networks_RH_Limbic_OFC_2,0.017204977487886533,0.029648202781875927,0.011168552661062373,0.023499537067255005,0.012451753236301658,0.05480638782416159,0.8333333333333334,0.8333333333333334,True,True,True,True,True,True,True
161,7Networks_RH_Limbic_OFC_3,0.018286050556020603,0.011864119215816673,0.010190156561374251,0.02787103282235976,0.007080622594447859,0.01671953446024822,0.9444444444444444,0.8333333333333334,True,True,True,True,True,True,True
162,7Networks_RH_Limbic_TempPole_1,0.011338394587962992,0.02009147176674257,0.002727322829175844,0.023024129941930163,0.015745129190165446,0.02408822579568045,0.8888888888888888,1.0,True,True,True,True,True,True,True
163,7Networks_RH_Limbic_TempPole_2,0.011936193487296501,0.019585550646297634,0.004731352001221643,0.019480727078755266,0.013115240161682272,0.026743234890616596,0.7222222222222222,0.9444444444444444,True,True,False,True,False,True,False
164,7Networks_RH_Limbic_TempPole_3,0.020615932053058512,0.023566485835342772,0.009899598792091839,0.035657478078954016,0.01628081228086052,0.031003994711015063,0.8888888888888888,1.0,True,True,True,True,True,True,True
165,7Networks_RH_Cont_Par_1,0.05885941035942071,0.024724777160574578,0.04476640077579456,0.0732660758257326,0.0031347586016636344,0.04716952268936438,1.0,0.6666666666666666,True,True,True,False,True,False,False
166,7Networks_RH_Cont_Par_2,0.056613113524185285,0.052363410488598876,0.03596942698220826,0.07890076090892154,0.021008486720448777,0.08582502861649523,1.0,0.7777777777777778,True,True,True,True,True,True,True
167,7Networks_RH_Cont_Par_3,0.08093864884641436,0.0912543619568977,0.05405707712699142,0.10653238555209504,0.058913126515431534,0.12581325287853057,0.8888888888888888,0.8888888888888888,True,True,True,True,True,True,True
168,7Networks_RH_Cont_Temp_1,0.04625325849176281,0.05181817322348555,0.03457156356307678,0.057693103832813605,0.03066914419954022,0.07487527014907552,0.9444444444444444,1.0,True,True,True,True,True,True,True
169,7Networks_RH_Cont_PFCv_1,0.024553509170396462,0.035824257906319365,0.012029711074946034,0.04066961864656249,0.020303142973635762,0.05495052439445216,0.8333333333333334,0.9444444444444444,True,True,True,True,True,True,True
170,7Networks_RH_Cont_PFCl_1,0.02073993122515579,0.02800644773782955,0.0114101136310233,0.030831878402063414,0.01789844796941098,0.038774406538060344,0.8888888888888888,0.9444444444444444,True,True,True,True,True,True,True
171,7Networks_RH_Cont_PFCl_2,0.025908990064635873,0.02825646240833319,0.007522770998507945,0.047944851317960335,0.019833721717198688,0.03690492094901856,0.7222222222222222,0.9444444444444444,True,True,False,True,False,True,False
172,7Networks_RH_Cont_PFCl_3,0.028336481113607686,0.027959066384937614,0.012113478461590907,0.047572080814926365,0.0174245037474773,0.03856129698445632,0.7777777777777778,0.8888888888888888,True,True,True,True,True,True,True
173,7Networks_RH_Cont_PFCl_4,0.04218365753897362,0.0748148952714271,0.027946676273778497,0.05633164134083523,0.05605940173587038,0.09359875376491496,0.8333333333333334,1.0,True,True,True,True,True,True,True
174,7Networks_RH_Cont_PFCl_5,0.029440533292169373,0.032064100830919214,0.01794661576342252,0.04008754365689431,0.015722513982715708,0.05223771739854581,0.8888888888888888,0.8333333333333334,True,True,True,True,True,True,True
175,7Networks_RH_Cont_PFCl_6,0.03107427537906915,0.03422582095178465,0.01954903827960758,0.04336920130234728,0.012350084415973267,0.05944589129519752,0.9444444444444444,0.7777777777777778,True,True,True,True,True,True,True
176,7Networks_RH_Cont_PFCl_7,0.05518121399735618,0.0650964297561182,0.039930943446557246,0.07033059090673406,0.04458993861141305,0.08513745240763657,1.0,0.9444444444444444,True,True,True,True,True,True,True
177,7Networks_RH_Cont_pCun_1,0.14319132433997261,-0.021698789929764137,0.10946655095451407,0.1843815192994144,-0.04210953894588682,0.0003054287245807533,1.0,0.6666666666666666,True,False,True,False,True,False,False
178,7Networks_RH_Cont_Cing_1,0.0617055540982013,0.023917612477412656,0.04126220277264817,0.08833146326974707,0.00854988506212572,0.03992908612385184,1.0,0.6666666666666666,True,True,True,False,True,False,False
179,7Networks_RH_Cont_Cing_2,0.02868986688554287,0.03196942411725306,0.01932019902031041,0.03931722605549213,0.017426088368584815,0.04950052855322913,1.0,0.8888888888888888,True,True,True,True,True,True,True
180,7Networks_RH_Cont_PFCmp_1,0.025809958499545853,0.042069545002757676,0.015066224240258129,0.03594651569534714,0.026330491694453586,0.062454323103884234,0.7777777777777778,0.8888888888888888,True,True,True,True,True,True,True
181,7Networks_RH_Cont_PFCmp_2,0.04507401316530175,0.04690735937199659,0.02547176458950465,0.0673669508567804,0.034069481256624894,0.0604188696752923,0.8888888888888888,1.0,True,True,True,True,True,True,True
182,7Networks_RH_Default_Par_1,0.12308741774823931,0.006870507767113547,0.09999196850177315,0.14871702436357737,-0.013286898208187065,0.031279400685000125,1.0,0.4444444444444444,True,False,True,False,True,False,False
183,7Networks_RH_Default_Par_2,0.06571576110501257,0.02399513594961415,0.04503633373404025,0.08995254799956456,0.005527963590510707,0.0443533202387496,1.0,0.8333333333333334,True,True,True,True,True,True,True
184,7Networks_RH_Default_Par_3,0.06178959753985206,0.03281402935843087,0.03738339733358265,0.0871543449220351,0.013293120985811887,0.053166689640945855,0.8888888888888888,0.7222222222222222,True,True,True,False,True,False,False
185,7Networks_RH_Default_Temp_1,0.01087029628171068,0.022860949276946485,0.0018713216664360114,0.0214387653979227,0.010670915387325092,0.039972510490204304,0.7222222222222222,0.8888888888888888,True,True,False,True,False,True,False
186,7Networks_RH_Default_Temp_2,0.022796135240544874,0.03503941008562429,0.014932172527510881,0.03067629902701204,0.018608463300430835,0.0572688547674463,0.9444444444444444,0.9444444444444444,True,True,True,True,True,True,True
187,7Networks_RH_Default_Temp_3,0.03519331431016326,0.044044791287483856,0.02532879787225587,0.04532770555039557,0.021394865407233333,0.07307437636611412,0.9444444444444444,0.8888888888888888,True,True,True,True,True,True,True
188,7Networks_RH_Default_Temp_4,0.04112513870414761,0.06381659326143563,0.027475356778854296,0.05512150721624493,0.03943556798233961,0.09336775250202561,0.9444444444444444,0.8888888888888888,True,True,True,True,True,True,True
189,7Networks_RH_Default_Temp_5,0.04254037752333614,0.05550970966255085,0.025748209703144516,0.06119878848678328,0.03452994998305156,0.08173945048377694,0.9444444444444444,1.0,True,True,True,True,True,True,True
190,7Networks_RH_Default_PFCv_1,0.026621548665894404,0.033539966576629214,0.012654391398084247,0.04541779496228422,0.026860441707281604,0.04038840498930464,0.8333333333333334,1.0,True,True,True,True,True,True,True
191,7Networks_RH_Default_PFCdPFCm_1,0.026493834538592234,0.013898664632708661,0.01740687506325129,0.0373622300543098,0.0015920006385486993,0.02777477279467146,0.9444444444444444,0.7777777777777778,True,True,True,True,True,True,True
192,7Networks_RH_Default_PFCdPFCm_2,0.027073730637008946,-0.001307888946030289,0.0063937944217792,0.056762993340897884,-0.012369384642160083,0.008606825004972046,0.7777777777777778,0.2222222222222222,True,False,True,False,True,False,False
193,7Networks_RH_Default_PFCdPFCm_3,0.020744019545317214,0.008373533556651738,0.002045238788842754,0.04819023733030513,0.00021721017417601418,0.016162108358306188,0.7777777777777778,0.6666666666666666,True,True,True,False,True,False,False
194,7Networks_RH_Default_PFCdPFCm_4,0.0163031996279541,0.01905246866064974,0.003645865948379247,0.03010440571168954,0.006706537140901977,0.032888293110105826,0.7222222222222222,0.8333333333333334,True,True,False,True,False,True,False
195,7Networks_RH_Default_PFCdPFCm_5,0.028792652699242655,0.02023585489951074,0.01291810068562174,0.04564872197976607,0.0048146032893176495,0.0375792750021598,0.7777777777777778,0.7222222222222222,True,True,True,False,True,False,False
196,7Networks_RH_Default_PFCdPFCm_6,0.05122687742631468,0.024373321561142802,0.03642026476995347,0.06586669750330554,0.004104807693511249,0.04955601911771939,0.8888888888888888,0.7777777777777778,True,True,True,True,True,True,True
197,7Networks_RH_Default_PFCdPFCm_7,0.06132517977514201,0.0197552434530937,0.04292164182600876,0.08091232357676037,0.00540233381325379,0.03507027571839798,1.0,0.6666666666666666,True,True,True,False,True,False,False
198,7Networks_RH_Default_pCunPCC_1,0.12935359900196394,-0.015717419071329966,0.10226954656342666,0.15922272017018663,-0.04068290502246883,0.011198968127266395,1.0,0.6666666666666666,True,False,True,False,True,False,False
199,7Networks_RH_Default_pCunPCC_2,0.09277119901445177,0.004692999025185903,0.06418244072960483,0.12969227051362395,-0.013173963646921846,0.02317589347043798,1.0,0.4444444444444444,True,False,True,False,True,False,False
200,7Networks_RH_Default_pCunPCC_3,0.09955293561021487,0.019938717285792034,0.07394650061614812,0.1282018712359584,-0.004975623294659373,0.049466815160121774,1.0,0.6111111111111112,True,False,True,False,True,False,False
