ROI_ID,ROI_Name,pIPS_clean_Connectivity,LO_clean_Connectivity,pIPS_CI_Lower,pIPS_CI_Upper,LO_CI_Lower,LO_CI_Upper,Dorsal_Significant,Ventral_Significant,Significant_Both,Significant_Dorsal_Only,Significant_Ventral_Only,Significant_Neither
124,7Networks_RH_SomMot_9,0.06270981104009682,0.04740861407481134,0.04840405359864235,0.07796673785584667,0.023427756340889675,0.07554776874215652,True,True,True,False,False,False
125,7Networks_RH_SomMot_10,0.06323538989656502,0.04516517583073841,0.05261476774337805,0.07385764272573092,0.019600788813032625,0.07743467528812792,True,True,True,False,False,False
126,7Networks_RH_SomMot_11,0.05829724007182651,0.03844933804228074,0.0447305582722442,0.07275784154319101,0.013932637931106407,0.06830164842669748,True,True,True,False,False,False
127,7Networks_RH_SomMot_12,0.07963557458586162,0.04476845830989381,0.06517511369246574,0.09469674186160167,0.018594296920087395,0.07471105151732141,True,True,True,False,False,False
128,7Networks_RH_SomMot_13,0.10638914008935292,0.043024007567308016,0.08908596898739538,0.12300957423220905,0.01920487475775493,0.06868505802768696,True,True,True,False,False,False
129,7Networks_RH_SomMot_14,0.08105000522401598,0.03998906077403161,0.0624851379233102,0.10039049013931718,0.019814379814650035,0.060364833234861075,True,True,True,False,False,False
130,7Networks_RH_SomMot_15,0.09898314190407594,0.037753456013484135,0.07835760289906628,0.12007097877665526,0.015048672123036037,0.06092789175583877,True,True,True,False,False,False
131,7Networks_RH_SomMot_16,0.06239706764204635,0.025472421613004472,0.04689604094665911,0.08183396664292862,0.012567735691037443,0.0393740223086853,True,True,True,False,False,False
132,7Networks_RH_SomMot_17,0.07878712274962002,0.021393335501973827,0.0629467013809416,0.09402614124636682,0.0025680605089291935,0.04056538858373338,True,True,True,False,False,False
133,7Networks_RH_SomMot_18,0.06988177251898581,0.037664642344073705,0.05190855181362066,0.0895245754936089,0.0211093542625248,0.05462277983008081,True,True,True,False,False,False
134,7Networks_RH_SomMot_19,0.08114877343177795,0.03613969594395409,0.06255994906338552,0.10107284828296138,0.017835412540201406,0.05534698986124972,True,True,True,False,False,False
135,7Networks_RH_DorsAttn_Post_1,0.05170801095664501,0.0991799874852101,0.03964567728237146,0.06320123462937771,0.07455365463780861,0.12791299725261826,True,True,True,False,False,False
136,7Networks_RH_DorsAttn_Post_2,0.09193249729772408,0.07330557959438819,0.07681909664534033,0.10764103084802627,0.048837372193035355,0.09813983747784125,True,True,True,False,False,False
137,7Networks_RH_DorsAttn_Post_3,0.060779869452946715,0.03035903252182632,0.04661601055930886,0.07461340146449705,0.007241719245373841,0.056979005992454604,True,True,True,False,False,False
138,7Networks_RH_DorsAttn_Post_4,0.0675363266426656,0.06416376850878198,0.04856065584139692,0.087222672577223,0.03219156860658485,0.10024473168240446,True,True,True,False,False,False
139,7Networks_RH_DorsAttn_Post_5,0.076283593248162,0.06349396493492855,0.06076144785620272,0.09226833397470828,0.0348338429751392,0.10107894169891046,True,True,True,False,False,False
140,7Networks_RH_DorsAttn_Post_6,0.11311432015564707,0.02718353241087041,0.08768058980090751,0.14153021102150282,0.002993560464690544,0.0530758671591886,True,True,True,False,False,False
141,7Networks_RH_DorsAttn_Post_7,0.08730820938944817,0.12551146186888218,0.06625303551037279,0.10796626121995764,0.08840719110901571,0.16649067442501997,True,True,True,False,False,False
142,7Networks_RH_DorsAttn_Post_8,0.126791356338395,0.0833225679428627,0.10463308416720893,0.14854951872386865,0.05915034413467058,0.10824640314870825,True,True,True,False,False,False
143,7Networks_RH_DorsAttn_Post_9,0.12519181643923125,0.010576740579886569,0.10481214278067151,0.14704860462289718,-0.016320014239237127,0.042734037088747616,True,False,False,True,False,False
144,7Networks_RH_DorsAttn_Post_10,0.1075932706395785,0.01816512242011312,0.09009697447634406,0.12550270462201701,0.0010362203507813521,0.03712487517623231,True,True,True,False,False,False
145,7Networks_RH_DorsAttn_FEF_1,0.07406785763386223,0.04991936921659443,0.06013104304309107,0.08819351315808793,0.028673861476515107,0.07676800619875494,True,True,True,False,False,False
146,7Networks_RH_DorsAttn_FEF_2,0.08400736249879831,0.03928371694766813,0.06450922207764558,0.10550585161480638,0.02259782213303778,0.05705561108059353,True,True,True,False,False,False
147,7Networks_RH_DorsAttn_PrCv_1,0.04356820764951408,0.0451606078293278,0.028073467364043203,0.06278880203349722,0.031475064879891254,0.059151732923378914,True,True,True,False,False,False
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.06764161487808451,0.051438350586168885,0.048945122521642286,0.08850385132245715,0.025660838341799618,0.07828991317461866,True,True,True,False,False,False
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.0611738338549104,0.041156658637596086,0.040178033929421667,0.08641515764563033,0.020298258537109683,0.06443038992211869,True,True,True,False,False,False
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.06357553166647752,0.028888142253789637,0.04503224285371188,0.08613854663239583,0.010547607406301217,0.05018121132678869,True,True,True,False,False,False
151,7Networks_RH_SalVentAttn_PrC_1,0.05225840086738268,0.060600151773542166,0.03830413183119769,0.06632277667781131,0.038760661983138156,0.08767878472313491,True,True,True,False,False,False
152,7Networks_RH_SalVentAttn_FrOperIns_1,0.01917865497267081,0.023787660770014755,0.011363383279078536,0.02720334148551854,0.006515637120335467,0.049353890883503435,True,True,True,False,False,False
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.03561459492064185,0.019204131508659985,0.024493811602911187,0.04786726149743319,0.002129803654194499,0.04107237855205312,True,True,True,False,False,False
154,7Networks_RH_SalVentAttn_FrOperIns_3,0.025014865923569433,0.04058781286908521,0.003608810630329471,0.056462348983364365,0.02533429790702131,0.05629132375405687,True,True,True,False,False,False
