ROI_ID,ROI_Name,pIPS_Mean,LO_Mean,pIPS_SE,LO_SE,Difference,Abs_Difference,t_statistic,p_value,Effect_Size,p_FDR,Significant_FDR
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.037958663,0.029303556,0.009500918103320504,0.010663232204356768,0.008655107,0.008655107,2.268747789585187,0.03581860003419451,0.5347492,0.08844098773875186,False
91,7Networks_LH_Default_PFC_9,0.036695052,0.028161451,0.012445379243870533,0.011423672259085905,0.008533601,0.008533601,2.2542252507817486,0.03688074351053816,0.5313259,0.0888692614711763,False
93,7Networks_LH_Default_PFC_11,0.068036556,0.059547838,0.013131853607183847,0.011161562653785618,0.008488718,0.008488718,1.6415880456783847,0.11803138726144337,0.38692626,0.21857664307674696,False
191,7Networks_RH_Default_PFCdPFCm_1,0.030859254,0.022556694,0.008699708292123126,0.008547347309094958,0.00830256,0.00830256,4.832697356973309,0.0001335266792675756,1.139078,0.0012138789024325055,True
158,7Networks_RH_SalVentAttn_Med_3,0.075561486,0.06733621,0.013198052328392069,0.0075160837375078,0.008225277,0.008225277,1.0234294008938112,0.3196633602692599,0.2412243,0.4880356645332212,False
189,7Networks_RH_Default_Temp_5,0.056606274,0.06474652,0.01323747517189297,0.013490127328654821,-0.008140247,0.008140247,-1.5543149808941008,0.13751549130722113,-0.3663561,0.24777566001301102,False
122,7Networks_RH_SomMot_7,0.059975266,0.052170735,0.008854757118604518,0.008564029031309105,0.0078045316,0.0078045316,2.115918617723779,0.04855027164348084,0.49872705,0.11160981987007089,False
61,7Networks_LH_Cont_Par_1,0.05078986,0.043016776,0.010939027163302995,0.014599869946594679,0.0077730827,0.0077730827,1.0925921515231045,0.28898095171881755,0.25752658,0.4586999233632025,False
123,7Networks_RH_SomMot_8,0.058066774,0.05031604,0.009936715383391968,0.015743516996214305,0.0077507347,0.0077507347,0.7702076842446824,0.45116774165675055,0.18153967,0.6138336621180279,False
62,7Networks_LH_Cont_Par_2,0.09872188,0.09097354,0.013515687907986788,0.014114983842273198,0.0077483356,0.0077483356,0.8788528763868338,0.3910625280541309,0.2071477,0.5750919530207806,False
125,7Networks_RH_SomMot_10,0.07187813,0.06421969,0.010887975230495886,0.012817053723798284,0.007658437,0.007658437,1.0348693715974158,0.3144340765314548,0.24392107,0.483744733125315,False
106,7Networks_RH_Vis_6,0.05719899,0.0648363,0.008072104110236986,0.010883402905384676,-0.007637311,0.007637311,-0.9285169684681513,0.3654243326181611,-0.21885361,0.5454094516688971,False
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.072038636,0.06452234,0.013761613191673813,0.0101408667083667,0.0075162947,0.0075162947,1.0994761405460893,0.2860486985037253,0.25914866,0.45767791760596044,False
65,7Networks_LH_Cont_OFC_1,0.038869176,0.031416625,0.012012758661451099,0.010392852245766544,0.0074525513,0.0074525513,2.0511753390608742,0.0550949398034843,0.4834663,0.12108777978787759,False
180,7Networks_RH_Cont_PFCmp_1,0.041696187,0.048955828,0.008249148811744017,0.009702290138339788,-0.007259641,0.007259641,-1.601515013888115,0.1266665118951023,-0.377481,0.23152711522483987,False
66,7Networks_LH_Cont_PFCl_1,0.029106874,0.022070495,0.008160617487268321,0.0049188620587070995,0.0070363786,0.0070363786,1.7286904763038924,0.10097859634594522,0.4074564,0.1999576165266242,False
51,7Networks_LH_SalVentAttn_PFCl_1,0.0459588,0.03914689,0.008538586392325801,0.012385548446849902,0.0068119094,0.0068119094,1.0454857495369319,0.3096361179152224,0.24642321,0.4833699831724601,False
176,7Networks_RH_Cont_PFCl_7,0.07549624,0.08226123,0.011146509021167145,0.010408402424345691,-0.0067649856,0.0067649856,-1.239978812848597,0.23090543659383023,-0.292266,0.39471014802364146,False
34,7Networks_LH_DorsAttn_Post_4,0.08389748,0.07728172,0.011101216508719742,0.013893435461230473,0.006615758,0.006615758,0.6978439319595635,0.4941915936447705,0.16448368,0.6502520969010138,False
32,7Networks_LH_DorsAttn_Post_2,0.10698289,0.11352184,0.012279675617919714,0.014490968272768393,-0.00653895,0.00653895,-0.6393171841081841,0.5306693840856074,-0.1506886,0.6803453642123172,False
168,7Networks_RH_Cont_Temp_1,0.056947984,0.06343443,0.005740140531261748,0.007175627555087008,-0.0064864457,0.0064864457,-1.0734244154844945,0.2972610809971393,-0.2530086,0.46812768660966825,False
142,7Networks_RH_DorsAttn_Post_8,0.14554173,0.139195,0.011224337686321783,0.011201240180068415,0.0063467324,0.0063467324,0.5822206491936235,0.5676398944246249,0.13723065,0.7185315119299049,False
67,7Networks_LH_Cont_PFCl_2,0.04574938,0.039550714,0.012923889732242552,0.006883564519787163,0.006198667,0.006198667,0.800378771481834,0.4339286849769738,0.188651,0.6097882966892566,False
26,7Networks_LH_SomMot_12,0.08636835,0.08021635,0.015286293031495531,0.012828472571613398,0.006152004,0.006152004,1.1180826335036724,0.2782325278421272,0.26353487,0.4524106143774426,False
36,7Networks_LH_DorsAttn_Post_6,0.124433644,0.13053218,0.014934157335996276,0.015219743907802152,-0.006098531,0.006098531,-0.6482461030291733,0.5250097421218359,-0.15279298,0.6774319253184979,False
186,7Networks_RH_Default_Temp_2,0.03247531,0.038388975,0.005470154989127379,0.008102406233441287,-0.0059136637,0.0059136637,-1.1403608866944375,0.26908281124704214,-0.26878557,0.4411193627000691,False
75,7Networks_LH_Default_Temp_2,0.032292403,0.038189024,0.00575593641890061,0.00896899858444853,-0.0058966205,0.0058966205,-1.2402787106741053,0.23079713635035043,-0.29233685,0.39471014802364146,False
151,7Networks_RH_SalVentAttn_PrC_1,0.06788135,0.07377591,0.008728332756599707,0.009635672643429792,-0.0058945566,0.0058945566,-0.7820338815773649,0.444360875939776,-0.1843274,0.6129115530203807,False
1,7Networks_LH_Vis_1,0.10866587,0.10278472,0.01098183010882536,0.014007581207371222,0.0058811456,0.0058811456,0.5547179573254856,0.5859151472986899,0.13074793,0.7323939341233623,False
124,7Networks_RH_SomMot_9,0.07640053,0.07100711,0.010320679589506481,0.011113017380707697,0.005393423,0.005393423,0.7887479860640145,0.4405248504366168,0.1859095,0.6118400700508567,False
63,7Networks_LH_Cont_Par_3,0.09073392,0.09599676,0.014272597444017905,0.016909254785922624,-0.005262837,0.005262837,-0.5031926319672528,0.6209305952261044,-0.11860366,0.7481091508748245,False
160,7Networks_RH_Limbic_OFC_2,0.02648901,0.03159072,0.00644304620720835,0.01051366504016758,-0.0051017087,0.0051017087,-0.9138233688178085,0.3728885899568366,-0.2153902,0.5524275406767949,False
