Subject1,Subject2,Dice
sub-067,sub-107,0.89169738757211
sub-068,sub-071,0.8879692453652328
sub-068,sub-083,0.8551445446067765
sub-068,sub-085,0.8444688455893063
sub-068,sub-087,0.8078445032743486
sub-068,sub-088,0.8769392015383682
sub-068,sub-093,0.8882311107694082
sub-068,sub-094,0.8751913055058871
sub-068,sub-095,0.8387146409733646
sub-068,sub-096,0.8260717651656208
sub-068,sub-097,0.8210023111488647
sub-068,sub-107,0.8750296770483698
sub-071,sub-083,0.8497954386304634
sub-071,sub-085,0.8403449200656384
sub-071,sub-087,0.7979008438569991
sub-071,sub-088,0.8687657646384752
sub-071,sub-093,0.8810867908845328
sub-071,sub-094,0.8755052260180886
sub-071,sub-095,0.8377540902330194
sub-071,sub-096,0.8220098840639876
sub-071,sub-097,0.8228187488828492
sub-071,sub-107,0.868336093629237
sub-083,sub-085,0.8246887404737505
sub-083,sub-087,0.7998874920510688
sub-083,sub-088,0.8446371594534893
sub-083,sub-093,0.8532418927484361
sub-083,sub-094,0.8409886379524935
sub-083,sub-095,0.8185143667697199
sub-083,sub-096,0.8078399109540978
sub-083,sub-097,0.7979433421165804
sub-083,sub-107,0.8426359726442727
sub-085,sub-087,0.78044104021249
sub-085,sub-088,0.8314930498998607
sub-085,sub-093,0.8493855516471195
sub-085,sub-094,0.8291533801389358
sub-085,sub-095,0.8248997682892827
sub-085,sub-096,0.8130665917117822
sub-085,sub-097,0.7942995906340133
sub-085,sub-107,0.8280941982484408
sub-087,sub-088,0.8060666051186386
sub-087,sub-093,0.8087213485094547
sub-087,sub-094,0.7960827529248506
sub-087,sub-095,0.7758827804430947
sub-087,sub-096,0.7616934766587888
sub-087,sub-097,0.7609949216812052
sub-087,sub-107,0.8018841492472263
sub-088,sub-093,0.8660707460945946
sub-088,sub-094,0.8581882350313278
sub-088,sub-095,0.8245211189608391
sub-088,sub-096,0.8121682780836305
sub-088,sub-097,0.8122002845345084
sub-088,sub-107,0.8608445105034573
sub-093,sub-094,0.875558197912538
sub-093,sub-095,0.8546368546733815
sub-093,sub-096,0.8432107957405256
sub-093,sub-097,0.8240643661393992
sub-093,sub-107,0.8684700754813142
sub-094,sub-095,0.8283656048692465
sub-094,sub-096,0.8175906986247021
