Comparison_Type,Dice
Within_ROI,0.8220098840639876
Within_ROI,0.8228187488828492
Within_ROI,0.868336093629237
Within_ROI,0.8459466302322239
Within_ROI,0.8246887404737505
Within_ROI,0.7998874920510688
Within_ROI,0.8446371594534893
Within_ROI,0.8532418927484361
Within_ROI,0.8409886379524935
Within_ROI,0.8185143667697199
Within_ROI,0.8078399109540978
Within_ROI,0.7979433421165804
Within_ROI,0.8426359726442727
Within_ROI,0.8376385633165853
Within_ROI,0.8000754801709291
Within_ROI,0.8618895071595145
Within_ROI,0.8726034242432212
Within_ROI,0.8663393637769857
Within_ROI,0.8341721632508768
Within_ROI,0.8190364082890728
Within_ROI,0.8125989736921541
Within_ROI,0.8587562787660296
Within_ROI,0.78044104021249
Within_ROI,0.8314930498998607
Within_ROI,0.8493855516471195
Within_ROI,0.8291533801389358
Within_ROI,0.8248997682892827
Within_ROI,0.8130665917117822
Within_ROI,0.7942995906340133
Within_ROI,0.8280941982484408
Within_ROI,0.8060666051186386
Within_ROI,0.8087213485094547
Within_ROI,0.7960827529248506
Within_ROI,0.7758827804430947
Within_ROI,0.7616934766587888
Within_ROI,0.7609949216812052
Within_ROI,0.8018841492472263
Within_ROI,0.8660707460945946
Within_ROI,0.8581882350313278
Within_ROI,0.8245211189608391
Within_ROI,0.8121682780836305
Within_ROI,0.8122002845345084
Within_ROI,0.8608445105034573
Within_ROI,0.875558197912538
Within_ROI,0.8546368546733815
Within_ROI,0.8432107957405256
Within_ROI,0.8240643661393992
Within_ROI,0.8684700754813142
Within_ROI,0.8283656048692465
Within_ROI,0.8175906986247021
Within_ROI,0.8168080012321076
Within_ROI,0.8568693455818573
Within_ROI,0.8336227616650322
Within_ROI,0.7811448301279253
Within_ROI,0.8301095826532991
Within_ROI,0.7836913448426369
Within_ROI,0.8116038189663957
Within_ROI,0.8086013696270536
Within_ROI,0.6308477356255505
Within_ROI,0.6488513624650474
Within_ROI,0.6414528575179786
Within_ROI,0.6334987118145012
Within_ROI,0.6409787585856016
Within_ROI,0.6345242878891637
Within_ROI,0.6271575659899961
Within_ROI,0.6351788269798175
Within_ROI,0.6347168227730794
Within_ROI,0.6260992039191672
Within_ROI,0.6267277181674069
Within_ROI,0.6316963523587321
Within_ROI,0.6387589485379952
Within_ROI,0.6336268526327563
Within_ROI,0.6380296042972866
Within_ROI,0.6249341429458632
Within_ROI,0.5845956507078014
Within_ROI,0.61479774249878
Within_ROI,0.8238092820851235
Within_ROI,0.8042669441914921
Within_ROI,0.79889476507634
Within_ROI,0.8275970313235723
Within_ROI,0.8022227488151659
Within_ROI,0.8029625613207657
Within_ROI,0.7902531992866522
Within_ROI,0.8003429215360554
Within_ROI,0.7784187807112096
Within_ROI,0.7475088920386168
Within_ROI,0.8038059960864038
Within_ROI,0.8122248708499266
Within_ROI,0.7880739158845046
Within_ROI,0.7927816613621285
Within_ROI,0.784998714385415
Within_ROI,0.719326327135543
Within_ROI,0.7617736607674777
Within_ROI,0.8795749833636969
Within_ROI,0.854230276099678
Within_ROI,0.9128047514225194
Within_ROI,0.8728794667249481
Within_ROI,0.8888035337046284
Within_ROI,0.8524357431619367
Within_ROI,0.8641914036476148
Within_ROI,0.8227335617646786
Within_ROI,0.7696053531308
Within_ROI,0.8753709198813057
Within_ROI,0.8861332828622335
Within_ROI,0.8482701384211119
Within_ROI,0.8751134989569169
Within_ROI,0.8554610679972517
Within_ROI,0.7517029386450265
Within_ROI,0.8245649529895747
Within_ROI,0.829059513366268
Within_ROI,0.8875228005801274
Within_ROI,0.8487160497694326
Within_ROI,0.8650748430923072
Within_ROI,0.8343995364267459
Within_ROI,0.8362457264419036
Within_ROI,0.8040794468707977
Within_ROI,0.7556979574850015
Within_ROI,0.8483938743637854
Within_ROI,0.8617066761679953
Within_ROI,0.8208630245447348
Within_ROI,0.8574422196368189
Within_ROI,0.8373712803422985
Within_ROI,0.7361561050497297
Within_ROI,0.8045741317399535
Within_ROI,0.8542699694337018
Within_ROI,0.8310040587888389
Within_ROI,0.831929321784844
Within_ROI,0.8089371755639484
Within_ROI,0.8238710793057461
Within_ROI,0.802620257440047
Within_ROI,0.7558082352175893
Within_ROI,0.8302479388759701
Within_ROI,0.8315175115186162
Within_ROI,0.809624666318548
Within_ROI,0.8135678285892526
Within_ROI,0.7950998185117968
Within_ROI,0.7235900863707257
Within_ROI,0.7854298812417254
Within_ROI,0.8949092409591914
Within_ROI,0.9061360996094694
Within_ROI,0.858550887234257
Within_ROI,0.8710986253593157
Within_ROI,0.8228121616744858
Within_ROI,0.7719462845553882
Within_ROI,0.8839050019221734
Within_ROI,0.8934644743946725
Within_ROI,0.8471377853445137
Within_ROI,0.8787052238323616
Within_ROI,0.8659068456181779
Within_ROI,0.7574741321324473
Within_ROI,0.8304613347732864
Within_ROI,0.8560291485723261
Within_ROI,0.8281109785092466
Within_ROI,0.8449320046247867
Within_ROI,0.8014641009132747
Within_ROI,0.7593886748089609
Within_ROI,0.850019134232267
Within_ROI,0.8629122748312977
Within_ROI,0.8227667304872953
Within_ROI,0.8358703357022119
Within_ROI,0.8235438279297421
Within_ROI,0.7331451008966341
Within_ROI,0.8015154664048522
Within_ROI,0.8346472863352691
Within_ROI,0.8486526251457157
Within_ROI,0.8055206082169489
Within_ROI,0.7432883040110506
Within_ROI,0.8560751650177848
Within_ROI,0.8655900719589209
Within_ROI,0.8286902499906859
Within_ROI,0.8586828092595706
Within_ROI,0.8412295788719736
Within_ROI,0.7374834529540373
Within_ROI,0.8053711512638696
Within_ROI,0.8193533714892165
Within_ROI,0.7885134102261913
Within_ROI,0.7543546481673268
Within_ROI,0.8259712019626155
Within_ROI,0.8356444667438451
Within_ROI,0.8023494444837591
Within_ROI,0.8264879165415792
Within_ROI,0.8116311670571266
Within_ROI,0.714228042949417
Within_ROI,0.7798277314349373
Within_ROI,0.7979937720897718
Within_ROI,0.7514761165629302
Within_ROI,0.8349670265861111
Within_ROI,0.8462780031550279
Within_ROI,0.8122291871804983
Within_ROI,0.8304288359369911
Within_ROI,0.8191305706917498
Within_ROI,0.7251046720621694
Within_ROI,0.7902775158984556
Within_ROI,0.7314301104228387
Within_ROI,0.7967152480332691
Within_ROI,0.811010489004458
Within_ROI,0.7871128057923825
Within_ROI,0.7894988944422134
Within_ROI,0.782959320738906
Within_ROI,0.725122805113035
Within_ROI,0.765130885509314
Within_ROI,0.7587792810985461
Within_ROI,0.7610699516497795
Within_ROI,0.7470047641493104
Within_ROI,0.7525925699215981
Within_ROI,0.7338724570881595
Within_ROI,0.671196419210452
Within_ROI,0.7207776611334055
Within_ROI,0.8508678186800015
Within_ROI,0.8186369489893445
Within_ROI,0.836212365309224
Within_ROI,0.825072283700461
Within_ROI,0.7320519665420894
Within_ROI,0.7969214597867484
Within_ROI,0.8326810773733738
Within_ROI,0.856886388662155
Within_ROI,0.8427756304067734
Within_ROI,0.7428247876690783
Within_ROI,0.8046043124429572
Within_ROI,0.8125408605317797
Within_ROI,0.7989598680808297
Within_ROI,0.7303794377527282
Within_ROI,0.7825645635333448
Within_ROI,0.8397836428559706
Within_ROI,0.7202223752222211
Within_ROI,0.785384852149593
Within_ROI,0.731893685095946
Within_ROI,0.7791852477394057
Within_ROI,0.7055915282676624
