Comparison_Type,Dice
Between_ROI,0.7674455995593915
Between_ROI,0.899425918673404
Between_ROI,0.9702415817218755
Between_ROI,0.9560665247389702
Between_ROI,0.87882524063566
Between_ROI,0.9832330632510148
Between_ROI,0.9223561901609068
Between_ROI,0.9687855576529878
Between_ROI,0.9506661882324058
Between_ROI,0.9378697615445705
Between_ROI,0.8597204693123919
Between_ROI,0.9085664496506638
Between_ROI,0.9604717255577685
Between_ROI,0.9522793362048232
Between_ROI,0.8893559809880891
Between_ROI,0.9449348008559235
Between_ROI,0.9090432734333489
Between_ROI,0.868616087341087
Between_ROI,0.8694771344886736
Within_ROI,0.7247629298492336
Within_ROI,0.7484888043464747
Within_ROI,0.7361118580263512
Within_ROI,0.7157954506257844
Within_ROI,0.7390328873003899
Within_ROI,0.7298391047138174
Within_ROI,0.7245818296897092
Within_ROI,0.7271640204610377
Within_ROI,0.7297769075774763
Within_ROI,0.7156721029581665
Within_ROI,0.708162607098285
Within_ROI,0.7247306780697026
Within_ROI,0.7350604280191178
Within_ROI,0.7238828903438183
Within_ROI,0.7249127423370918
Within_ROI,0.711672553500935
Within_ROI,0.7025193851029079
Within_ROI,0.7291081250941427
Within_ROI,0.874126056558489
Within_ROI,0.8557618098029506
Within_ROI,0.8334690572478871
Within_ROI,0.8768457309115804
Within_ROI,0.8575094756790903
Within_ROI,0.8588152876157857
Within_ROI,0.8337786540871231
Within_ROI,0.8557790857711792
Within_ROI,0.8280012743919314
Within_ROI,0.7962807444302868
Within_ROI,0.8469987790426258
Within_ROI,0.8614601101310378
Within_ROI,0.8514512189877343
Within_ROI,0.8149073867440304
Within_ROI,0.8067450823077694
Within_ROI,0.8115037253664977
Within_ROI,0.848672192705358
Within_ROI,0.8947271834923074
Within_ROI,0.865650452066054
Within_ROI,0.9234478601567209
Within_ROI,0.901049934904036
Within_ROI,0.9008704977647082
Within_ROI,0.8699335475069313
Within_ROI,0.8901999556276426
Within_ROI,0.8574829289957253
Within_ROI,0.8177087646652864
Within_ROI,0.8893119939553693
Within_ROI,0.9010020684997343
Within_ROI,0.8915923889404631
Within_ROI,0.8587142469580347
Within_ROI,0.8453599325909226
Within_ROI,0.8377697737046049
Within_ROI,0.8864675111023794
Within_ROI,0.8516077518540572
Within_ROI,0.8981759214915266
Within_ROI,0.8830308901087074
Within_ROI,0.876774800290645
Within_ROI,0.8530680458004923
Within_ROI,0.8673061073880372
Within_ROI,0.8426941446011103
Within_ROI,0.8049736425312626
Within_ROI,0.8679650725014201
Within_ROI,0.8790608115001964
Within_ROI,0.865358188643725
Within_ROI,0.8419882074222788
Within_ROI,0.8270681265206813
Within_ROI,0.8199252034837615
Within_ROI,0.8701870796134825
Within_ROI,0.8630132246987899
Within_ROI,0.8529079127692697
Within_ROI,0.8529221940123639
Within_ROI,0.8248714997367085
Within_ROI,0.8424078819978359
Within_ROI,0.8289953816872017
Within_ROI,0.785531798486647
Within_ROI,0.841176604099049
Within_ROI,0.847355411647597
Within_ROI,0.8344218350467792
Within_ROI,0.8166889690136024
Within_ROI,0.7943030021844614
Within_ROI,0.7863724050218418
Within_ROI,0.8405817620475393
Within_ROI,0.9176125673501963
Within_ROI,0.909379208934934
Within_ROI,0.8705104501781747
Within_ROI,0.8978988719501207
Within_ROI,0.854663139429977
Within_ROI,0.8211812387763318
Within_ROI,0.895299948871151
Within_ROI,0.9036348742832488
Within_ROI,0.8934349597391618
Within_ROI,0.852773250826429
Within_ROI,0.8393661713200584
Within_ROI,0.8433624051276745
Within_ROI,0.89169738757211
Within_ROI,0.8879692453652328
Within_ROI,0.8551445446067765
Within_ROI,0.8801646337355734
Within_ROI,0.8444688455893063
Within_ROI,0.8078445032743486
Within_ROI,0.8769392015383682
Within_ROI,0.8882311107694082
Within_ROI,0.8751913055058871
Within_ROI,0.8387146409733646
Within_ROI,0.8260717651656208
Within_ROI,0.8210023111488647
Within_ROI,0.8750296770483698
Within_ROI,0.8497954386304634
Within_ROI,0.878078226271937
Within_ROI,0.8403449200656384
Within_ROI,0.7979008438569991
Within_ROI,0.8687657646384752
Within_ROI,0.8810867908845328
Within_ROI,0.8755052260180886
Within_ROI,0.8377540902330194
