ROI,Dice
pIPS,0.7247629298492336
pIPS,0.7484888043464747
pIPS,0.7361118580263512
pIPS,0.7157954506257844
pIPS,0.7390328873003899
pIPS,0.7298391047138174
pIPS,0.7245818296897092
pIPS,0.7271640204610377
pIPS,0.7297769075774763
pIPS,0.7156721029581665
pIPS,0.708162607098285
pIPS,0.7247306780697026
pIPS,0.7350604280191178
pIPS,0.7238828903438183
pIPS,0.7249127423370918
pIPS,0.711672553500935
pIPS,0.7025193851029079
pIPS,0.7291081250941427
pIPS,0.874126056558489
pIPS,0.8557618098029506
pIPS,0.8334690572478871
pIPS,0.8768457309115804
pIPS,0.8575094756790903
pIPS,0.8588152876157857
pIPS,0.8337786540871231
pIPS,0.8557790857711792
pIPS,0.8280012743919314
pIPS,0.7962807444302868
pIPS,0.8469987790426258
pIPS,0.8614601101310378
pIPS,0.8514512189877343
pIPS,0.8149073867440304
pIPS,0.8067450823077694
pIPS,0.8115037253664977
pIPS,0.848672192705358
pIPS,0.8947271834923074
pIPS,0.865650452066054
pIPS,0.9234478601567209
pIPS,0.901049934904036
pIPS,0.9008704977647082
pIPS,0.8699335475069313
pIPS,0.8901999556276426
pIPS,0.8574829289957253
pIPS,0.8177087646652864
pIPS,0.8893119939553693
pIPS,0.9010020684997343
pIPS,0.8915923889404631
pIPS,0.8587142469580347
pIPS,0.8453599325909226
pIPS,0.8377697737046049
pIPS,0.8864675111023794
pIPS,0.8516077518540572
pIPS,0.8981759214915266
pIPS,0.8830308901087074
pIPS,0.876774800290645
pIPS,0.8530680458004923
pIPS,0.8673061073880372
pIPS,0.8426941446011103
pIPS,0.8049736425312626
pIPS,0.8679650725014201
pIPS,0.8790608115001964
pIPS,0.865358188643725
pIPS,0.8419882074222788
pIPS,0.8270681265206813
pIPS,0.8199252034837615
pIPS,0.8701870796134825
pIPS,0.8630132246987899
pIPS,0.8529079127692697
pIPS,0.8529221940123639
pIPS,0.8248714997367085
pIPS,0.8424078819978359
pIPS,0.8289953816872017
pIPS,0.785531798486647
pIPS,0.841176604099049
pIPS,0.847355411647597
pIPS,0.8344218350467792
pIPS,0.8166889690136024
pIPS,0.7943030021844614
pIPS,0.7863724050218418
pIPS,0.8405817620475393
pIPS,0.9176125673501963
pIPS,0.909379208934934
pIPS,0.8705104501781747
pIPS,0.8978988719501207
pIPS,0.854663139429977
pIPS,0.8211812387763318
pIPS,0.895299948871151
pIPS,0.9036348742832488
pIPS,0.8934349597391618
pIPS,0.852773250826429
pIPS,0.8393661713200584
pIPS,0.8433624051276745
pIPS,0.89169738757211
pIPS,0.8879692453652328
pIPS,0.8551445446067765
pIPS,0.8801646337355734
pIPS,0.8444688455893063
pIPS,0.8078445032743486
pIPS,0.8769392015383682
pIPS,0.8882311107694082
pIPS,0.8751913055058871
pIPS,0.8387146409733646
pIPS,0.8260717651656208
pIPS,0.8210023111488647
pIPS,0.8750296770483698
pIPS,0.8497954386304634
pIPS,0.878078226271937
pIPS,0.8403449200656384
pIPS,0.7979008438569991
pIPS,0.8687657646384752
pIPS,0.8810867908845328
pIPS,0.8755052260180886
pIPS,0.8377540902330194
pIPS,0.8220098840639876
pIPS,0.8228187488828492
pIPS,0.868336093629237
pIPS,0.8459466302322239
pIPS,0.8246887404737505
pIPS,0.7998874920510688
pIPS,0.8446371594534893
pIPS,0.8532418927484361
pIPS,0.8409886379524935
pIPS,0.8185143667697199
pIPS,0.8078399109540978
pIPS,0.7979433421165804
pIPS,0.8426359726442727
pIPS,0.8376385633165853
pIPS,0.8000754801709291
pIPS,0.8618895071595145
pIPS,0.8726034242432212
pIPS,0.8663393637769857
pIPS,0.8341721632508768
pIPS,0.8190364082890728
pIPS,0.8125989736921541
pIPS,0.8587562787660296
pIPS,0.78044104021249
pIPS,0.8314930498998607
pIPS,0.8493855516471195
pIPS,0.8291533801389358
pIPS,0.8248997682892827
pIPS,0.8130665917117822
pIPS,0.7942995906340133
pIPS,0.8280941982484408
pIPS,0.8060666051186386
pIPS,0.8087213485094547
pIPS,0.7960827529248506
pIPS,0.7758827804430947
pIPS,0.7616934766587888
pIPS,0.7609949216812052
pIPS,0.8018841492472263
pIPS,0.8660707460945946
pIPS,0.8581882350313278
pIPS,0.8245211189608391
pIPS,0.8121682780836305
pIPS,0.8122002845345084
pIPS,0.8608445105034573
pIPS,0.875558197912538
pIPS,0.8546368546733815
pIPS,0.8432107957405256
pIPS,0.8240643661393992
pIPS,0.8684700754813142
pIPS,0.8283656048692465
pIPS,0.8175906986247021
pIPS,0.8168080012321076
pIPS,0.8568693455818573
pIPS,0.8336227616650322
pIPS,0.7811448301279253
pIPS,0.8301095826532991
pIPS,0.7836913448426369
pIPS,0.8116038189663957
pIPS,0.8086013696270536
