ROI,Subject1,Subject2,Dice
pIPS,sub-083_right,sub-096_left,0.8082200399773494
pIPS,sub-083_right,sub-096_right,0.7997759065598261
pIPS,sub-083_right,sub-097_left,0.7934211811104257
pIPS,sub-083_right,sub-097_right,0.7992691897022185
pIPS,sub-083_right,sub-107_left,0.8390897878525284
pIPS,sub-083_right,sub-107_right,0.8413591235249858
pIPS,sub-084_left,sub-085_left,0.8124855634481987
pIPS,sub-084_left,sub-085_right,0.8277354074729574
pIPS,sub-084_left,sub-087_left,0.8081887408408776
pIPS,sub-084_left,sub-087_right,0.7733017026218895
pIPS,sub-084_left,sub-088_left,0.8585290599532716
pIPS,sub-084_left,sub-088_right,0.8420127394351727
pIPS,sub-084_left,sub-093_left,0.8560644007155636
pIPS,sub-084_left,sub-093_right,0.8648813254128676
pIPS,sub-084_left,sub-094_left,0.8485920758684634
pIPS,sub-084_left,sub-094_right,0.852799357696466
pIPS,sub-084_left,sub-095_left,0.8199856337066215
pIPS,sub-084_left,sub-095_right,0.8212195564606417
pIPS,sub-084_left,sub-096_left,0.8073368905261488
pIPS,sub-084_left,sub-096_right,0.7987565216343547
pIPS,sub-084_left,sub-097_left,0.8000899344425247
pIPS,sub-084_left,sub-097_right,0.8028588473591504
pIPS,sub-084_left,sub-107_left,0.843508954227366
pIPS,sub-084_left,sub-107_right,0.8433185502719095
pIPS,sub-084_right,sub-085_left,0.808710874521813
pIPS,sub-084_right,sub-085_right,0.828703768489106
pIPS,sub-084_right,sub-087_left,0.8015354404428675
pIPS,sub-084_right,sub-087_right,0.7662522492642709
pIPS,sub-084_right,sub-088_left,0.8539013380622279
pIPS,sub-084_right,sub-088_right,0.8347520698004623
pIPS,sub-084_right,sub-093_left,0.8565113503272862
pIPS,sub-084_right,sub-093_right,0.8645748392899366
pIPS,sub-084_right,sub-094_left,0.8416121733279877
pIPS,sub-084_right,sub-094_right,0.8498879556299727
pIPS,sub-084_right,sub-095_left,0.8286473124569531
pIPS,sub-084_right,sub-095_right,0.8296303290685048
pIPS,sub-084_right,sub-096_left,0.8092345781292899
pIPS,sub-084_right,sub-096_right,0.801195222969907
pIPS,sub-084_right,sub-097_left,0.7951389135798957
pIPS,sub-084_right,sub-097_right,0.8001927082595327
pIPS,sub-084_right,sub-107_left,0.839860883535603
pIPS,sub-084_right,sub-107_right,0.8405264936654518
pIPS,sub-085_left,sub-087_left,0.7834772541610076
pIPS,sub-085_left,sub-087_right,0.7460267770519371
pIPS,sub-085_left,sub-088_left,0.8183398583146906
pIPS,sub-085_left,sub-088_right,0.8054827146821002
pIPS,sub-085_left,sub-093_left,0.8255724790528021
pIPS,sub-085_left,sub-093_right,0.8288818854921649
pIPS,sub-085_left,sub-094_left,0.8005483767184791
pIPS,sub-085_left,sub-094_right,0.8057067124777231
pIPS,sub-085_left,sub-095_left,0.8048959307188899
pIPS,sub-085_left,sub-095_right,0.8052712964513301
pIPS,sub-085_left,sub-096_left,0.7945972855684567
pIPS,sub-085_left,sub-096_right,0.782309359407288
pIPS,sub-085_left,sub-097_left,0.7683420502738727
pIPS,sub-085_left,sub-097_right,0.7752733149070556
pIPS,sub-085_left,sub-107_left,0.8024568692981664
pIPS,sub-085_left,sub-107_right,0.8076494933637791
pIPS,sub-085_right,sub-087_left,0.7864863806372021
pIPS,sub-085_right,sub-087_right,0.7507190674723926
pIPS,sub-085_right,sub-088_left,0.8330711318440289
pIPS,sub-085_right,sub-088_right,0.8158448219239343
pIPS,sub-085_right,sub-093_left,0.8477432507314225
pIPS,sub-085_right,sub-093_right,0.8509587155034521
pIPS,sub-085_right,sub-094_left,0.8193372396566942
pIPS,sub-085_right,sub-094_right,0.823383773394361
pIPS,sub-085_right,sub-095_left,0.8228613193439344
pIPS,sub-085_right,sub-095_right,0.8238875066771255
pIPS,sub-085_right,sub-096_left,0.8122937131630649
pIPS,sub-085_right,sub-096_right,0.8005434488326187
pIPS,sub-085_right,sub-097_left,0.7895056045658062
pIPS,sub-085_right,sub-097_right,0.7955735936988465
pIPS,sub-085_right,sub-107_left,0.8204950577908372
pIPS,sub-085_right,sub-107_right,0.8203324540468115
pIPS,sub-087_left,sub-088_left,0.8168560881454832
pIPS,sub-087_left,sub-088_right,0.808777098801096
pIPS,sub-087_left,sub-093_left,0.8161268152401594
pIPS,sub-087_left,sub-093_right,0.8218361157825826
pIPS,sub-087_left,sub-094_left,0.8007144100075405
pIPS,sub-087_left,sub-094_right,0.7990650064783746
pIPS,sub-087_left,sub-095_left,0.790352863080406
pIPS,sub-087_left,sub-095_right,0.7915317682639629
pIPS,sub-087_left,sub-096_left,0.7736511119212541
pIPS,sub-087_left,sub-096_right,0.7637469993859208
pIPS,sub-087_left,sub-097_left,0.7612877846687797
pIPS,sub-087_left,sub-097_right,0.7665770520426182
pIPS,sub-087_left,sub-107_left,0.803734292905609
pIPS,sub-087_left,sub-107_right,0.8128498441412927
pIPS,sub-087_right,sub-088_left,0.7840927488045156
pIPS,sub-087_right,sub-088_right,0.7796754277127195
pIPS,sub-087_right,sub-093_left,0.7807503431742165
pIPS,sub-087_right,sub-093_right,0.7876814149172376
pIPS,sub-087_right,sub-094_left,0.771072025840476
pIPS,sub-087_right,sub-094_right,0.7672380162269201
pIPS,sub-087_right,sub-095_left,0.746851266267712
pIPS,sub-087_right,sub-095_right,0.7475393562285565
pIPS,sub-087_right,sub-096_left,0.7341674183890915
pIPS,sub-087_right,sub-096_right,0.732094698190796
pIPS,sub-087_right,sub-097_left,0.7370796219102885
pIPS,sub-087_right,sub-097_right,0.7401368414855467
pIPS,sub-087_right,sub-107_left,0.7672947287674476
pIPS,sub-087_right,sub-107_right,0.7770770753475882
pIPS,sub-088_left,sub-093_left,0.8642728959921469
pIPS,sub-088_left,sub-093_right,0.8738209715129848
pIPS,sub-088_left,sub-094_left,0.8533479336496735
pIPS,sub-088_left,sub-094_right,0.8584386540691374
pIPS,sub-088_left,sub-095_left,0.8277068771554507
pIPS,sub-088_left,sub-095_right,0.8287545449511822
pIPS,sub-088_left,sub-096_left,0.8138054346547465
pIPS,sub-088_left,sub-096_right,0.8072352785846316
pIPS,sub-088_left,sub-097_left,0.811921919626415
pIPS,sub-088_left,sub-097_right,0.8155774974265232
pIPS,sub-088_left,sub-107_left,0.8578909071429528
pIPS,sub-088_left,sub-107_right,0.8595090051457976
pIPS,sub-088_right,sub-093_left,0.8469060037036705
pIPS,sub-088_right,sub-093_right,0.8548519519042322
pIPS,sub-088_right,sub-094_left,0.8355044400109534
pIPS,sub-088_right,sub-094_right,0.8364442700515118
pIPS,sub-088_right,sub-095_left,0.8107761778347298
pIPS,sub-088_right,sub-095_right,0.8125122291032619
pIPS,sub-088_right,sub-096_left,0.7981625560672928
pIPS,sub-088_right,sub-096_right,0.7906644909843356
pIPS,sub-088_right,sub-097_left,0.7950830149554744
pIPS,sub-088_right,sub-097_right,0.7971444137062482
pIPS,sub-088_right,sub-107_left,0.8389418529652413
pIPS,sub-088_right,sub-107_right,0.8431454380839656
pIPS,sub-093_left,sub-094_left,0.8612789316771866
pIPS,sub-093_left,sub-094_right,0.8633450716813843
pIPS,sub-093_left,sub-095_left,0.8526765025281345
pIPS,sub-093_left,sub-095_right,0.853757530867616
pIPS,sub-093_left,sub-096_left,0.8398131698765838
pIPS,sub-093_left,sub-096_right,0.828609763746849
pIPS,sub-093_left,sub-097_left,0.810088869531373
pIPS,sub-093_left,sub-097_right,0.81641547457185
pIPS,sub-093_left,sub-107_left,0.8542650299024237
pIPS,sub-093_left,sub-107_right,0.8572973045418704
pIPS,sub-093_right,sub-094_left,0.8669677341889521
pIPS,sub-093_right,sub-094_right,0.8710364536017006
pIPS,sub-093_right,sub-095_left,0.8507792972792256
pIPS,sub-093_right,sub-095_right,0.8514572498321403
pIPS,sub-093_right,sub-096_left,0.8389143232387454
pIPS,sub-093_right,sub-096_right,0.8298504130905404
pIPS,sub-093_right,sub-097_left,0.8202533728200065
pIPS,sub-093_right,sub-097_right,0.8256381881399812
pIPS,sub-093_right,sub-107_left,0.862663544298778
pIPS,sub-093_right,sub-107_right,0.8643957579725383
pIPS,sub-094_left,sub-095_left,0.8201564228831387
pIPS,sub-094_left,sub-095_right,0.819038566642112
pIPS,sub-094_left,sub-096_left,0.8068724056329286
pIPS,sub-094_left,sub-096_right,0.8027633733956057
pIPS,sub-094_left,sub-097_left,0.802408068891959
pIPS,sub-094_left,sub-097_right,0.8058233962838287
pIPS,sub-094_left,sub-107_left,0.8434373593260512
pIPS,sub-094_left,sub-107_right,0.8407817505733971
pIPS,sub-094_right,sub-095_left,0.8230883816812217
pIPS,sub-094_right,sub-095_right,0.8215305990273313
pIPS,sub-094_right,sub-096_left,0.8094481832357456
pIPS,sub-094_right,sub-096_right,0.8022663080512689
pIPS,sub-094_right,sub-097_left,0.8037912719395742
pIPS,sub-094_right,sub-097_right,0.8088204456403164
pIPS,sub-094_right,sub-107_left,0.8457735911780846
pIPS,sub-094_right,sub-107_right,0.8419666394015962
pIPS,sub-095_left,sub-096_left,0.8343298789731355
pIPS,sub-095_left,sub-096_right,0.8105478674119019
pIPS,sub-095_left,sub-097_left,0.7724502443472543
pIPS,sub-095_left,sub-097_right,0.7803393033711149
pIPS,sub-095_left,sub-107_left,0.8227815366675914
pIPS,sub-095_left,sub-107_right,0.8247640466354885
pIPS,sub-095_right,sub-096_left,0.8356638660478444
pIPS,sub-095_right,sub-096_right,0.8110173801190583
pIPS,sub-095_right,sub-097_left,0.771984253008835
pIPS,sub-095_right,sub-097_right,0.7799010407780242
pIPS,sub-095_right,sub-107_left,0.8212156432782936
pIPS,sub-095_right,sub-107_right,0.8240839274110767
pIPS,sub-096_left,sub-097_left,0.7711577133007756
pIPS,sub-096_left,sub-097_right,0.7782627304216267
pIPS,sub-096_left,sub-107_left,0.8039738087694538
pIPS,sub-096_left,sub-107_right,0.804741203314519
pIPS,sub-096_right,sub-097_left,0.7725264077674765
pIPS,sub-096_right,sub-097_right,0.779253103754433
pIPS,sub-096_right,sub-107_left,0.7966285161718648
pIPS,sub-096_right,sub-107_right,0.7951059589258721
pIPS,sub-097_left,sub-107_left,0.7986637907613511
pIPS,sub-097_left,sub-107_right,0.7941438598233135
pIPS,sub-097_right,sub-107_left,0.8031842276223743
pIPS,sub-097_right,sub-107_right,0.7999462981020619
LO,sub-025_left,sub-038_left,0.635318578337577
LO,sub-025_left,sub-038_right,0.6355246855182769
LO,sub-025_left,sub-057_left,0.6546003855794402
LO,sub-025_left,sub-057_right,0.6516786733722985
LO,sub-025_left,sub-059_left,0.6485356236492354
LO,sub-025_left,sub-059_right,0.6476478452920237
LO,sub-025_left,sub-064_left,0.6390046398912433
LO,sub-025_left,sub-064_right,0.6394018478172222
LO,sub-025_left,sub-067_left,0.6475174632619345
LO,sub-025_left,sub-067_right,0.6470451581565039
LO,sub-025_left,sub-068_left,0.6368320621823338
LO,sub-025_left,sub-068_right,0.6408195342552634
LO,sub-025_left,sub-071_left,0.6403540926921878
LO,sub-025_left,sub-071_right,0.6193386956720442
LO,sub-025_left,sub-083_left,0.6411589041822786
LO,sub-025_left,sub-083_right,0.6417833526960806
LO,sub-025_left,sub-084_left,0.6382176672409478
LO,sub-025_left,sub-084_right,0.6397391776852019
LO,sub-025_left,sub-085_left,0.6380019917689548
LO,sub-025_left,sub-085_right,0.6217779984325187
LO,sub-025_left,sub-087_left,0.6352263406379777
LO,sub-025_left,sub-087_right,0.6273290905088432
LO,sub-025_left,sub-088_left,0.6403630575405561
LO,sub-025_left,sub-088_right,0.6308103191904026
LO,sub-025_left,sub-093_left,0.6459602614635384
LO,sub-025_left,sub-093_right,0.6431554063010915
LO,sub-025_left,sub-094_left,0.632805968736691
LO,sub-025_left,sub-094_right,0.6449941500919272
LO,sub-025_left,sub-095_left,0.6466994426545092
LO,sub-025_left,sub-095_right,0.6420076985122525
LO,sub-025_left,sub-096_left,0.625852391128925
LO,sub-025_left,sub-096_right,0.6263358120193574
LO,sub-025_left,sub-097_left,0.5835960888700074
LO,sub-025_left,sub-097_right,0.5908574608422397
LO,sub-025_left,sub-107_left,0.6299452927684716
LO,sub-025_left,sub-107_right,0.6034863910109763
LO,sub-025_right,sub-038_left,0.6203279368779482
LO,sub-025_right,sub-038_right,0.6191251780951469
LO,sub-025_right,sub-057_left,0.6381268644115495
LO,sub-025_right,sub-057_right,0.6370147169199216
LO,sub-025_right,sub-059_left,0.6330374355270715
LO,sub-025_right,sub-059_right,0.6331494519230495
LO,sub-025_right,sub-064_left,0.6235314180062288
LO,sub-025_right,sub-064_right,0.6248787606314765
LO,sub-025_right,sub-067_left,0.6350534907510016
LO,sub-025_right,sub-067_right,0.634776597817355
LO,sub-025_right,sub-068_left,0.6225477311991495
LO,sub-025_right,sub-068_right,0.6277257437396451
LO,sub-025_right,sub-071_left,0.6261928147523068
LO,sub-025_right,sub-071_right,0.6046933755712085
LO,sub-025_right,sub-083_left,0.6268793009806086
LO,sub-025_right,sub-083_right,0.6275653947259846
LO,sub-025_right,sub-084_left,0.6259316233200968
LO,sub-025_right,sub-084_right,0.6282848032027558
LO,sub-025_right,sub-085_left,0.6217468026107583
LO,sub-025_right,sub-085_right,0.6075852470424495
LO,sub-025_right,sub-087_left,0.6209192039195279
LO,sub-025_right,sub-087_right,0.6147056668376422
LO,sub-025_right,sub-088_left,0.6259533701689011
LO,sub-025_right,sub-088_right,0.6185152501563295
LO,sub-025_right,sub-093_left,0.631728227185452
LO,sub-025_right,sub-093_right,0.6295655866158999
LO,sub-025_right,sub-094_left,0.6159633836850281
LO,sub-025_right,sub-094_right,0.6296504760932647
LO,sub-025_right,sub-095_left,0.6306699369755864
LO,sub-025_right,sub-095_right,0.6264044617440306
LO,sub-025_right,sub-096_left,0.6107590202098182
LO,sub-025_right,sub-096_right,0.6152657999742567
LO,sub-025_right,sub-097_left,0.573379321948347
LO,sub-025_right,sub-097_right,0.5784866744531748
LO,sub-025_right,sub-107_left,0.6173584632899041
LO,sub-025_right,sub-107_right,0.5884766704600878
LO,sub-038_left,sub-057_left,0.8087770324154431
LO,sub-038_left,sub-057_right,0.8244500622223858
LO,sub-038_left,sub-059_left,0.8011630052661711
LO,sub-038_left,sub-059_right,0.8018946054526859
LO,sub-038_left,sub-064_left,0.7898314871524068
LO,sub-038_left,sub-064_right,0.7969137382528249
LO,sub-038_left,sub-067_left,0.8287648524167099
LO,sub-038_left,sub-067_right,0.82809979290213
LO,sub-038_left,sub-068_left,0.7868315369310206
LO,sub-038_left,sub-068_right,0.8082630620730759
LO,sub-038_left,sub-071_left,0.8126076751419289
LO,sub-038_left,sub-071_right,0.7795873633317905
LO,sub-038_left,sub-083_left,0.7853473792040345
LO,sub-038_left,sub-083_right,0.7917011922285804
LO,sub-038_left,sub-084_left,0.792419962798571
LO,sub-038_left,sub-084_right,0.8019985338940545
LO,sub-038_left,sub-085_left,0.7806312507339108
LO,sub-038_left,sub-085_right,0.7522394999225086
LO,sub-038_left,sub-087_left,0.7510509976178272
LO,sub-038_left,sub-087_right,0.7393154795575884
LO,sub-038_left,sub-088_left,0.8032335798482924
LO,sub-038_left,sub-088_right,0.7924670761278332
LO,sub-038_left,sub-093_left,0.7998975097776639
LO,sub-038_left,sub-093_right,0.8134934973203691
LO,sub-038_left,sub-094_left,0.755232294602804
LO,sub-038_left,sub-094_right,0.8019376895106247
LO,sub-038_left,sub-095_left,0.7886190058543114
LO,sub-038_left,sub-095_right,0.7916004430958917
LO,sub-038_left,sub-096_left,0.7756185925754083
LO,sub-038_left,sub-096_right,0.7664876238994407
LO,sub-038_left,sub-097_left,0.7019813947171861
LO,sub-038_left,sub-097_right,0.714116914086837
LO,sub-038_left,sub-107_left,0.7723269004600108
LO,sub-038_left,sub-107_right,0.7210989301281204
LO,sub-038_right,sub-057_left,0.8087559841480776
LO,sub-038_right,sub-057_right,0.8195694788966619
LO,sub-038_right,sub-059_left,0.7945282725828225
LO,sub-038_right,sub-059_right,0.7978591835560754
LO,sub-038_right,sub-064_left,0.7882154647092263
LO,sub-038_right,sub-064_right,0.7920457512154514
LO,sub-038_right,sub-067_left,0.8191556481211373
LO,sub-038_right,sub-067_right,0.8182559456398641
LO,sub-038_right,sub-068_left,0.7795931253576432
LO,sub-038_right,sub-068_right,0.7992138109713808
LO,sub-038_right,sub-071_left,0.8031346029907624
LO,sub-038_right,sub-071_right,0.7739986530811979
LO,sub-038_right,sub-083_left,0.7779853949218118
LO,sub-038_right,sub-083_right,0.7856483339529867
LO,sub-038_right,sub-084_left,0.78548575150465
LO,sub-038_right,sub-084_right,0.7941225905617496
LO,sub-038_right,sub-085_left,0.7816547579973238
LO,sub-038_right,sub-085_right,0.7603255718004893
LO,sub-038_right,sub-087_left,0.7443791558797306
LO,sub-038_right,sub-087_right,0.7346419473920802
LO,sub-038_right,sub-088_left,0.7947206622192594
LO,sub-038_right,sub-088_right,0.7866850184454935
LO,sub-038_right,sub-093_left,0.7951064063587414
LO,sub-038_right,sub-093_right,0.8048560007909716
LO,sub-038_right,sub-094_left,0.759644229528317
LO,sub-038_right,sub-094_right,0.8015825750771274
LO,sub-038_right,sub-095_left,0.7840468635587015
LO,sub-038_right,sub-095_right,0.7830309163490051
LO,sub-038_right,sub-096_left,0.7693853784559526
LO,sub-038_right,sub-096_right,0.7676735815219465
LO,sub-038_right,sub-097_left,0.7109441965757489
LO,sub-038_right,sub-097_right,0.7218333862946879
LO,sub-038_right,sub-107_left,0.774108627031147
LO,sub-038_right,sub-107_right,0.7284082197415904
LO,sub-057_left,sub-059_left,0.8642747372815862
LO,sub-057_left,sub-059_right,0.8648443990102472
LO,sub-057_left,sub-064_left,0.8400790121175017
LO,sub-057_left,sub-064_right,0.8458996023289226
LO,sub-057_left,sub-067_left,0.8935242813078867
LO,sub-057_left,sub-067_right,0.8932020782755131
LO,sub-057_left,sub-068_left,0.8319636604004035
LO,sub-057_left,sub-068_right,0.8676277563878194
LO,sub-057_left,sub-071_left,0.8802662440846121
LO,sub-057_left,sub-071_right,0.8548330862786822
LO,sub-057_left,sub-083_left,0.83307508554458
LO,sub-057_left,sub-083_right,0.8421119935695723
LO,sub-057_left,sub-084_left,0.8404672488076861
LO,sub-057_left,sub-084_right,0.8544555932877833
LO,sub-057_left,sub-085_left,0.8258886938555138
LO,sub-057_left,sub-085_right,0.7957100213630905
LO,sub-057_left,sub-087_left,0.7652477724358577
LO,sub-057_left,sub-087_right,0.7506970353432022
LO,sub-057_left,sub-088_left,0.861294254220709
LO,sub-057_left,sub-088_right,0.8481330248173857
LO,sub-057_left,sub-093_left,0.8567660415325906
LO,sub-057_left,sub-093_right,0.8768756666542553
LO,sub-057_left,sub-094_left,0.8035434793175521
LO,sub-057_left,sub-094_right,0.864968323106578
LO,sub-057_left,sub-095_left,0.859623491144499
LO,sub-057_left,sub-095_right,0.8583370591662264
LO,sub-057_left,sub-096_left,0.8379529931513813
LO,sub-057_left,sub-096_right,0.8184715174679683
LO,sub-057_left,sub-097_left,0.7343677751415598
LO,sub-057_left,sub-097_right,0.7482061154586594
LO,sub-057_left,sub-107_left,0.8322217784259268
LO,sub-057_left,sub-107_right,0.7718149227860069
LO,sub-057_right,sub-059_left,0.8800020929487249
LO,sub-057_right,sub-059_right,0.8796349739392031
LO,sub-057_right,sub-064_left,0.8455701710649176
LO,sub-057_right,sub-064_right,0.8559940832380825
LO,sub-057_right,sub-067_left,0.9200106970274288
LO,sub-057_right,sub-067_right,0.9193261748756405
LO,sub-057_right,sub-068_left,0.8540798922800719
LO,sub-057_right,sub-068_right,0.8924601137244877
LO,sub-057_right,sub-071_left,0.9002049442807737
LO,sub-057_right,sub-071_right,0.8711635854663305
LO,sub-057_right,sub-083_left,0.8496323088650773
LO,sub-057_right,sub-083_right,0.859297034117618
LO,sub-057_right,sub-084_left,0.8584040992629193
LO,sub-057_right,sub-084_right,0.8730277419684084
LO,sub-057_right,sub-085_left,0.8318761776828245
LO,sub-057_right,sub-085_right,0.8015409158050222
LO,sub-057_right,sub-087_left,0.7777093655764886
LO,sub-057_right,sub-087_right,0.7636552945192192
LO,sub-057_right,sub-088_left,0.8776788643671122
LO,sub-057_right,sub-088_right,0.8615639421118361
LO,sub-057_right,sub-093_left,0.8670997124641137
LO,sub-057_right,sub-093_right,0.8948258137224118
LO,sub-057_right,sub-094_left,0.8083963120249803
LO,sub-057_right,sub-094_right,0.8774428736551969
LO,sub-057_right,sub-095_left,0.8718646358487379
LO,sub-057_right,sub-095_right,0.8744606588438653
LO,sub-057_right,sub-096_left,0.8543879015093647
LO,sub-057_right,sub-096_right,0.8345353960344625
LO,sub-057_right,sub-097_left,0.7420427553444181
LO,sub-057_right,sub-097_right,0.7514772468477646
LO,sub-057_right,sub-107_left,0.843289242606812
LO,sub-057_right,sub-107_right,0.7863075494228473
LO,sub-059_left,sub-064_left,0.8196354638714082
LO,sub-059_left,sub-064_right,0.8295063767254702
LO,sub-059_left,sub-067_left,0.8867807392036466
LO,sub-059_left,sub-067_right,0.8851469758429419
LO,sub-059_left,sub-068_left,0.8225810543699128
LO,sub-059_left,sub-068_right,0.8604166023489563
LO,sub-059_left,sub-071_left,0.8705944735498601
LO,sub-059_left,sub-071_right,0.8434283070517022
LO,sub-059_left,sub-083_left,0.8289268689687246
LO,sub-059_left,sub-083_right,0.8357864583813059
LO,sub-059_left,sub-084_left,0.8253111146221549
LO,sub-059_left,sub-084_right,0.8367513495768895
LO,sub-059_left,sub-085_left,0.813894225669193
LO,sub-059_left,sub-085_right,0.7790567561519076
LO,sub-059_left,sub-087_left,0.7618396050926469
LO,sub-059_left,sub-087_right,0.7456312153647613
LO,sub-059_left,sub-088_left,0.8487162955990808
LO,sub-059_left,sub-088_right,0.83268142495734
LO,sub-059_left,sub-093_left,0.8431349251685136
LO,sub-059_left,sub-093_right,0.8663477057110497
LO,sub-059_left,sub-094_left,0.7832856813578606
LO,sub-059_left,sub-094_right,0.8435595082300438
LO,sub-059_left,sub-095_left,0.8532255301654733
LO,sub-059_left,sub-095_right,0.8572762128539293
LO,sub-059_left,sub-096_left,0.8365544593215363
LO,sub-059_left,sub-096_right,0.8031477744807122
LO,sub-059_left,sub-097_left,0.7236227038688996
LO,sub-059_left,sub-097_right,0.7326658727114915
LO,sub-059_left,sub-107_left,0.8202517178549179
LO,sub-059_left,sub-107_right,0.7608409399207954
LO,sub-059_right,sub-064_left,0.8213090541980594
LO,sub-059_right,sub-064_right,0.8303170034144516
LO,sub-059_right,sub-067_left,0.8841644760826601
LO,sub-059_right,sub-067_right,0.8826759817569991
LO,sub-059_right,sub-068_left,0.8225994503511646
LO,sub-059_right,sub-068_right,0.8580697808649961
LO,sub-059_right,sub-071_left,0.8687969131787578
LO,sub-059_right,sub-071_right,0.8424340025202554
LO,sub-059_right,sub-083_left,0.8263290100032885
LO,sub-059_right,sub-083_right,0.8351605713823804
LO,sub-059_right,sub-084_left,0.8259391233217664
LO,sub-059_right,sub-084_right,0.83737839104638
LO,sub-059_right,sub-085_left,0.815920021564668
LO,sub-059_right,sub-085_right,0.7836584098135436
LO,sub-059_right,sub-087_left,0.7603605138173584
LO,sub-059_right,sub-087_right,0.7450894772517829
LO,sub-059_right,sub-088_left,0.8464626711665232
LO,sub-059_right,sub-088_right,0.8327846437264704
LO,sub-059_right,sub-093_left,0.8425447853716779
LO,sub-059_right,sub-093_right,0.8630053272753843
LO,sub-059_right,sub-094_left,0.786407790872439
LO,sub-059_right,sub-094_right,0.846544315047783
LO,sub-059_right,sub-095_left,0.8464759566046034
LO,sub-059_right,sub-095_right,0.8498610479972415
LO,sub-059_right,sub-096_left,0.8292295286954693
LO,sub-059_right,sub-096_right,0.8057167485397384
LO,sub-059_right,sub-097_left,0.7295899047170681
LO,sub-059_right,sub-097_right,0.7385637294734417
LO,sub-059_right,sub-107_left,0.8243366729700842
LO,sub-059_right,sub-107_right,0.7650089354479314
LO,sub-064_left,sub-067_left,0.8459583525613992
LO,sub-064_left,sub-067_right,0.8460817182233938
LO,sub-064_left,sub-068_left,0.8085696433721042
LO,sub-064_left,sub-068_right,0.8293171815765393
LO,sub-064_left,sub-071_left,0.8330159019455962
LO,sub-064_left,sub-071_right,0.8009454947317713
LO,sub-064_left,sub-083_left,0.7970615821988691
LO,sub-064_left,sub-083_right,0.8041714947856315
LO,sub-064_left,sub-084_left,0.8110698622805679
LO,sub-064_left,sub-084_right,0.8183158479519669
LO,sub-064_left,sub-085_left,0.8006333003899124
LO,sub-064_left,sub-085_right,0.7838687141968017
LO,sub-064_left,sub-087_left,0.7547382600795715
LO,sub-064_left,sub-087_right,0.7452209571057571
LO,sub-064_left,sub-088_left,0.8219167192724042
LO,sub-064_left,sub-088_right,0.8116388829988731
LO,sub-064_left,sub-093_left,0.8129356525298487
LO,sub-064_left,sub-093_right,0.8258619185178722
LO,sub-064_left,sub-094_left,0.775595523233027
LO,sub-064_left,sub-094_right,0.8204709800190295
LO,sub-064_left,sub-095_left,0.8024729535571901
LO,sub-064_left,sub-095_right,0.8046281697153628
LO,sub-064_left,sub-096_left,0.7786319617001741
LO,sub-064_left,sub-096_right,0.7761358880444177
LO,sub-064_left,sub-097_left,0.7114978114657842
LO,sub-064_left,sub-097_right,0.7228021463203486
LO,sub-064_left,sub-107_left,0.7941270550545858
LO,sub-064_left,sub-107_right,0.749690303982548
LO,sub-064_right,sub-067_left,0.8575322539428766
LO,sub-064_right,sub-067_right,0.8574841077827021
LO,sub-064_right,sub-068_left,0.8160085875641812
LO,sub-064_right,sub-068_right,0.8406544440287085
LO,sub-064_right,sub-071_left,0.8443952835586874
LO,sub-064_right,sub-071_right,0.8125834430346657
LO,sub-064_right,sub-083_left,0.8071903955627615
LO,sub-064_right,sub-083_right,0.8148882245135531
LO,sub-064_right,sub-084_left,0.8169899137343113
LO,sub-064_right,sub-084_right,0.8271389116370966
LO,sub-064_right,sub-085_left,0.8054659567853256
LO,sub-064_right,sub-085_right,0.7822949881961571
LO,sub-064_right,sub-087_left,0.7588026989273362
LO,sub-064_right,sub-087_right,0.7491357392401822
LO,sub-064_right,sub-088_left,0.8322670709834883
LO,sub-064_right,sub-088_right,0.8212392714600233
LO,sub-064_right,sub-093_left,0.8217623136864735
LO,sub-064_right,sub-093_right,0.8372203907037572
LO,sub-064_right,sub-094_left,0.7820603301081389
LO,sub-064_right,sub-094_right,0.8296994973598462
LO,sub-064_right,sub-095_left,0.8124709057652431
LO,sub-064_right,sub-095_right,0.8155765269416173
LO,sub-064_right,sub-096_left,0.7895730979976143
LO,sub-064_right,sub-096_right,0.7826361383413617
LO,sub-064_right,sub-097_left,0.7131447657480626
LO,sub-064_right,sub-097_right,0.7251709719019891
LO,sub-064_right,sub-107_left,0.7979193858521133
LO,sub-064_right,sub-107_right,0.7510749751928801
LO,sub-067_left,sub-068_left,0.8666603974535331
LO,sub-067_left,sub-068_right,0.9089887923013086
LO,sub-067_left,sub-071_left,0.914420691508308
LO,sub-067_left,sub-071_right,0.8825865271413598
LO,sub-067_left,sub-083_left,0.8525688493952537
LO,sub-067_left,sub-083_right,0.8625543157848767
LO,sub-067_left,sub-084_left,0.8587083390224673
LO,sub-067_left,sub-084_right,0.8744500919217043
LO,sub-067_left,sub-085_left,0.8332369574390655
LO,sub-067_left,sub-085_right,0.8021509432226429
LO,sub-067_left,sub-087_left,0.7775800166433675
LO,sub-067_left,sub-087_right,0.7631898091118304
LO,sub-067_left,sub-088_left,0.8859403093946691
LO,sub-067_left,sub-088_right,0.8681933378465171
LO,sub-067_left,sub-093_left,0.8712717625026011
LO,sub-067_left,sub-093_right,0.9015553173052916
LO,sub-067_left,sub-094_left,0.8068697973636886
LO,sub-067_left,sub-094_right,0.8798568274541156
LO,sub-067_left,sub-095_left,0.8740469179618182
