ROI,Subject1,Subject2,Dice
pIPS,sub-059_right,sub-085_right,0.8280026011473745
pIPS,sub-059_right,sub-087_left,0.8053459201874692
pIPS,sub-059_right,sub-087_right,0.7737399723103208
pIPS,sub-059_right,sub-088_left,0.8598052746090269
pIPS,sub-059_right,sub-088_right,0.8408802120205485
pIPS,sub-059_right,sub-093_left,0.85696440558166
pIPS,sub-059_right,sub-093_right,0.8652566279278924
pIPS,sub-059_right,sub-094_left,0.8421375148908538
pIPS,sub-059_right,sub-094_right,0.8450050325985438
pIPS,sub-059_right,sub-095_left,0.8239041251371965
pIPS,sub-059_right,sub-095_right,0.8234751306294807
pIPS,sub-059_right,sub-096_left,0.8090679523046159
pIPS,sub-059_right,sub-096_right,0.8053353508895843
pIPS,sub-059_right,sub-097_left,0.80558847875983
pIPS,sub-059_right,sub-097_right,0.8091586240507604
pIPS,sub-059_right,sub-107_left,0.8507943697697856
pIPS,sub-059_right,sub-107_right,0.8481667561816315
pIPS,sub-064_left,sub-067_left,0.8532140033161829
pIPS,sub-064_left,sub-067_right,0.8546001438566665
pIPS,sub-064_left,sub-068_left,0.8392224594758524
pIPS,sub-064_left,sub-068_right,0.8440080379160494
pIPS,sub-064_left,sub-071_left,0.8426291456919489
pIPS,sub-064_left,sub-071_right,0.8480353064849385
pIPS,sub-064_left,sub-083_left,0.8074531208398311
pIPS,sub-064_left,sub-083_right,0.8185901428966189
pIPS,sub-064_left,sub-084_left,0.8267626187278749
pIPS,sub-064_left,sub-084_right,0.824195240204191
pIPS,sub-064_left,sub-085_left,0.8082495370752878
pIPS,sub-064_left,sub-085_right,0.8178285366803805
pIPS,sub-064_left,sub-087_left,0.786599148686335
pIPS,sub-064_left,sub-087_right,0.7493482534707238
pIPS,sub-064_left,sub-088_left,0.8373750677926707
pIPS,sub-064_left,sub-088_right,0.819357376804948
pIPS,sub-064_left,sub-093_left,0.8353613371834638
pIPS,sub-064_left,sub-093_right,0.8408278901392933
pIPS,sub-064_left,sub-094_left,0.8147810989629769
pIPS,sub-064_left,sub-094_right,0.8216095535994604
pIPS,sub-064_left,sub-095_left,0.8099322885880561
pIPS,sub-064_left,sub-095_right,0.8099037615248099
pIPS,sub-064_left,sub-096_left,0.7882359293547089
pIPS,sub-064_left,sub-096_right,0.7782347529628226
pIPS,sub-064_left,sub-097_left,0.77380748267943
pIPS,sub-064_left,sub-097_right,0.77929557811673
pIPS,sub-064_left,sub-107_left,0.8232640050555742
pIPS,sub-064_left,sub-107_right,0.8284969009945645
pIPS,sub-064_right,sub-067_left,0.8587551195393394
pIPS,sub-064_right,sub-067_right,0.8600838106788232
pIPS,sub-064_right,sub-068_left,0.8453992017309269
pIPS,sub-064_right,sub-068_right,0.8517384799720794
pIPS,sub-064_right,sub-071_left,0.8443281934581621
pIPS,sub-064_right,sub-071_right,0.849960729773583
pIPS,sub-064_right,sub-083_left,0.8178253674865033
pIPS,sub-064_right,sub-083_right,0.8278854942126157
pIPS,sub-064_right,sub-084_left,0.83090166056437
pIPS,sub-064_right,sub-084_right,0.8281405173910528
pIPS,sub-064_right,sub-085_left,0.8115344806371372
pIPS,sub-064_right,sub-085_right,0.8196333084091869
pIPS,sub-064_right,sub-087_left,0.7996988427303307
pIPS,sub-064_right,sub-087_right,0.7653904731368109
pIPS,sub-064_right,sub-088_left,0.8433623130671363
pIPS,sub-064_right,sub-088_right,0.8279682254917373
pIPS,sub-064_right,sub-093_left,0.8401812839284825
pIPS,sub-064_right,sub-093_right,0.8455339393804024
pIPS,sub-064_right,sub-094_left,0.822759416102613
pIPS,sub-064_right,sub-094_right,0.8274852180339985
pIPS,sub-064_right,sub-095_left,0.8135361917054561
pIPS,sub-064_right,sub-095_right,0.8127466828395896
pIPS,sub-064_right,sub-096_left,0.7889982919477887
pIPS,sub-064_right,sub-096_right,0.7799454460651082
pIPS,sub-064_right,sub-097_left,0.7749767424017187
pIPS,sub-064_right,sub-097_right,0.7807894893998208
pIPS,sub-064_right,sub-107_left,0.8278489366169721
pIPS,sub-064_right,sub-107_right,0.8343742712472553
pIPS,sub-067_left,sub-068_left,0.9114402549611752
pIPS,sub-067_left,sub-068_right,0.9162855999286602
pIPS,sub-067_left,sub-071_left,0.9040826281879365
pIPS,sub-067_left,sub-071_right,0.909917790517905
pIPS,sub-067_left,sub-083_left,0.8599763582492823
pIPS,sub-067_left,sub-083_right,0.8740815721797209
pIPS,sub-067_left,sub-084_left,0.8866092013351227
pIPS,sub-067_left,sub-084_right,0.8844413527535552
pIPS,sub-067_left,sub-085_left,0.8325295245853578
pIPS,sub-067_left,sub-085_right,0.8536965406909852
pIPS,sub-067_left,sub-087_left,0.8299718304784766
pIPS,sub-067_left,sub-087_right,0.7971776809713598
pIPS,sub-067_left,sub-088_left,0.8996340859001803
pIPS,sub-067_left,sub-088_right,0.8787266078726608
pIPS,sub-067_left,sub-093_left,0.8938640342550992
pIPS,sub-067_left,sub-093_right,0.9059704788131533
pIPS,sub-067_left,sub-094_left,0.880133120421548
pIPS,sub-067_left,sub-094_right,0.8862827522178667
pIPS,sub-067_left,sub-095_left,0.8501489496007708
pIPS,sub-067_left,sub-095_right,0.851087975636084
pIPS,sub-067_left,sub-096_left,0.833384150817258
pIPS,sub-067_left,sub-096_right,0.8307748016883366
pIPS,sub-067_left,sub-097_left,0.8340349784166259
pIPS,sub-067_left,sub-097_right,0.838251174671879
pIPS,sub-067_left,sub-107_left,0.8830724900318423
pIPS,sub-067_left,sub-107_right,0.8832131999871093
pIPS,sub-067_right,sub-068_left,0.9119006192587603
pIPS,sub-067_right,sub-068_right,0.9174263066633639
pIPS,sub-067_right,sub-071_left,0.9052301044171305
pIPS,sub-067_right,sub-071_right,0.9112600480217141
pIPS,sub-067_right,sub-083_left,0.8607681127158926
pIPS,sub-067_right,sub-083_right,0.8750613457316285
pIPS,sub-067_right,sub-084_left,0.887673179700225
pIPS,sub-067_right,sub-084_right,0.8852385933025839
pIPS,sub-067_right,sub-085_left,0.8336257882923006
pIPS,sub-067_right,sub-085_right,0.8554430744134721
pIPS,sub-067_right,sub-087_left,0.8313251392442499
pIPS,sub-067_right,sub-087_right,0.7986795788852492
pIPS,sub-067_right,sub-088_left,0.9007632305896774
pIPS,sub-067_right,sub-088_right,0.8802952427639621
pIPS,sub-067_right,sub-093_left,0.8962927040230428
pIPS,sub-067_right,sub-093_right,0.9084123465953975
pIPS,sub-067_right,sub-094_left,0.8817580825308661
pIPS,sub-067_right,sub-094_right,0.8871635942877064
pIPS,sub-067_right,sub-095_left,0.851702311476277
pIPS,sub-067_right,sub-095_right,0.8524966916629907
pIPS,sub-067_right,sub-096_left,0.8347378214030499
pIPS,sub-067_right,sub-096_right,0.8324146130566364
pIPS,sub-067_right,sub-097_left,0.83635735651296
pIPS,sub-067_right,sub-097_right,0.8406815263294927
pIPS,sub-067_right,sub-107_left,0.8842927171167629
pIPS,sub-067_right,sub-107_right,0.8845190037973384
pIPS,sub-068_left,sub-071_left,0.8803048893039013
pIPS,sub-068_left,sub-071_right,0.885612548823386
pIPS,sub-068_left,sub-083_left,0.8431856409098606
pIPS,sub-068_left,sub-083_right,0.8548312786145282
pIPS,sub-068_left,sub-084_left,0.8671956594855817
pIPS,sub-068_left,sub-084_right,0.8641350472767401
pIPS,sub-068_left,sub-085_left,0.821604350562378
pIPS,sub-068_left,sub-085_right,0.8400183189436377
pIPS,sub-068_left,sub-087_left,0.8144224902505284
pIPS,sub-068_left,sub-087_right,0.7793850594487135
pIPS,sub-068_left,sub-088_left,0.8774362566606015
pIPS,sub-068_left,sub-088_right,0.8591618494551313
pIPS,sub-068_left,sub-093_left,0.8762889281236851
pIPS,sub-068_left,sub-093_right,0.886547298367929
pIPS,sub-068_left,sub-094_left,0.859129209412048
pIPS,sub-068_left,sub-094_right,0.865963242707799
pIPS,sub-068_left,sub-095_left,0.8338157177492377
pIPS,sub-068_left,sub-095_right,0.8356238487506591
pIPS,sub-068_left,sub-096_left,0.8193561749353638
pIPS,sub-068_left,sub-096_right,0.8128878493121614
pIPS,sub-068_left,sub-097_left,0.81142694765017
pIPS,sub-068_left,sub-097_right,0.814652603504221
pIPS,sub-068_left,sub-107_left,0.8628472337276473
pIPS,sub-068_left,sub-107_right,0.8635189110690152
pIPS,sub-068_right,sub-071_left,0.8835593994946925
pIPS,sub-068_right,sub-071_right,0.8892348011527871
pIPS,sub-068_right,sub-083_left,0.8469166894462543
pIPS,sub-068_right,sub-083_right,0.8593020995334371
pIPS,sub-068_right,sub-084_left,0.8698620058026527
pIPS,sub-068_right,sub-084_right,0.8666168125632341
pIPS,sub-068_right,sub-085_left,0.8256306557722045
pIPS,sub-068_right,sub-085_right,0.8426287060214313
pIPS,sub-068_right,sub-087_left,0.8191100982897129
pIPS,sub-068_right,sub-087_right,0.7848151071480209
pIPS,sub-068_right,sub-088_left,0.8810216840908699
pIPS,sub-068_right,sub-088_right,0.8632019207746363
pIPS,sub-068_right,sub-093_left,0.8816962122892277
pIPS,sub-068_right,sub-093_right,0.8922713889390831
pIPS,sub-068_right,sub-094_left,0.8636687542877376
pIPS,sub-068_right,sub-094_right,0.8704232461675208
pIPS,sub-068_right,sub-095_left,0.8370678182460143
pIPS,sub-068_right,sub-095_right,0.83769581328767
pIPS,sub-068_right,sub-096_left,0.8216507270938872
pIPS,sub-068_right,sub-096_right,0.8162327505622553
pIPS,sub-068_right,sub-097_left,0.8137249774305121
pIPS,sub-068_right,sub-097_right,0.8174707121977748
pIPS,sub-068_right,sub-107_left,0.867159577780409
pIPS,sub-068_right,sub-107_right,0.8688776360939735
pIPS,sub-071_left,sub-083_left,0.8364949160287901
pIPS,sub-071_left,sub-083_right,0.8506720478541314
pIPS,sub-071_left,sub-084_left,0.8635607507393883
pIPS,sub-071_left,sub-084_right,0.8654586057524147
pIPS,sub-071_left,sub-085_left,0.8166942040755365
pIPS,sub-071_left,sub-085_right,0.838134900521026
pIPS,sub-071_left,sub-087_left,0.8052300046503544
pIPS,sub-071_left,sub-087_right,0.7682806718662656
pIPS,sub-071_left,sub-088_left,0.8712069358886607
pIPS,sub-071_left,sub-088_right,0.8492779520664969
pIPS,sub-071_left,sub-093_left,0.8716778529380144
pIPS,sub-071_left,sub-093_right,0.8808742601339717
pIPS,sub-071_left,sub-094_left,0.8600314971999982
pIPS,sub-071_left,sub-094_right,0.8690549431865213
pIPS,sub-071_left,sub-095_left,0.8343337057796902
pIPS,sub-071_left,sub-095_right,0.8347087580515484
pIPS,sub-071_left,sub-096_left,0.8167364844806544
pIPS,sub-071_left,sub-096_right,0.810068660691518
pIPS,sub-071_left,sub-097_left,0.812234833459755
pIPS,sub-071_left,sub-097_right,0.8162688892278819
pIPS,sub-071_left,sub-107_left,0.8595918732259001
pIPS,sub-071_left,sub-107_right,0.8559127953266596
pIPS,sub-071_right,sub-083_left,0.8422607164894196
pIPS,sub-071_right,sub-083_right,0.8561391111449029
pIPS,sub-071_right,sub-084_left,0.8690784515549588
pIPS,sub-071_right,sub-084_right,0.8699824120043637
pIPS,sub-071_right,sub-085_left,0.8220416332695506
pIPS,sub-071_right,sub-085_right,0.8422434194420013
pIPS,sub-071_right,sub-087_left,0.8120902690352964
pIPS,sub-071_right,sub-087_right,0.7761183276777545
pIPS,sub-071_right,sub-088_left,0.8773720146928745
pIPS,sub-071_right,sub-088_right,0.8560533460220615
pIPS,sub-071_right,sub-093_left,0.8755787881891256
pIPS,sub-071_right,sub-093_right,0.8859874598036158
pIPS,sub-071_right,sub-094_left,0.8636453246113177
pIPS,sub-071_right,sub-094_right,0.8721262676189313
pIPS,sub-071_right,sub-095_left,0.8370208416411131
pIPS,sub-071_right,sub-095_right,0.8377897349094728
pIPS,sub-071_right,sub-096_left,0.8196602463961984
pIPS,sub-071_right,sub-096_right,0.8135355684816896
pIPS,sub-071_right,sub-097_left,0.8175644712996503
pIPS,sub-071_right,sub-097_right,0.8213069615896471
pIPS,sub-071_right,sub-107_left,0.8633082987109832
pIPS,sub-071_right,sub-107_right,0.8617315644306659
pIPS,sub-083_left,sub-084_left,0.8312843901995651
pIPS,sub-083_left,sub-084_right,0.8258541572330861
pIPS,sub-083_left,sub-085_left,0.8024324837323392
pIPS,sub-083_left,sub-085_right,0.8134020912818853
pIPS,sub-083_left,sub-087_left,0.8049602649655564
pIPS,sub-083_left,sub-087_right,0.7721038145713441
pIPS,sub-083_left,sub-088_left,0.8395480329118199
pIPS,sub-083_left,sub-088_right,0.8270820755838483
pIPS,sub-083_left,sub-093_left,0.8415347435057748
pIPS,sub-083_left,sub-093_right,0.8465876727101621
pIPS,sub-083_left,sub-094_left,0.8257651934480458
pIPS,sub-083_left,sub-094_right,0.8250962346798815
pIPS,sub-083_left,sub-095_left,0.8106361374584338
pIPS,sub-083_left,sub-095_right,0.811739944999109
pIPS,sub-083_left,sub-096_left,0.7988930070686316
pIPS,sub-083_left,sub-096_right,0.7904532936580271
pIPS,sub-083_left,sub-097_left,0.7835618955956927
pIPS,sub-083_left,sub-097_right,0.7886403715874377
pIPS,sub-083_left,sub-107_left,0.8273636702028662
pIPS,sub-083_left,sub-107_right,0.8304133047150353
pIPS,sub-083_right,sub-084_left,0.8430011321647312
pIPS,sub-083_right,sub-084_right,0.8375620975160993
pIPS,sub-083_right,sub-085_left,0.8112646895308936
pIPS,sub-083_right,sub-085_right,0.8250097240251372
pIPS,sub-083_right,sub-087_left,0.8116554502255349
pIPS,sub-083_right,sub-087_right,0.7787420435635881
pIPS,sub-083_right,sub-088_left,0.851907662135538
pIPS,sub-083_right,sub-088_right,0.8367124281937557
pIPS,sub-083_right,sub-093_left,0.8525720763986206
pIPS,sub-083_right,sub-093_right,0.8588367163483415
pIPS,sub-083_right,sub-094_left,0.8376472766834101
pIPS,sub-083_right,sub-094_right,0.8386979818029533
pIPS,sub-083_right,sub-095_left,0.819995829067607
pIPS,sub-083_right,sub-095_right,0.8211046599878568
