Subject1,Subject2,Dice
sub-025,sub-038,0.46475639020649423
sub-025,sub-057,0.5434355103117394
sub-025,sub-059,0.5511541710953043
sub-025,sub-064,0.45162968173775875
sub-025,sub-067,0.37852555768692997
sub-025,sub-068,0.5539013499046804
sub-025,sub-071,0.4656785219512793
sub-025,sub-083,0.46490097786564055
sub-025,sub-085,0.5079316565533076
sub-025,sub-087,0.5148337517604555
sub-025,sub-088,0.45784774267579875
sub-025,sub-093,0.570118853666308
sub-025,sub-094,0.39863057021088616
sub-025,sub-095,0.5388062868241092
sub-025,sub-096,0.47348939363745446
sub-025,sub-097,0.5475473979084474
sub-025,sub-107,0.5251600157169769
sub-038,sub-057,0.5459810953945163
sub-038,sub-059,0.531947422966026
sub-038,sub-064,0.44495290982166574
sub-038,sub-067,0.37178525609395047
sub-038,sub-068,0.5424317329598627
sub-038,sub-071,0.46897276699188595
sub-038,sub-083,0.442337974565633
sub-038,sub-085,0.5013945095631535
sub-038,sub-087,0.49549636133675223
sub-038,sub-088,0.46577416491305546
sub-038,sub-093,0.5573611257748752
sub-038,sub-094,0.4001636082692871
sub-038,sub-095,0.5259615573657687
sub-038,sub-096,0.45563244643678946
sub-038,sub-097,0.5333707399662688
sub-038,sub-107,0.5036807010297112
sub-057,sub-059,0.7007123976084787
sub-057,sub-064,0.5378247368526042
sub-057,sub-067,0.42620899059468265
sub-057,sub-068,0.7161834788462864
sub-057,sub-071,0.5843796634590644
sub-057,sub-083,0.5071386374268806
sub-057,sub-085,0.6403881393881962
sub-057,sub-087,0.6002387618579459
sub-057,sub-088,0.5054627527019975
sub-057,sub-093,0.7695967711610534
sub-057,sub-094,0.42432393740063445
sub-057,sub-095,0.7347751635881498
sub-057,sub-096,0.5350441610720481
sub-057,sub-097,0.7018540357970909
sub-057,sub-107,0.6330993903303559
sub-059,sub-064,0.5349560568902999
sub-059,sub-067,0.43511516863505384
sub-059,sub-068,0.7237643307470436
sub-059,sub-071,0.5661285615443388
sub-059,sub-083,0.528461972852193
sub-059,sub-085,0.6222918886014305
sub-059,sub-087,0.6100375053645732
sub-059,sub-088,0.506066616317398
sub-059,sub-093,0.7355599894130341
sub-059,sub-094,0.4299385273543638
sub-059,sub-095,0.6907120042115255
sub-059,sub-096,0.5473021576659789
sub-059,sub-097,0.689644864283152
sub-059,sub-107,0.6408118469518154
sub-064,sub-067,0.3758422638492067
sub-064,sub-068,0.5579198791014575
sub-064,sub-071,0.4594218807171606
sub-064,sub-083,0.4268205454505562
sub-064,sub-085,0.49291255040603055
sub-064,sub-087,0.49216003656237506
sub-064,sub-088,0.4369487219486105
sub-064,sub-093,0.5544652295124676
sub-064,sub-094,0.3787685308964664
sub-064,sub-095,0.5271240215327803
sub-064,sub-096,0.4530993007700807
sub-064,sub-097,0.5414213726968797
sub-064,sub-107,0.5195806802979684
sub-067,sub-068,0.42210748350532307
sub-067,sub-071,0.3737084665130454
sub-067,sub-083,0.38767922987578807
sub-067,sub-085,0.41608782485272505
sub-067,sub-087,0.41054506713594974
sub-067,sub-088,0.35851541238258033
sub-067,sub-093,0.4560375958446698
sub-067,sub-094,0.33354147766768383
sub-067,sub-095,0.42216379802240506
sub-067,sub-096,0.379755421616698
sub-067,sub-097,0.4390841691792957
sub-067,sub-107,0.4379899861650965
sub-068,sub-071,0.5842765618313415
sub-068,sub-083,0.5294869394097684
sub-068,sub-085,0.6368283414965397
sub-068,sub-087,0.6312697415570282
sub-068,sub-088,0.5229119650080267
sub-068,sub-093,0.7665762782890041
sub-068,sub-094,0.43542494042891183
sub-068,sub-095,0.714303565478174
sub-068,sub-096,0.5675303390706009
sub-068,sub-097,0.7197285511573672
sub-068,sub-107,0.6606758262161159
sub-071,sub-083,0.44455554108498474
sub-071,sub-085,0.512064410257877
sub-071,sub-087,0.5105477960184958
sub-071,sub-088,0.45398296881596173
sub-071,sub-093,0.6060280214941891
sub-071,sub-094,0.3758771638290397
sub-071,sub-095,0.5803190987191994
sub-071,sub-096,0.46902096544583927
sub-071,sub-097,0.564969025065099
sub-071,sub-107,0.5277938336176392
sub-083,sub-085,0.4865722301641299
