ROI_ID,ROI_Name,Clean_Name,Mean_Value,t_stat,p_value,Significant,LOOV_Mean,LOOV_Std,Bootstrap_Mean,Bootstrap_CI_Lower,Bootstrap_CI_Upper,Anatomical_Lobe,Hemisphere,Base_Region,Lobe_Sorted,sort_key,Full_ID
62,7Networks_LH_Cont_Par_2,Cont_Par_2,0.7681251721404357,13.42621094540088,7.31422213173246e-34,True,0.7681251721404356,0.002946509571141309,0.7681251721404357,0.6610398918615199,0.8792716322235594,Parietal,L,Cont_Par,Parietal,"(2, 'Cont_Par', 0)",Cont_Par_L
165,7Networks_RH_Cont_Par_1,Cont_Par_1,-0.0033435050802327836,-0.9999999999999999,0.3178703010137714,True,-0.003343505080232784,0.00016086446317577324,-0.0033435050802327836,-0.010030515240698352,0.0,Parietal,R,Cont_Par,Parietal,"(2, 'Cont_Par', 1)",Cont_Par_R
166,7Networks_RH_Cont_Par_2,Cont_Par_2,0.10324688129712317,4.533846179832489,7.617744991531399e-06,True,0.10324688129712316,0.0011260262278987966,0.10324688129712317,0.06271374880262034,0.152859439747005,Parietal,R,Cont_Par,Parietal,"(2, 'Cont_Par', 1)",Cont_Par_R
167,7Networks_RH_Cont_Par_3,Cont_Par_3,0.25671142452244666,7.293582220306366,1.4889963280669061e-12,True,0.25671142452244666,0.0017073000322714942,0.25671142452244666,0.19353855572271408,0.3253119930383527,Parietal,R,Cont_Par,Parietal,"(2, 'Cont_Par', 1)",Cont_Par_R
79,7Networks_LH_Default_Par_1,Default_Par_1,-0.01417272700088919,-1.9372303989262356,0.053232609928413534,True,-0.01417272700088919,0.0003130947785500966,-0.01417272700088919,-0.03016709437442198,-0.0005589329011872821,Parietal,L,Default_Par,Parietal,"(2, 'Default_Par', 0)",Default_Par_L
81,7Networks_LH_Default_Par_3,Default_Par_3,-0.0037837929648176123,-1.0000000000000007,0.31793054773171936,True,-0.003783792964817611,0.00019159980461825097,-0.0037837929648176123,-0.011351378894452837,0.0,Parietal,L,Default_Par,Parietal,"(2, 'Default_Par', 0)",Default_Par_L
82,7Networks_LH_Default_Par_4,Default_Par_4,-0.0015818835740068528,-0.6086380266712574,0.5429044378529407,True,-0.001581883574006853,8.27288252245052e-05,-0.0015818835740068528,-0.006195526432094828,0.002917326620603338,Parietal,L,Default_Par,Parietal,"(2, 'Default_Par', 0)",Default_Par_L
80,7Networks_LH_Default_Par_2,Default_Par_2,0.0,,,True,0.0,0.0,0.0,0.0,0.0,Parietal,L,Default_Par,Parietal,"(2, 'Default_Par', 0)",Default_Par_L
184,7Networks_RH_Default_Par_3,Default_Par_3,0.0,,,True,0.0,0.0,0.0,0.0,0.0,Parietal,R,Default_Par,Parietal,"(2, 'Default_Par', 1)",Default_Par_R
183,7Networks_RH_Default_Par_2,Default_Par_2,-0.03342713674854566,-4.136665237251822,3.8724272644963664e-05,True,-0.033427136748545645,0.00027651574538894086,-0.03342713674854566,-0.05018118060576769,-0.017954754975241086,Parietal,R,Default_Par,Parietal,"(2, 'Default_Par', 1)",Default_Par_R
182,7Networks_RH_Default_Par_1,Default_Par_1,0.011738004463139403,0.9327682026509669,0.3513238149968979,True,0.011738004463139402,0.0005198424363257745,0.011738004463139403,-0.010717555954828017,0.0368241140050633,Parietal,R,Default_Par,Parietal,"(2, 'Default_Par', 1)",Default_Par_R
42,7Networks_LH_DorsAttn_FEF_2,DorsAttn_FEF_2,-0.09246372605251728,-5.613465429554507,3.065655455873822e-08,True,-0.09246372605251725,0.0006810239808770798,-0.09246372605251728,-0.1252762788876053,-0.06256743310992303,Parietal,L,DorsAttn_FEF,Parietal,"(2, 'DorsAttn_FEF', 0)",DorsAttn_FEF_L
41,7Networks_LH_DorsAttn_FEF_1,DorsAttn_FEF_1,0.05586425514391599,3.9374267667092337,9.004065636583289e-05,True,0.05586425514391599,0.0005184186471336903,0.05586425514391599,0.028530238137911945,0.08558443114071451,Parietal,L,DorsAttn_FEF,Parietal,"(2, 'DorsAttn_FEF', 0)",DorsAttn_FEF_L
146,7Networks_RH_DorsAttn_FEF_2,DorsAttn_FEF_2,0.03271448090792386,3.6252279983863724,0.00031195225444497534,True,0.03271448090792386,0.0003589600929363786,0.03271448090792386,0.016885310552596858,0.051956419587380065,Parietal,R,DorsAttn_FEF,Parietal,"(2, 'DorsAttn_FEF', 1)",DorsAttn_FEF_R
145,7Networks_RH_DorsAttn_FEF_1,DorsAttn_FEF_1,0.08380701800123352,5.0160537387959305,7.321283983871582e-07,True,0.08380701800123352,0.0007442227455535992,0.08380701800123352,0.054064857867624265,0.11617256911674416,Parietal,R,DorsAttn_FEF,Parietal,"(2, 'DorsAttn_FEF', 1)",DorsAttn_FEF_R
31,7Networks_LH_DorsAttn_Post_1,DorsAttn_Post_1,1.7316483920115069,23.238606341044026,1.795117164944124e-98,True,1.7316483920115069,0.0021822291845576126,1.7316483920115069,1.5891203793523898,1.8724124629402643,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
32,7Networks_LH_DorsAttn_Post_2,DorsAttn_Post_2,2.284410178125853,15.37694116322788,1.6377445189680068e-42,True,2.2844101781258535,0.007310197458840861,2.284410178125853,1.9999217175684016,2.570029383332744,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
36,7Networks_LH_DorsAttn_Post_6,DorsAttn_Post_6,2.40240711073342,22.982410430218174,2.6851249384981127e-75,True,2.40240711073342,0.0052071310197236015,2.40240711073342,2.2076696579129607,2.5913173678685726,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
33,7Networks_LH_DorsAttn_Post_3,DorsAttn_Post_3,1.7721499080692147,3.545750610587507,0.003228054500395989,True,1.772149908069215,0.13357594408115753,1.7721499080692147,0.8193733713142239,2.7137294540392625,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
34,7Networks_LH_DorsAttn_Post_4,DorsAttn_Post_4,0.12054787268421528,5.942858071546716,5.107589124676313e-09,True,0.12054787268421527,0.0008852879248633995,0.12054787268421528,0.08087502691549746,0.16075913369202133,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
35,7Networks_LH_DorsAttn_Post_5,DorsAttn_Post_5,0.8465889277104718,11.391860651728102,2.765194576510653e-26,True,0.8465889277104718,0.0036836699868530833,0.8465889277104718,0.6982073134575292,1.0037249721366572,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
40,7Networks_LH_DorsAttn_Post_10,DorsAttn_Post_10,0.24948505419848493,7.9724523688446665,7.634499863904616e-15,True,0.24948505419848493,0.0012639280820130978,0.24948505419848493,0.19356596296499942,0.3119473595405926,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
38,7Networks_LH_DorsAttn_Post_8,DorsAttn_Post_8,1.7677916302958776,14.693018609411142,4.328900444970003e-36,True,1.7677916302958776,0.007418945324736799,1.7677916302958776,1.547615638698198,2.00436689975147,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
39,7Networks_LH_DorsAttn_Post_9,DorsAttn_Post_9,0.4116979713803339,9.695937468191156,1.1697647942544054e-20,True,0.411697971380334,0.0017911038330965068,0.4116979713803339,0.3347192635949464,0.5012765308162491,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
37,7Networks_LH_DorsAttn_Post_7,DorsAttn_Post_7,0.7222654257478817,3.755157504407198,0.0004856720455790125,True,0.7222654257478814,0.02835892425559617,0.7222654257478817,0.37137272152220185,1.1165219174172616,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)",DorsAttn_Post_L
135,7Networks_RH_DorsAttn_Post_1,DorsAttn_Post_1,3.747924849581731,35.09325190932096,6.1598447359619525e-170,True,3.747924849581731,0.0035839403880034704,3.747924849581731,3.537619076022474,3.9548635754110926,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
143,7Networks_RH_DorsAttn_Post_9,DorsAttn_Post_9,1.4650074944540123,18.5526904000421,2.842537901487376e-63,True,1.4650074944540123,0.0029186190214380062,1.4650074944540123,1.3188010877292125,1.6147537784074455,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
142,7Networks_RH_DorsAttn_Post_8,DorsAttn_Post_8,2.3114146545655476,26.68747731192564,6.56867465316885e-95,True,2.311414654565548,0.004073813301315365,2.3114146545655476,2.1336139394225735,2.487854409746218,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
141,7Networks_RH_DorsAttn_Post_7,DorsAttn_Post_7,2.022166371493061,23.635758469894604,8.548652050842028e-85,True,2.022166371493061,0.003723320137476435,2.022166371493061,1.8519488905550638,2.186189076268139,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
140,7Networks_RH_DorsAttn_Post_6,DorsAttn_Post_6,2.2138543105179784,12.302376933756381,5.802183640895431e-26,True,2.2138543105179784,0.013055190327305753,2.2138543105179784,1.8656309617808355,2.5797491572073126,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
139,7Networks_RH_DorsAttn_Post_5,DorsAttn_Post_5,0.25251093731401403,7.4195331520704695,6.498716468448891e-13,True,0.25251093731401403,0.0016547539658500698,0.25251093731401403,0.18934646803119554,0.3262181174892375,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
137,7Networks_RH_DorsAttn_Post_3,DorsAttn_Post_3,-0.007690157186259492,-0.9762860022578562,0.32955044667363964,True,-0.007690157186259494,0.0004062227406023405,-0.007690157186259492,-0.023458753341289915,0.004500289209776947,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
138,7Networks_RH_DorsAttn_Post_4,DorsAttn_Post_4,0.7913272547230359,13.847679733499058,1.3329773196365393e-36,True,0.7913272547230359,0.0026878801234759488,0.7913272547230359,0.689737916150685,0.9011848843249677,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
136,7Networks_RH_DorsAttn_Post_2,DorsAttn_Post_2,0.39180213516338425,9.428452074838676,6.346978757956071e-20,True,0.3918021351633842,0.0015900692856674597,0.39180213516338425,0.31320512229157255,0.47459383673776584,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
144,7Networks_RH_DorsAttn_Post_10,DorsAttn_Post_10,0.5326112539000161,11.301006894646175,5.3611179185170655e-27,True,0.5326112539000161,0.0019176737766650233,0.5326112539000161,0.4481277303644447,0.6292062675415337,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)",DorsAttn_Post_R
43,7Networks_LH_DorsAttn_PrCv_1,DorsAttn_PrCv_1,0.12798743577712893,4.734649481222246,3.0206588563784255e-06,True,0.12798743577712896,0.001330161825219167,0.12798743577712893,0.07887261976086156,0.18127950946087565,Parietal,L,DorsAttn_PrCv,Parietal,"(2, 'DorsAttn_PrCv', 0)",DorsAttn_PrCv_L
147,7Networks_RH_DorsAttn_PrCv_1,DorsAttn_PrCv_1,0.047041441115153175,3.7213331971634815,0.0002116612097771903,True,0.047041441115153175,0.00044090614519607686,0.047041441115153175,0.02391597669523509,0.07134990052866656,Parietal,R,DorsAttn_PrCv,Parietal,"(2, 'DorsAttn_PrCv', 1)",DorsAttn_PrCv_R
44,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn_ParOper_1,-0.11936913460473196,-6.776077725263034,3.0634238136989316e-11,True,-0.11936913460473199,0.0007346487501407627,-0.11936913460473196,-0.15793915084771804,-0.08560509343136749,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)",SalVentAttn_ParOper_L
45,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn_ParOper_2,-0.039759816372341175,-4.057881758274279,5.514763338872851e-05,True,-0.039759816372341175,0.0003719334569318457,-0.039759816372341175,-0.059095527082121346,-0.020412784693484152,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)",SalVentAttn_ParOper_L
46,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn_ParOper_3,-0.00929960094275941,-0.8884606917639184,0.374693760774499,True,-0.009299600942759409,0.000453380137965316,-0.00929960094275941,-0.031544490341434014,0.0109174165847217,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)",SalVentAttn_ParOper_L
64,7Networks_LH_Cont_Temp_1,Cont_Temp_1,0.3280350681356915,8.213213763957203,1.0497702986012996e-15,True,0.32803506813569144,0.001515007369041191,0.3280350681356915,0.2527668417332076,0.41229543188972745,Temporal,L,Cont_Temp,Temporal,"(3, 'Cont_Temp', 0)",Cont_Temp_L
168,7Networks_RH_Cont_Temp_1,Cont_Temp_1,1.1179708962201271,15.742258629128184,1.856098291090024e-48,True,1.117970896220127,0.0025931809529161787,1.1179708962201271,0.9803702484789375,1.278797997772934,Temporal,R,Cont_Temp,Temporal,"(3, 'Cont_Temp', 1)",Cont_Temp_R
77,7Networks_LH_Default_Temp_4,Default_Temp_4,0.007675328818651534,2.0027741988474452,0.04554452522747682,True,0.007675328818651534,0.00013669534620485254,0.007675328818651534,0.0018347428228148042,0.016922858730460753,Temporal,L,Default_Temp,Temporal,"(3, 'Default_Temp', 0)",Default_Temp_L
78,7Networks_LH_Default_Temp_5,Default_Temp_5,-0.017290773670916193,-2.110796327009505,0.03509763408011959,True,-0.01729077367091619,0.0002887155372622995,-0.017290773670916193,-0.03348081814819088,-0.0016943047139519,Temporal,L,Default_Temp,Temporal,"(3, 'Default_Temp', 0)",Default_Temp_L
76,7Networks_LH_Default_Temp_3,Default_Temp_3,0.00934719713614146,2.4550597902718505,0.014266141247615516,True,0.00934719713614146,0.00012411507017491108,0.00934719713614146,0.0030785745888740708,0.017334389534180063,Temporal,L,Default_Temp,Temporal,"(3, 'Default_Temp', 0)",Default_Temp_L
75,7Networks_LH_Default_Temp_2,Default_Temp_2,0.0018212077298125592,1.0000000000000004,0.3176222253285008,True,0.0018212077298125594,6.537754740783082e-05,0.0018212077298125592,0.0,0.007284830919250237,Temporal,L,Default_Temp,Temporal,"(3, 'Default_Temp', 0)",Default_Temp_L
74,7Networks_LH_Default_Temp_1,Default_Temp_1,-0.017811727876379364,-3.4871156915701857,0.0005053934161792301,True,-0.017811727876379368,0.00014528823903463387,-0.017811727876379364,-0.028382697764700086,-0.008920492589888246,Temporal,L,Default_Temp,Temporal,"(3, 'Default_Temp', 0)",Default_Temp_L
189,7Networks_RH_Default_Temp_5,Default_Temp_5,0.06729930148314553,3.4669996045652414,0.0005753991345510012,True,0.06729930148314552,0.0009021240666135936,0.06729930148314553,0.03105363130697295,0.11076276983828216,Temporal,R,Default_Temp,Temporal,"(3, 'Default_Temp', 1)",Default_Temp_R
188,7Networks_RH_Default_Temp_4,Default_Temp_4,0.0834841053348086,5.109567600928492,4.6862417139545947e-07,True,0.0834841053348086,0.0007496746804340957,0.0834841053348086,0.049818370980086,0.11721727628817631,Temporal,R,Default_Temp,Temporal,"(3, 'Default_Temp', 1)",Default_Temp_R
187,7Networks_RH_Default_Temp_3,Default_Temp_3,0.03357844850227367,3.613951078981081,0.0003228315141081066,True,0.033578448502273685,0.00034845247686111496,0.03357844850227367,0.015619323562750325,0.05099298846254894,Temporal,R,Default_Temp,Temporal,"(3, 'Default_Temp', 1)",Default_Temp_R
186,7Networks_RH_Default_Temp_2,Default_Temp_2,0.0025616406613089447,1.4144980645783145,0.15749046069852113,True,0.0025616406613089455,5.3802306689574016e-05,0.0025616406613089447,0.0,0.006488282547378863,Temporal,R,Default_Temp,Temporal,"(3, 'Default_Temp', 1)",Default_Temp_R
185,7Networks_RH_Default_Temp_1,Default_Temp_1,0.009977975722199542,1.966734290536112,0.0494749007131998,True,0.009977975722199542,0.00015597461387006827,0.009977975722199542,0.0001863120484698949,0.020082696274810307,Temporal,R,Default_Temp,Temporal,"(3, 'Default_Temp', 1)",Default_Temp_R
LO,Wang_LO,LO,4.86647899358402,92.18773823040438,0.0,True,4.86647899358402,0.0008103152372238044,4.86647899358402,4.757651745180115,4.965464550338506,Temporal,X,LO,Temporal,"(3, 'LO', 2)",LO_X
57,7Networks_LH_Limbic_TempPole_1,Limbic_TempPole_1,0.001266393766199361,0.23247016141913207,0.8162263664654867,True,0.001266393766199361,0.00018270509833818215,0.001266393766199361,-0.008200188639762167,0.011877715393462395,Temporal,L,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 0)",Limbic_TempPole_L
58,7Networks_LH_Limbic_TempPole_2,Limbic_TempPole_2,0.03736202560027948,4.2251968639264055,2.600561121482957e-05,True,0.03736202560027948,0.0002766037202805354,0.03736202560027948,0.02164121971401898,0.05668145482370382,Temporal,L,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 0)",Limbic_TempPole_L
59,7Networks_LH_Limbic_TempPole_3,Limbic_TempPole_3,-0.0535247486615718,-3.461160712437534,0.0005754966372912626,True,-0.0535247486615718,0.0006266488181255527,-0.0535247486615718,-0.08410008577730332,-0.02432539035241797,Temporal,L,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 0)",Limbic_TempPole_L
60,7Networks_LH_Limbic_TempPole_4,Limbic_TempPole_4,0.033281899126411114,2.8470115558463274,0.004659950458435621,True,0.03328189912641112,0.0006085632000913567,0.033281899126411114,0.012372867042285638,0.05824188549848655,Temporal,L,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 0)",Limbic_TempPole_L
164,7Networks_RH_Limbic_TempPole_3,Limbic_TempPole_3,0.003129550459285258,0.9999999999999999,0.31775592091221505,True,0.003129550459285257,0.0001343018649687826,0.003129550459285258,0.0,0.009388651377855774,Temporal,R,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 1)",Limbic_TempPole_R
162,7Networks_RH_Limbic_TempPole_1,Limbic_TempPole_1,-0.038622778040755444,-4.886706755327388,1.1714490602389226e-06,True,-0.038622778040755444,0.00023377825614244398,-0.038622778040755444,-0.054672423123313954,-0.022997084661257505,Temporal,R,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 1)",Limbic_TempPole_R
163,7Networks_RH_Limbic_TempPole_2,Limbic_TempPole_2,0.0,,,True,0.0,0.0,0.0,0.0,0.0,Temporal,R,Limbic_TempPole,Temporal,"(3, 'Limbic_TempPole', 1)",Limbic_TempPole_R
148,7Networks_RH_SalVentAttn_TempOccPar_1,SalVentAttn_TempOccPar_1,0.06580430860997377,2.498376628097446,0.0128418667853703,True,0.06580430860997377,0.0012585178124390672,0.06580430860997377,0.018147630314483902,0.11693499865014124,Temporal,R,SalVentAttn_TempOccPar,Temporal,"(3, 'SalVentAttn_TempOccPar', 1)",SalVentAttn_TempOccPar_R
149,7Networks_RH_SalVentAttn_TempOccPar_2,SalVentAttn_TempOccPar_2,-0.3180411436677841,-9.288449324497618,1.105017713205688e-18,True,-0.3180411436677841,0.0017316164854755591,-0.3180411436677841,-0.37818706509313266,-0.2553758203363481,Temporal,R,SalVentAttn_TempOccPar,Temporal,"(3, 'SalVentAttn_TempOccPar', 1)",SalVentAttn_TempOccPar_R
150,7Networks_RH_SalVentAttn_TempOccPar_3,SalVentAttn_TempOccPar_3,-0.0829948079987749,-7.1235278745607395,2.0755304492406874e-12,True,-0.08299480799877487,0.0003778031182003024,-0.0829948079987749,-0.10655894426092806,-0.05996424053980628,Temporal,R,SalVentAttn_TempOccPar,Temporal,"(3, 'SalVentAttn_TempOccPar', 1)",SalVentAttn_TempOccPar_R
1,7Networks_LH_Vis_1,Vis_1,1.2055308941801508,16.779806915400417,3.1117209964847005e-51,True,1.205530894180151,0.0030802923379846885,1.2055308941801508,1.0639659451640218,1.358568585131435,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
13,7Networks_LH_Vis_13,Vis_13,0.05706721208256347,4.690773142191656,3.229859105314006e-06,True,0.05706721208256348,0.00044246745134244946,0.05706721208256347,0.03610700654746597,0.08335542666132534,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
2,7Networks_LH_Vis_2,Vis_2,1.0342342303018692,15.254058080416682,2.1442375295318973e-47,True,1.0342342303018695,0.002142971884701637,1.0342342303018692,0.9067377887291365,1.1715766159855938,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
3,7Networks_LH_Vis_3,Vis_3,6.973631511701872,28.59604793548264,1.0730499169859971e-40,True,6.973631511701872,0.02894168448648169,6.973631511701872,6.512768054042887,7.46534751623884,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
12,7Networks_LH_Vis_12,Vis_12,-0.004240588239470317,-0.9999999999999998,0.31803012273653286,True,-0.004240588239470317,0.00023134305474419348,-0.004240588239470317,-0.01272176471841095,0.0,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
11,7Networks_LH_Vis_11,Vis_11,3.476519366062902,20.671248141235683,2.7153133050858895e-68,True,3.4765193660629015,0.0076924379953533404,3.476519366062902,3.162297149869673,3.7946899926238573,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
10,7Networks_LH_Vis_10,Vis_10,-0.003327875420840514,-1.0271163416852858,0.3046301921772132,True,-0.0033278754208405136,0.00010573399092571716,-0.003327875420840514,-0.00988008593933198,0.0015750505904748389,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
9,7Networks_LH_Vis_9,Vis_9,2.4090518398519873,22.765078152540095,9.96839007545889e-87,True,2.4090518398519873,0.003954763241528939,2.4090518398519873,2.2023573388999482,2.6311130127832496,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
8,7Networks_LH_Vis_8,Vis_8,0.9722170310142056,12.563192441299211,1.8648626261015785e-31,True,0.9722170310142055,0.003550719845990317,0.9722170310142056,0.8200461246008779,1.128595104090366,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
7,7Networks_LH_Vis_7,Vis_7,0.14734335890172173,7.503428856862265,1.5945401705337453e-13,True,0.14734335890172173,0.0006799668988065405,0.14734335890172173,0.11001024808979797,0.18380450919176483,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
6,7Networks_LH_Vis_6,Vis_6,0.06430563284278351,2.6844694760032324,0.008019814321340956,True,0.06430563284278352,0.0018820581562077904,0.06430563284278351,0.026429177453745765,0.11953011516126512,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
5,7Networks_LH_Vis_5,Vis_5,2.6349347376939622,34.3426422342549,3.4408503353115367e-150,True,2.6349347376939622,0.0029553315430848465,2.6349347376939622,2.4784251241446933,2.7911184235498703,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
4,7Networks_LH_Vis_4,Vis_4,0.02075162163319307,2.6553294477494576,0.008168010140459678,True,0.02075162163319307,0.00034403987215516295,0.02075162163319307,0.006374575939483324,0.03684855426098504,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
14,7Networks_LH_Vis_14,Vis_14,0.0696399080784291,2.0005472154575425,0.046489046478226,True,0.0696399080784291,0.0021672026869633664,0.0696399080784291,0.01804183259892442,0.14531337138375638,Occipital,L,Vis,Occipital,"(4, 'Vis', 0)",Vis_L
102,7Networks_RH_Vis_2,Vis_2,1.21473486588987,21.152100285207432,1.4112188559938752e-76,True,1.21473486588987,0.0022104266790187706,1.21473486588987,1.1069500178783513,1.33411582211528,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
101,7Networks_RH_Vis_1,Vis_1,0.37217161544111355,8.722034040456332,1.5899975252005325e-17,True,0.37217161544111355,0.0015152659932704598,0.37217161544111355,0.29263752035520957,0.45582725686355896,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
105,7Networks_RH_Vis_5,Vis_5,3.599240682193495,11.354430283635958,1.5604494810284885e-17,True,3.5992406821934946,0.037887549861817735,3.599240682193495,3.0053328275636115,4.209089898018975,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
115,7Networks_RH_Vis_15,Vis_15,1.2793955106976247,4.251547712697846,0.00012371395935843009,True,1.2793955106976247,0.04758036502701653,1.2793955106976247,0.7482474117264588,1.8610225206011672,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
114,7Networks_RH_Vis_14,Vis_14,0.09250832497687696,2.284301456799001,0.02478792609299252,True,0.09250832497687696,0.004341779605724121,0.09250832497687696,0.018783919185480405,0.18425719945959476,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
104,7Networks_RH_Vis_4,Vis_4,0.2670736562742096,8.775502301792375,1.4555734793143985e-17,True,0.26707365627420954,0.0011864409302772786,0.2670736562742096,0.21258737681079634,0.32613994538466823,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
112,7Networks_RH_Vis_12,Vis_12,1.1082226486563855,16.701606390932188,9.40596629708923e-55,True,1.1082226486563858,0.0022118084985686837,1.1082226486563855,0.9845429775195269,1.2429546095937798,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
111,7Networks_RH_Vis_11,Vis_11,4.354801398034644,28.687182439489717,1.8526594073527813e-101,True,4.354801398034644,0.007363528859686961,4.354801398034644,4.050928771461983,4.6395624289043464,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
113,7Networks_RH_Vis_13,Vis_13,0.0070098152637918815,0.8095120091739166,0.4185332723034063,True,0.0070098152637918815,0.0003488935339516106,0.0070098152637918815,-0.01139875531722562,0.024854724397237116,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
109,7Networks_RH_Vis_9,Vis_9,0.025277011703362787,3.191475669786996,0.0014738486255525594,True,0.025277011703362787,0.0002876733221585192,0.025277011703362787,0.011685835543837751,0.04285587484684988,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
108,7Networks_RH_Vis_8,Vis_8,3.1786040320539843,37.04976180804141,3.7199033722114515e-183,True,3.1786040320539843,0.0028613511854682517,3.1786040320539843,3.0221885849997325,3.3456187510017426,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
107,7Networks_RH_Vis_7,Vis_7,0.016301018458760492,2.005373978390146,0.04563925456764034,True,0.016301018458760495,0.0004192040226711099,0.016301018458760492,0.0037977962326578873,0.035648821875931304,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
106,7Networks_RH_Vis_6,Vis_6,0.7329276233860604,14.408744415277823,7.046490126700731e-43,True,0.7329276233860607,0.001615024504725087,0.7329276233860604,0.6320504087136436,0.8291525057001916,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
110,7Networks_RH_Vis_10,Vis_10,0.07153772316144072,3.319411552758458,0.0009883477974927995,True,0.07153772316144072,0.0010997865404813066,0.07153772316144072,0.03172722447072113,0.11748460542430346,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
103,7Networks_RH_Vis_3,Vis_3,1.4122100516953935,21.218350236873555,8.368971599862498e-85,True,1.4122100516953935,0.0019449535645561958,1.4122100516953935,1.2835565588287714,1.5450866101173024,Occipital,R,Vis,Occipital,"(4, 'Vis', 1)",Vis_R
