Subject1,Subject2,Dice
sub-025,sub-038,0.9244571366991756
sub-025,sub-057,0.9301976146715143
sub-025,sub-059,0.9280682687276094
sub-025,sub-064,0.9220842332613391
sub-025,sub-067,0.9269976892901284
sub-025,sub-068,0.9266654126246204
sub-025,sub-071,0.9074309804404659
sub-025,sub-083,0.9213593157186178
sub-025,sub-085,0.9243846910320486
sub-025,sub-087,0.9004288697026127
sub-025,sub-088,0.9208748706215613
sub-025,sub-093,0.9279379603665491
sub-025,sub-094,0.9232968722603617
sub-025,sub-095,0.928421024396132
sub-025,sub-096,0.9221242766751393
sub-025,sub-097,0.893733278598021
sub-025,sub-107,0.925371123743837
sub-038,sub-057,0.9923723791873117
sub-038,sub-059,0.9922957620386599
sub-038,sub-064,0.9866849273377464
sub-038,sub-067,0.9910874340394374
sub-038,sub-068,0.9909600525225999
sub-038,sub-071,0.9732389480581215
sub-038,sub-083,0.9798633722786184
sub-038,sub-085,0.9885202951562481
sub-038,sub-087,0.9457323359149904
sub-038,sub-088,0.9786461396823773
sub-038,sub-093,0.9923213677800053
sub-038,sub-094,0.987240404961924
sub-038,sub-095,0.9926013688097909
sub-038,sub-096,0.9852683447207335
sub-038,sub-097,0.94180665862293
sub-038,sub-107,0.9886093251657976
sub-057,sub-059,0.9960055269438512
sub-057,sub-064,0.9903108854107452
sub-057,sub-067,0.9948815976457864
sub-057,sub-068,0.9946797137358975
sub-057,sub-071,0.9771691835167647
sub-057,sub-083,0.9839476964562823
sub-057,sub-085,0.9922332055678837
sub-057,sub-087,0.9479102218126769
sub-057,sub-088,0.9838107732871391
sub-057,sub-093,0.9961313336850303
sub-057,sub-094,0.9911895385236797
sub-057,sub-095,0.996383817583687
sub-057,sub-096,0.9889050540831172
sub-057,sub-097,0.9447467117426444
sub-057,sub-107,0.9923721868499022
sub-059,sub-064,0.9901580523303559
sub-059,sub-067,0.9949312639138692
sub-059,sub-068,0.9946035699460357
sub-059,sub-071,0.9769614744656342
sub-059,sub-083,0.98328414410747
sub-059,sub-085,0.9921565660386875
sub-059,sub-087,0.9479823579751169
sub-059,sub-088,0.9818469025083122
sub-059,sub-093,0.9961559720617055
sub-059,sub-094,0.9911379301638599
sub-059,sub-095,0.9962829013461925
sub-059,sub-096,0.9887265135699373
sub-059,sub-097,0.9447658293050163
sub-059,sub-107,0.9924468822898934
sub-064,sub-067,0.9891472083786587
sub-064,sub-068,0.9891458354417569
sub-064,sub-071,0.975759838313101
sub-064,sub-083,0.9775457720799908
sub-064,sub-085,0.9868489467743776
sub-064,sub-087,0.9428389796837338
sub-064,sub-088,0.9763741191543882
sub-064,sub-093,0.9902343503253112
sub-064,sub-094,0.9858947502063099
sub-064,sub-095,0.990793478398141
sub-064,sub-096,0.9832031150586619
sub-064,sub-097,0.9391616289111805
sub-064,sub-107,0.9865070508268236
sub-067,sub-068,0.9936023374137323
sub-067,sub-071,0.9761010802568013
sub-067,sub-083,0.9821562758708527
sub-067,sub-085,0.9911247459253367
sub-067,sub-087,0.9468508607735098
sub-067,sub-088,0.9812004183353314
sub-067,sub-093,0.9947554426431563
sub-067,sub-094,0.9899773764234527
sub-067,sub-095,0.9951093174417581
sub-067,sub-096,0.9874844822781282
sub-067,sub-097,0.9436532180214491
sub-067,sub-107,0.9912134525071958
sub-068,sub-071,0.9758416958232407
sub-068,sub-083,0.9819247181708172
sub-068,sub-085,0.9909468553895883
sub-068,sub-087,0.9469493223646047
sub-068,sub-088,0.9806367671819991
sub-068,sub-093,0.994628998377379
sub-068,sub-094,0.9900519523201577
sub-068,sub-095,0.9951338505450842
sub-068,sub-096,0.9876349262656464
sub-068,sub-097,0.9432225469839045
sub-068,sub-107,0.9909850761344411
sub-071,sub-083,0.9645570276647049
sub-071,sub-085,0.9739438791242676
sub-071,sub-087,0.9273007988185541
sub-071,sub-088,0.9630918225603344
sub-071,sub-093,0.9770138480047098
sub-071,sub-094,0.9728339164437126
sub-071,sub-095,0.9775850157365472
sub-071,sub-096,0.9703087732869207
sub-071,sub-097,0.928479069015678
sub-071,sub-107,0.9732125650414338
sub-083,sub-085,0.9800025539522411
sub-083,sub-087,0.9377426196923816
sub-083,sub-088,0.9697188641025972
sub-083,sub-093,0.9833104360657406
sub-083,sub-094,0.9784459614942088
sub-083,sub-095,0.983646998982706
sub-083,sub-096,0.9763335597042656
sub-083,sub-097,0.9349053826182383
sub-083,sub-107,0.9797862423863215
sub-085,sub-087,0.9453454406069498
sub-085,sub-088,0.978299510236442
sub-085,sub-093,0.9922073991879555
sub-085,sub-094,0.9875310456688124
sub-085,sub-095,0.9926891370660751
sub-085,sub-096,0.9857881301040172
sub-085,sub-097,0.9417630211095789
sub-085,sub-107,0.9883681192805701
sub-087,sub-088,0.9388943810618003
sub-087,sub-093,0.9479587672296897
sub-087,sub-094,0.9436938427132819
sub-087,sub-095,0.9483464276784187
sub-087,sub-096,0.9406552593182119
sub-087,sub-097,0.9094340146248734
sub-087,sub-107,0.9453343906952154
sub-088,sub-093,0.9819497344050546
sub-088,sub-094,0.977404529335706
sub-088,sub-095,0.9822872496211688
sub-088,sub-096,0.9746195498755357
sub-088,sub-097,0.9339927358503209
sub-088,sub-107,0.9788757608306481
sub-093,sub-094,0.991289858365523
sub-093,sub-095,0.9963082023205585
sub-093,sub-096,0.9888029959893218
sub-093,sub-097,0.9451649541720595
sub-093,sub-107,0.9922707385038269
