Subject1,Subject2,Dice
sub-068,sub-096,0.7425692394836478
sub-068,sub-097,0.8347229551451187
sub-068,sub-107,0.8278547400206606
sub-071,sub-083,0.6200773801298881
sub-071,sub-085,0.6660611944505339
sub-071,sub-087,0.6649289551479703
sub-071,sub-088,0.643522149848242
sub-071,sub-093,0.748899905308305
sub-071,sub-094,0.5389863932163281
sub-071,sub-095,0.7160581986967777
sub-071,sub-096,0.6334435357577867
sub-071,sub-097,0.6911035899915388
sub-071,sub-107,0.7059644862649871
sub-083,sub-085,0.7344534279101921
sub-083,sub-087,0.7439860971371078
sub-083,sub-088,0.6975834067116721
sub-083,sub-093,0.7919239649895291
sub-083,sub-094,0.5926203408878067
sub-083,sub-095,0.7493776645969842
sub-083,sub-096,0.691737323358271
sub-083,sub-097,0.7462825278810409
sub-083,sub-107,0.7558407466822226
sub-085,sub-087,0.8046503828740708
sub-085,sub-088,0.7298935980502883
sub-085,sub-093,0.879962216311616
sub-085,sub-094,0.6412831053305479
sub-085,sub-095,0.8434039860803543
sub-085,sub-096,0.7331962006170972
sub-085,sub-097,0.8341039689963918
sub-085,sub-107,0.8266609423634217
sub-087,sub-088,0.7366009525532043
sub-087,sub-093,0.8688281308951883
sub-087,sub-094,0.6262411833184962
sub-087,sub-095,0.8197010144153764
sub-087,sub-096,0.7245442828208433
sub-087,sub-097,0.8200741683133476
sub-087,sub-107,0.8106315903902598
sub-088,sub-093,0.8052949150740278
sub-088,sub-094,0.6148503878832656
sub-088,sub-095,0.7563696070660174
sub-088,sub-096,0.6658128078817734
sub-088,sub-097,0.749332030913322
sub-088,sub-107,0.7613387189844201
sub-093,sub-094,0.6684099485929932
sub-093,sub-095,0.9231393323311141
sub-093,sub-096,0.78810790376151
sub-093,sub-097,0.9093017637110413
sub-093,sub-107,0.9056082244259632
sub-094,sub-095,0.6447888761321597
sub-094,sub-096,0.5993505022279284
sub-094,sub-097,0.6344563701806154
sub-094,sub-107,0.6449889221947087
sub-095,sub-096,0.7566789497927222
sub-095,sub-097,0.8633259151254701
sub-095,sub-107,0.8627843680994197
sub-096,sub-097,0.7428037055437038
sub-096,sub-107,0.7527588635830007
sub-097,sub-107,0.8428530536834161
