ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction,Condition,Analysis_Type
1,7Networks_LH_Vis_1,-0.001344967500385833,0.011500151717240984,-0.012845119217626816,0.012845119217626816,-0.02227273922124987,-0.0021614216543901425,0.8333333333333334,True,True,True,LO > pIPS,nontools,ppi
2,7Networks_LH_Vis_2,-0.006758327686614547,0.027406249208647832,-0.03416457689526238,0.03416457689526238,-0.047254746277244276,-0.022043459913724462,0.8888888888888888,True,True,True,LO > pIPS,nontools,ppi
3,7Networks_LH_Vis_3,0.0023724535222547686,0.021028431030865817,-0.01865597750861105,0.01865597750861105,-0.02889823939782019,-0.010143749396667075,0.8888888888888888,True,True,True,LO > pIPS,nontools,ppi
4,7Networks_LH_Vis_4,-0.0018734121447183802,-0.017972166086329632,0.01609875394161125,0.01609875394161125,0.00775234591823022,0.025457698845621417,0.7777777777777778,True,True,True,pIPS > LO,nontools,ppi
5,7Networks_LH_Vis_5,-0.003239694693581434,0.027040636686174246,-0.03028033137975568,0.03028033137975568,-0.03936037698308693,-0.02142442061433106,1.0,True,True,True,LO > pIPS,nontools,ppi
6,7Networks_LH_Vis_6,-0.0010395370520985114,-0.008408526653589331,0.00736898960149082,0.00736898960149082,-0.00028363657350518565,0.015257671639378705,0.6666666666666666,False,False,False,pIPS > LO,nontools,ppi
7,7Networks_LH_Vis_7,-0.006158070516355727,0.009306720263050806,-0.015464790779406533,0.015464790779406533,-0.024949499857528673,-0.006613902108550177,0.7777777777777778,True,True,True,LO > pIPS,nontools,ppi
8,7Networks_LH_Vis_8,0.004849941128278971,0.002903808776745734,0.0019461323515332367,0.0019461323515332367,-0.006229613106098023,0.010640836018402025,0.4444444444444444,False,False,False,pIPS > LO,nontools,ppi
9,7Networks_LH_Vis_9,-0.004841606515614352,0.04262559143640403,-0.04746719795201838,0.04746719795201838,-0.06007013394461551,-0.03566225268866961,1.0,True,True,True,LO > pIPS,nontools,ppi
10,7Networks_LH_Vis_10,0.0018891190183406457,-0.01626298970554639,0.018152108723887037,0.018152108723887037,0.0077052246958447855,0.0284694590087235,0.7222222222222222,True,False,False,pIPS > LO,nontools,ppi
11,7Networks_LH_Vis_11,0.0012542195061024672,0.019512852598547164,-0.018258633092444698,0.018258633092444698,-0.028675688802493045,-0.00829636983073074,0.8333333333333334,True,True,True,LO > pIPS,nontools,ppi
12,7Networks_LH_Vis_12,-0.00045570865760834027,-0.014572771473987552,0.014117062816379212,0.014117062816379212,0.005311235254412446,0.02274658080380348,0.7222222222222222,True,False,False,pIPS > LO,nontools,ppi
13,7Networks_LH_Vis_13,0.000846888142750944,-0.021846520606516293,0.022693408749267237,0.022693408749267237,0.013195510365785692,0.03172122816442845,0.8333333333333334,True,True,True,pIPS > LO,nontools,ppi
14,7Networks_LH_Vis_14,-0.0013273975357473205,-0.001054275110011021,-0.0002731224257362995,0.0002731224257362995,-0.009724775001951522,0.00805855719299328,0.05555555555555555,False,False,False,LO > pIPS,nontools,ppi
15,7Networks_LH_SomMot_1,-0.003113198816619271,-0.0026285570847316333,-0.0004846417318876378,0.0004846417318876378,-0.005656302572303052,0.004790769739228568,0.3888888888888889,False,False,False,LO > pIPS,nontools,ppi
16,7Networks_LH_SomMot_2,-0.0038203843360713912,-0.0027871998807151533,-0.0010331844553562379,0.0010331844553562379,-0.0075296347483345336,0.005543621387971468,0.5,False,False,False,LO > pIPS,nontools,ppi
