ROI_ID,ROI_Name,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,LOO_Reliability,Bootstrap_Significant,LOO_Significant,Combined_Significant,Direction,Condition,Analysis_Type
71,7Networks_LH_Cont_pCun_1,0.18584129359159204,0.05884271159043743,0.1269985820011546,0.1269985820011546,0.09793943908169038,0.15785484300641756,1.0,True,True,True,pIPS > LO,nontools,fc
72,7Networks_LH_Cont_Cing_1,0.1233833690898286,0.09019972052839068,0.03318364856143792,0.03318364856143792,0.020973833024294845,0.045620901758472124,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
73,7Networks_LH_Cont_Cing_2,0.077856645712422,0.06940028637958069,0.008456359332841307,0.008456359332841307,-0.0010923591785184632,0.01777324444265104,0.7222222222222222,False,False,False,pIPS > LO,nontools,fc
74,7Networks_LH_Default_Temp_1,0.03506526651714618,0.028806925984099507,0.00625834053304667,0.00625834053304667,-0.005091476651917521,0.017759810779211363,0.5555555555555556,False,False,False,pIPS > LO,nontools,fc
75,7Networks_LH_Default_Temp_2,0.05562798156299525,0.05401252776694795,0.0016154537960473003,0.0016154537960473003,-0.010679913058670033,0.0132042248312953,0.4444444444444444,False,False,False,pIPS > LO,nontools,fc
76,7Networks_LH_Default_Temp_3,0.07741725144700871,0.056504450583209596,0.020912800863799118,0.020912800863799118,0.005397892451017258,0.03560045590857043,0.6666666666666666,True,False,False,pIPS > LO,nontools,fc
77,7Networks_LH_Default_Temp_4,0.12008457993053728,0.09745680307969451,0.022627776850842773,0.022627776850842773,0.005176958168805054,0.04014971224694616,0.6666666666666666,True,False,False,pIPS > LO,nontools,fc
78,7Networks_LH_Default_Temp_5,0.14567487686872482,0.10401628745926751,0.04165858940945731,0.04165858940945731,0.026081207518776243,0.05792571434544192,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
79,7Networks_LH_Default_Par_1,0.16058015119698313,0.11725075077265501,0.04332940042432812,0.04332940042432812,0.02484812122097031,0.06529374616996693,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
80,7Networks_LH_Default_Par_2,0.13799441610980365,0.0844185742446118,0.05357584186519185,0.05357584186519185,0.03514456122777321,0.07203933986473,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
81,7Networks_LH_Default_Par_3,0.09192636340028709,0.07012537395995525,0.021800989440331847,0.021800989440331847,0.0026318084590861495,0.04154251327143153,0.6111111111111112,True,False,False,pIPS > LO,nontools,fc
82,7Networks_LH_Default_Par_4,0.1021160486464699,0.06315767320079936,0.038958375445670546,0.038958375445670546,0.014937805405093554,0.06366641537234599,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
83,7Networks_LH_Default_PFC_1,0.056758803211980395,0.05066759840378331,0.0060912048081970885,0.0060912048081970885,-0.004427152499556543,0.015327517602903143,0.7222222222222222,False,False,False,pIPS > LO,nontools,fc
84,7Networks_LH_Default_PFC_2,0.05330304910118381,0.03873945583796336,0.014563593263220452,0.014563593263220452,-0.00046248435909445435,0.028698370455013996,0.7222222222222222,False,False,False,pIPS > LO,nontools,fc
85,7Networks_LH_Default_PFC_3,0.058713402754316725,0.0580635414355331,0.0006498613187836261,0.0006498613187836261,-0.012928675710120132,0.013583845019133551,0.05555555555555555,False,False,False,pIPS > LO,nontools,fc
86,7Networks_LH_Default_PFC_4,0.03729870677408245,0.02477205831867953,0.012526648455402922,0.012526648455402922,0.0038579410485302394,0.020774778830430784,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
87,7Networks_LH_Default_PFC_5,0.06455835606902838,0.056590902567323714,0.007967453501704663,0.007967453501704663,-0.0049436661634697674,0.020747778184401496,0.6111111111111112,False,False,False,pIPS > LO,nontools,fc
88,7Networks_LH_Default_PFC_6,0.03282833262346685,0.03693517610534198,-0.004106843481875129,0.004106843481875129,-0.01977534357510093,0.009894979249090989,0.3888888888888889,False,False,False,LO > pIPS,nontools,fc
89,7Networks_LH_Default_PFC_7,0.031478369789611965,0.041606867504823536,-0.01012849771521157,0.01012849771521157,-0.025230278192450186,0.0037076661143348364,0.6666666666666666,False,False,False,LO > pIPS,nontools,fc
90,7Networks_LH_Default_PFC_8,0.051656721625477076,0.047049627975664206,0.00460709364981287,0.00460709364981287,-0.004983686846551591,0.013457083306275304,0.7222222222222222,False,False,False,pIPS > LO,nontools,fc
91,7Networks_LH_Default_PFC_9,0.05681476227214767,0.06923476078857978,-0.012419998516432107,0.012419998516432107,-0.029946219069339957,0.0034342674286259763,0.7222222222222222,False,False,False,LO > pIPS,nontools,fc
92,7Networks_LH_Default_PFC_10,0.10325483574221532,0.09849521890282631,0.004759616839389011,0.004759616839389011,-0.012761182221584023,0.021873679081909347,0.5,False,False,False,pIPS > LO,nontools,fc
93,7Networks_LH_Default_PFC_11,0.1226816890347335,0.10105935732523601,0.021622331709497497,0.021622331709497497,0.004526216575565437,0.03764576204897214,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
94,7Networks_LH_Default_PFC_12,0.08505776452107562,0.05553069657051108,0.02952706795056454,0.02952706795056454,0.015782216630597964,0.04255600603323223,0.7777777777777778,True,True,True,pIPS > LO,nontools,fc
95,7Networks_LH_Default_PFC_13,0.09822704529182778,0.09270656543473403,0.005520479857093752,0.005520479857093752,-0.012341775623564092,0.022741103674181643,0.5555555555555556,False,False,False,pIPS > LO,nontools,fc
96,7Networks_LH_Default_pCunPCC_1,0.15291384529943267,0.05750206460814095,0.09541178069129172,0.09541178069129172,0.07299624800604458,0.12108164324567444,1.0,True,True,True,pIPS > LO,nontools,fc
97,7Networks_LH_Default_pCunPCC_2,0.12137913724614514,0.07034707757540876,0.05103205967073639,0.05103205967073639,0.02779178039119061,0.07413737633679476,0.8333333333333334,True,True,True,pIPS > LO,nontools,fc
98,7Networks_LH_Default_pCunPCC_3,0.12116510421037674,0.08489243624111016,0.03627266796926658,0.03627266796926658,0.02336294215379489,0.04960010225574173,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
99,7Networks_LH_Default_pCunPCC_4,0.14504804213841757,0.08022856337225272,0.06481947876616485,0.06481947876616485,0.04457658214960247,0.08520665979012848,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
100,7Networks_LH_Default_PHC_1,0.09776861189554135,0.10302643454633653,-0.005257822650795177,0.005257822650795177,-0.02279602527527862,0.01069624114121931,0.4444444444444444,False,False,False,LO > pIPS,nontools,fc
101,7Networks_RH_Vis_1,0.1196590152879556,0.1676803653438886,-0.04802135005593301,0.04802135005593301,-0.0653279583590726,-0.032544792505602035,0.9444444444444444,True,True,True,LO > pIPS,nontools,fc
102,7Networks_RH_Vis_2,0.12902043242421415,0.14022182507647407,-0.011201392652259917,0.011201392652259917,-0.032252325971300407,0.007306418588591928,0.4444444444444444,False,False,False,LO > pIPS,nontools,fc
103,7Networks_RH_Vis_3,0.2104419312543339,0.2935132897562451,-0.08307135850191116,0.08307135850191116,-0.1153405117905802,-0.04954769015312195,0.8333333333333334,True,True,True,LO > pIPS,nontools,fc
104,7Networks_RH_Vis_4,0.1485506066431602,0.04684043467407011,0.10171017196909007,0.10171017196909007,0.07815945405260814,0.12714018529061125,1.0,True,True,True,pIPS > LO,nontools,fc
105,7Networks_RH_Vis_5,0.10792164067323837,0.16940484907374614,-0.06148320840050778,0.06148320840050778,-0.10040387292133852,-0.02713056378803837,0.7222222222222222,True,False,False,LO > pIPS,nontools,fc
106,7Networks_RH_Vis_6,0.13198588571200767,0.154437688489755,-0.02245180277774733,0.02245180277774733,-0.04597438303495032,0.001749712179621889,0.7222222222222222,False,False,False,LO > pIPS,nontools,fc
107,7Networks_RH_Vis_7,0.13848024710184997,0.05529701181997856,0.08318323528187141,0.08318323528187141,0.06274051690642307,0.10467092215807902,1.0,True,True,True,pIPS > LO,nontools,fc
108,7Networks_RH_Vis_8,0.14241128911574683,0.27364086773660445,-0.13122957862085763,0.13122957862085763,-0.16660602770538796,-0.09622226990759374,1.0,True,True,True,LO > pIPS,nontools,fc
109,7Networks_RH_Vis_9,0.20111727704190546,0.05968378329028686,0.1414334937516186,0.1414334937516186,0.11032873325360316,0.17263867378027903,1.0,True,True,True,pIPS > LO,nontools,fc
110,7Networks_RH_Vis_10,0.17857691831886768,0.08954200933739129,0.0890349089814764,0.0890349089814764,0.06392691558640864,0.11571758718507931,1.0,True,True,True,pIPS > LO,nontools,fc
111,7Networks_RH_Vis_11,0.21904814864198366,0.385520795153247,-0.16647264651126334,0.16647264651126334,-0.21391318198293446,-0.11812598863616587,0.8888888888888888,True,True,True,LO > pIPS,nontools,fc
112,7Networks_RH_Vis_12,0.16160054918792513,0.1526254169229004,0.008975132265024721,0.008975132265024721,-0.02088000995831357,0.03986306368994215,0.5555555555555556,False,False,False,pIPS > LO,nontools,fc
113,7Networks_RH_Vis_13,0.1892984633644422,0.058566951787927084,0.1307315115765151,0.1307315115765151,0.10044300100998954,0.1621626597738618,1.0,True,True,True,pIPS > LO,nontools,fc
114,7Networks_RH_Vis_14,0.10998453846615222,-0.019574918422020145,0.12955945688817236,0.12955945688817236,0.0996795836803762,0.1613747122063715,1.0,True,True,True,pIPS > LO,nontools,fc
115,7Networks_RH_Vis_15,0.20948253571987152,0.24347635658664835,-0.033993820866776825,0.033993820866776825,-0.07098344208465683,0.0006924574470354478,0.6111111111111112,False,False,False,LO > pIPS,nontools,fc
116,7Networks_RH_SomMot_1,0.11387882159195012,0.07347407810286516,0.04040474348908496,0.04040474348908496,0.02534843732331259,0.0560640867282119,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
117,7Networks_RH_SomMot_2,0.13413628071753514,0.08670709189027548,0.04742918882725966,0.04742918882725966,0.030596048136552166,0.06407859639342253,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
118,7Networks_RH_SomMot_3,0.09739652012164395,0.0602235683084776,0.03717295181316634,0.03717295181316634,0.022553539358907273,0.053039318641337256,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
119,7Networks_RH_SomMot_4,0.10424982909009689,0.06445995503519145,0.039789874054905444,0.039789874054905444,0.023645041835132156,0.056803873097912086,0.8888888888888888,True,True,True,pIPS > LO,nontools,fc
120,7Networks_RH_SomMot_5,0.10320429439242515,0.05139093892648816,0.05181335546593699,0.05181335546593699,0.03253997093868546,0.06944827745319343,0.9444444444444444,True,True,True,pIPS > LO,nontools,fc
