ROI_ID,ROI_Name,pIPS_tools,LO_tools,Difference
142,7Networks_RH_DorsAttn_Post_8,0.2196978595521715,0.2261849803229173,-0.006487120770745813
143,7Networks_RH_DorsAttn_Post_9,0.19975973003440434,0.11201162155096729,0.08774810848343705
144,7Networks_RH_DorsAttn_Post_10,0.1735321564806832,0.1462831096464975,0.02724904683418572
145,7Networks_RH_DorsAttn_FEF_1,0.1432807371020317,0.13517906992799705,0.008101667174034655
146,7Networks_RH_DorsAttn_FEF_2,0.1394829555000696,0.09843123313556942,0.041051722364500165
147,7Networks_RH_DorsAttn_PrCv_1,0.0950820414452917,0.09007788149433003,0.005004159950961665
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.1434951118297047,0.1003183419816196,0.043176769848085106
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.13671699807875687,0.1168132261890504,0.019903771889706462
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.11829724721610546,0.08820706802523798,0.030090179190867483
151,7Networks_RH_SalVentAttn_PrC_1,0.13524109145833385,0.13427759633244327,0.0009634951258905844
152,7Networks_RH_SalVentAttn_FrOperIns_1,0.03761247670950575,0.025993273593485355,0.011619203116020396
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.06952655967324972,0.047460492260547146,0.022066067412702575
154,7Networks_RH_SalVentAttn_FrOperIns_3,0.08225173410028219,0.07813082093424681,0.004120913166035384
155,7Networks_RH_SalVentAttn_FrOperIns_4,0.07640922824955648,0.052406750412450895,0.024002477837105587
156,7Networks_RH_SalVentAttn_Med_1,0.10373259046011502,0.0803988236002624,0.02333376685985261
157,7Networks_RH_SalVentAttn_Med_2,0.15580763978262743,0.08964569338907798,0.06616194639354946
158,7Networks_RH_SalVentAttn_Med_3,0.1308398333688577,0.1139116378294097,0.016928195539448007
159,7Networks_RH_Limbic_OFC_1,0.030190122882939048,0.026735473230170708,0.00345464965276834
160,7Networks_RH_Limbic_OFC_2,0.05096229750456081,0.047416009933739484,0.00354628757082133
161,7Networks_RH_Limbic_OFC_3,0.02809884365544551,0.020993523196213774,0.007105320459231734
162,7Networks_RH_Limbic_TempPole_1,0.03039184818044305,0.02855317800357524,0.0018386701768678092
163,7Networks_RH_Limbic_TempPole_2,0.023117051472783916,0.022172124034518167,0.0009449274382657483
164,7Networks_RH_Limbic_TempPole_3,0.03443589754816559,0.031265872116718024,0.003170025431447565
165,7Networks_RH_Cont_Par_1,0.09013851610426274,0.07292458166678746,0.01721393443747528
166,7Networks_RH_Cont_Par_2,0.1304943027595679,0.0975924750091508,0.032901827750417084
167,7Networks_RH_Cont_Par_3,0.1915822153290113,0.15297877265968257,0.03860344266932872
168,7Networks_RH_Cont_Temp_1,0.10455522825941443,0.08260586537006828,0.021949362889346152
169,7Networks_RH_Cont_PFCv_1,0.05132865810042454,0.05261574699478741,-0.0012870888943628672
170,7Networks_RH_Cont_PFCl_1,0.0485174096085959,0.05452026328485873,-0.006002853676262833
171,7Networks_RH_Cont_PFCl_2,0.037797596098648176,0.043836507428851396,-0.00603891133020322
172,7Networks_RH_Cont_PFCl_3,0.05663489014841616,0.05402157766123613,0.002613312487180032
173,7Networks_RH_Cont_PFCl_4,0.10993710087819232,0.11814332194626331,-0.008206221068070993
174,7Networks_RH_Cont_PFCl_5,0.04173061708247082,0.037479232220600046,0.004251384861870773
175,7Networks_RH_Cont_PFCl_6,0.07649494257445137,0.06253340902427833,0.013961533550173044
176,7Networks_RH_Cont_PFCl_7,0.1330132931470871,0.12859688295672336,0.004416410190363734
177,7Networks_RH_Cont_pCun_1,0.19977260298199123,0.08197775358955066,0.11779484939244057
178,7Networks_RH_Cont_Cing_1,0.10447977545360725,0.08352784936626752,0.02095192608733973
179,7Networks_RH_Cont_Cing_2,0.07635415024641487,0.07375817383742994,0.002595976408984929
180,7Networks_RH_Cont_PFCmp_1,0.06131263392873936,0.06044452042422361,0.0008681135045157523
181,7Networks_RH_Cont_PFCmp_2,0.09633978430388702,0.0908089480880234,0.00553083621586363
