ROI_ID,ROI_Name,pIPS_tools,LO_tools,Difference
74,7Networks_LH_Default_Temp_1,0.0011009353286061659,0.0016505617644858906,-0.0005496264358797248
75,7Networks_LH_Default_Temp_2,0.004067373401073399,0.004054637320707584,1.2736080365815736e-05
76,7Networks_LH_Default_Temp_3,0.0036658129864963395,0.002391144524784362,0.0012746684617119777
77,7Networks_LH_Default_Temp_4,0.0037164543883199865,0.005491108940396079,-0.0017746545520760928
78,7Networks_LH_Default_Temp_5,0.0020525293975306343,0.0033438725463031892,-0.001291343148772555
79,7Networks_LH_Default_Par_1,0.0073621338270784525,0.008866322592516768,-0.0015041887654383152
80,7Networks_LH_Default_Par_2,0.007978525182613161,0.004025024781993668,0.003953500400619493
81,7Networks_LH_Default_Par_3,0.0037889661560638432,0.006597352138575436,-0.0028083859825115925
82,7Networks_LH_Default_Par_4,0.008778411399876252,0.005279186117175128,0.0034992252827011237
83,7Networks_LH_Default_PFC_1,0.0004735491750872009,0.0022227025529047064,-0.0017491533778175054
84,7Networks_LH_Default_PFC_2,0.004576263236401711,0.004421894571674488,0.00015436866472722313
85,7Networks_LH_Default_PFC_3,0.0018022612830257145,0.0030734634676341348,-0.0012712021846084203
86,7Networks_LH_Default_PFC_4,0.0011056004503492986,0.0014104184776976831,-0.0003048180273483845
87,7Networks_LH_Default_PFC_5,7.241672905920211e-06,0.002152875553373937,-0.0021456338804680167
88,7Networks_LH_Default_PFC_6,0.0030014164416433016,0.005105431159422525,-0.0021040147177792236
89,7Networks_LH_Default_PFC_7,0.0028451860570168313,0.006631429833678485,-0.0037862437766616537
90,7Networks_LH_Default_PFC_8,-0.0006778749314702492,-0.0007519857366141331,7.411080514388392e-05
91,7Networks_LH_Default_PFC_9,0.00509134506904032,0.012812725174336419,-0.007721380105296099
92,7Networks_LH_Default_PFC_10,0.0015863681047195548,0.006800563251986942,-0.005214195147267387
93,7Networks_LH_Default_PFC_11,0.0038745598874835425,0.0083695987795518,-0.004495038892068258
94,7Networks_LH_Default_PFC_12,0.003172851641824974,0.0013408450293546446,0.0018320066124703296
95,7Networks_LH_Default_PFC_13,0.001026910253917895,0.001122943159633669,-9.60329057157741e-05
96,7Networks_LH_Default_pCunPCC_1,0.0008116869125697336,-0.010949471825376735,0.011761158737946469
97,7Networks_LH_Default_pCunPCC_2,0.006182436691821496,0.0027727353529755387,0.0034097013388459576
98,7Networks_LH_Default_pCunPCC_3,0.005961053229082927,0.0045584814358922525,0.0014025717931906746
99,7Networks_LH_Default_pCunPCC_4,0.006547719820324753,0.0006218664526128018,0.005925853367711951
100,7Networks_LH_Default_PHC_1,0.0019241183031682453,0.001358842269063032,0.0005652760341052134
101,7Networks_RH_Vis_1,0.002747538008550186,0.009792715717719246,-0.00704517770916906
102,7Networks_RH_Vis_2,-0.00022659276621986765,-0.001797548741303996,0.0015709559750841284
103,7Networks_RH_Vis_3,-0.002582968940699835,0.010812040131564818,-0.013395009072264654
104,7Networks_RH_Vis_4,-0.004451357499541891,-0.014374951003609622,0.00992359350406773
105,7Networks_RH_Vis_5,0.0026779650343161407,0.016978258167851357,-0.014300293133535216
106,7Networks_RH_Vis_6,-0.006101508854635191,-0.001750071802504018,-0.004351437052131173
107,7Networks_RH_Vis_7,-0.0013456136434300133,-0.012038951889165731,0.010693338245735718
108,7Networks_RH_Vis_8,0.00022214739815417455,0.025509735591035386,-0.02528758819288121
109,7Networks_RH_Vis_9,-0.0028723637698965616,-0.017593352749715612,0.01472098897981905
110,7Networks_RH_Vis_10,-0.00038454706129550784,-0.009709568296556614,0.009325021235261107
111,7Networks_RH_Vis_11,0.006452803199871239,0.03410785629905508,-0.02765505309918384
112,7Networks_RH_Vis_12,-0.0023680496936074337,-0.004288617028363882,0.0019205673347564485
113,7Networks_RH_Vis_13,-0.0013977909632671478,-0.018975714577432547,0.0175779236141654
114,7Networks_RH_Vis_14,-0.005351060798137046,-0.02188522958842431,0.01653416879028726
115,7Networks_RH_Vis_15,0.0011460792121276615,0.011475604389695618,-0.010329525177567956
116,7Networks_RH_SomMot_1,-0.0020900478665859842,-0.0030809160334183605,0.0009908681668323763
117,7Networks_RH_SomMot_2,-0.0030419274353064457,-0.0032047221798883374,0.00016279474458189176
118,7Networks_RH_SomMot_3,-0.0017179863107981929,-0.002540736511306512,0.0008227502005083191
119,7Networks_RH_SomMot_4,-0.001073404308412866,-0.0012331056621466563,0.00015970135373379025
120,7Networks_RH_SomMot_5,-0.0079477771994844,-0.008214308818468434,0.00026653161898403284
121,7Networks_RH_SomMot_6,-0.005573473714993468,-0.00829179712364583,0.002718323408652362
122,7Networks_RH_SomMot_7,0.0017628135945864125,0.0007189070699096805,0.001043906524676732
123,7Networks_RH_SomMot_8,-0.00010330069904929351,-0.00204299316930696,0.0019396924702576664
124,7Networks_RH_SomMot_9,0.0018899261351357738,0.0033007794023816477,-0.001410853267245874
125,7Networks_RH_SomMot_10,0.000518010928126616,-0.0002652727409241238,0.0007832836690507398
126,7Networks_RH_SomMot_11,-0.0012039586178617537,-0.0021506114408138518,0.000946652822952098
127,7Networks_RH_SomMot_12,0.0036791934615839042,0.004025946517479746,-0.0003467530558958422
128,7Networks_RH_SomMot_13,0.004568479635065315,0.016266612607542752,-0.011698132972477437
129,7Networks_RH_SomMot_14,0.0011261175956793865,0.0011032849995298542,2.2832596149532274e-05
130,7Networks_RH_SomMot_15,0.004123823576647977,0.0049287826325191755,-0.0008049590558711983
131,7Networks_RH_SomMot_16,0.0011541130718773003,-0.0017841218923004697,0.0029382349641777702
132,7Networks_RH_SomMot_17,-0.0005079202014894692,3.8207190399337e-05,-0.0005461273918888062
133,7Networks_RH_SomMot_18,-0.0005257744747667769,0.0006694390479543537,-0.0011952135227211306
134,7Networks_RH_SomMot_19,0.0014935948164902736,-0.0010471807136515985,0.002540775530141872
135,7Networks_RH_DorsAttn_Post_1,0.0035960598082236473,0.012998993191247902,-0.009402933383024253
136,7Networks_RH_DorsAttn_Post_2,0.007376967388212964,0.017493882738852096,-0.010116915350639133
137,7Networks_RH_DorsAttn_Post_3,-0.0036350822776167646,-0.006107261096296302,0.002472178818679537
138,7Networks_RH_DorsAttn_Post_4,0.0005879209466726765,0.0016599465453420727,-0.0010720255986693963
139,7Networks_RH_DorsAttn_Post_5,0.0007616409627258207,0.006357673886657433,-0.005596032923931612
140,7Networks_RH_DorsAttn_Post_6,-0.0032742691908721816,-0.00419791513102401,0.0009236459401518286
141,7Networks_RH_DorsAttn_Post_7,0.0038838621533865414,0.01768204288502979,-0.01379818073164325
142,7Networks_RH_DorsAttn_Post_8,0.00327236027234091,0.020452989740512552,-0.017180629468171643
143,7Networks_RH_DorsAttn_Post_9,-0.0010401877442513313,-0.003474295925847297,0.0024341081815959656
144,7Networks_RH_DorsAttn_Post_10,0.00255949047389136,0.011984581105059258,-0.009425090631167898
145,7Networks_RH_DorsAttn_FEF_1,0.002819349512121457,0.008596626281973965,-0.005777276769852508
146,7Networks_RH_DorsAttn_FEF_2,0.0013996827035104775,-6.513018291681292e-05,0.0014648128864272903
147,7Networks_RH_DorsAttn_PrCv_1,-0.0016810163150387557,-0.0018490727571801443,0.00016805644214138858
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.0007941597158311451,0.0018326739993663242,-0.0010385142835351792
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.00014024566863589835,0.003093425306894637,-0.002953179638258739
150,7Networks_RH_SalVentAttn_TempOccPar_3,-0.0019780602042947844,-0.001449388134735047,-0.0005286720695597375
151,7Networks_RH_SalVentAttn_PrC_1,-0.0015281510457418176,0.0017501806169042187,-0.0032783316626460363
152,7Networks_RH_SalVentAttn_FrOperIns_1,-0.0035435374125056423,-0.004637377374662283,0.0010938399621566405
153,7Networks_RH_SalVentAttn_FrOperIns_2,-0.002875539661204667,-0.004135608064332521,0.001260068403127854
154,7Networks_RH_SalVentAttn_FrOperIns_3,-0.005889009181573723,-0.005639759724862325,-0.00024924945671139787
155,7Networks_RH_SalVentAttn_FrOperIns_4,-0.006485308377300208,-0.007874591622620915,0.0013892832453207072
156,7Networks_RH_SalVentAttn_Med_1,-0.004032886341867624,-0.003896007958284158,-0.00013687838358346577
157,7Networks_RH_SalVentAttn_Med_2,-0.001563057426722424,-0.007252179098035391,0.005689121671312967
158,7Networks_RH_SalVentAttn_Med_3,-0.0033380690632973855,-0.0033798780464432175,4.1808983145832056e-05
159,7Networks_RH_Limbic_OFC_1,0.0027880064459090753,0.00028738721343373087,0.0025006192324753445
160,7Networks_RH_Limbic_OFC_2,0.0006547376436799378,0.0007795499151034627,-0.0001248122714235249
161,7Networks_RH_Limbic_OFC_3,-0.00013083362148223922,0.0010328848181397478,-0.001163718439621987
162,7Networks_RH_Limbic_TempPole_1,0.0008337508981625338,-5.953772118632549e-05,0.0008932886193488593
163,7Networks_RH_Limbic_TempPole_2,0.0023570378229358785,7.258941294282119e-05,0.0022844484099930574
164,7Networks_RH_Limbic_TempPole_3,0.000729608815198019,-0.0011127727233928065,0.0018423815385908255
165,7Networks_RH_Cont_Par_1,-0.00013062235614427813,0.0015300464442152683,-0.0016606688003595463
166,7Networks_RH_Cont_Par_2,0.0013915591466993071,0.0028830590297177112,-0.0014914998830184041
167,7Networks_RH_Cont_Par_3,0.007290433560297849,0.006053312239046251,0.0012371213212515981
168,7Networks_RH_Cont_Temp_1,0.002437534209791427,0.003736763229889795,-0.0012992290200983677
169,7Networks_RH_Cont_PFCv_1,-0.0011406800661380588,-0.0011002095831716247,-4.047048296643412e-05
170,7Networks_RH_Cont_PFCl_1,0.0009751653052305904,0.0030337661485217073,-0.002058600843291117
171,7Networks_RH_Cont_PFCl_2,-0.002873915943169647,-0.0019174359541183567,-0.0009564799890512902
172,7Networks_RH_Cont_PFCl_3,-0.003408284373494483,-0.002277017188576521,-0.001131267184917962
173,7Networks_RH_Cont_PFCl_4,0.0011719391336905895,0.0033570774721638193,-0.00218513833847323
174,7Networks_RH_Cont_PFCl_5,-0.003692884589624904,-0.004946005634493381,0.0012531210448684773
175,7Networks_RH_Cont_PFCl_6,-0.0009025214242226833,0.0003864238227893714,-0.0012889452470120548
176,7Networks_RH_Cont_PFCl_7,0.0015760871221367691,0.004546835477401617,-0.0029707483552648484
177,7Networks_RH_Cont_pCun_1,0.002442622421127801,-0.01265038524154964,0.015093007662677441
178,7Networks_RH_Cont_Cing_1,0.00349949100787449,0.001496290597790998,0.002003200410083492
179,7Networks_RH_Cont_Cing_2,-0.00010893663591213258,0.0007287965853888801,-0.0008377332213010127
180,7Networks_RH_Cont_PFCmp_1,-0.0028495446445621314,-0.0015315733298821492,-0.0013179713146799822
181,7Networks_RH_Cont_PFCmp_2,0.00046416473480683326,0.0009214328636373786,-0.0004572681288305454
182,7Networks_RH_Default_Par_1,0.0034786932351261713,-0.0018407787027874772,0.005319471937913649
183,7Networks_RH_Default_Par_2,0.008714170496999988,0.00664771950620554,0.0020664509907944483
184,7Networks_RH_Default_Par_3,0.00592547177150583,0.0034475792437699384,0.002477892527735891
185,7Networks_RH_Default_Temp_1,0.0009040712155009255,0.0002501460617149046,0.0006539251537860209
186,7Networks_RH_Default_Temp_2,0.0026470319705263743,0.0036368758272088556,-0.0009898438566824813
187,7Networks_RH_Default_Temp_3,-0.0012419842882694014,-0.0034955800701694122,0.0022535957819000106
188,7Networks_RH_Default_Temp_4,0.004012651838469878,0.006245248159822364,-0.002232596321352486
189,7Networks_RH_Default_Temp_5,-0.0001672810700357434,-0.0015845936274557788,0.0014173125574200355
190,7Networks_RH_Default_PFCv_1,-0.0012523684877445746,-0.0011932072717724437,-5.916121597213087e-05
191,7Networks_RH_Default_PFCdPFCm_1,0.0025860645095741163,0.003253869875116673,-0.0006678053655425568
192,7Networks_RH_Default_PFCdPFCm_2,0.00044548213470954585,0.0009664273715810069,-0.0005209452368714611
193,7Networks_RH_Default_PFCdPFCm_3,0.0012573936212726966,0.00022713694976663178,0.0010302566715060647
194,7Networks_RH_Default_PFCdPFCm_4,0.0010944300615627791,0.0031449470497774902,-0.002050516988214711
195,7Networks_RH_Default_PFCdPFCm_5,0.003989487298310974,0.008935591800825477,-0.004946104502514503
196,7Networks_RH_Default_PFCdPFCm_6,0.0024624728925806126,-0.0010576509048731595,0.0035201237974537723
197,7Networks_RH_Default_PFCdPFCm_7,0.0017582799675675395,-0.0013468867798949026,0.003105166747462442
198,7Networks_RH_Default_pCunPCC_1,0.0018911251922517963,-0.011024803999549195,0.012915929191800991
199,7Networks_RH_Default_pCunPCC_2,0.007368776738486137,0.0019900367000155036,0.005378740038470634
200,7Networks_RH_Default_pCunPCC_3,0.004797821544853844,-0.0030814655191986357,0.00787928706405248
201,Wang_pIPS,0.0018670287860208874,0.004131587441120831,-0.0022645586550999433
202,Wang_LO,0.009452786039490124,0.04082607189538908,-0.03137328585589896
