ROI_ID,ROI_Name,Clean_Name,Mean_Value,t_stat,p_value,LOOV_Mean,LOOV_Std,Bootstrap_Mean,Bootstrap_CI_Lower,Bootstrap_CI_Upper,Anatomical_Lobe,Hemisphere,Base_Region,Lobe_Sorted,sort_key
37,7Networks_LH_DorsAttn_Post_7,DorsAttn_Post_7,0.7222654257478817,3.755157504407198,0.0004856720455790125,0.7222654257478814,0.02835892425559617,0.7222654257478817,0.38636985166018917,1.125173018947453,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)"
39,7Networks_LH_DorsAttn_Post_9,DorsAttn_Post_9,0.4116979713803339,9.695937468191156,1.1697647942544054e-20,0.411697971380334,0.0017911038330965068,0.4116979713803339,0.3290805222424493,0.49904543622969083,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)"
40,7Networks_LH_DorsAttn_Post_10,DorsAttn_Post_10,0.24948505419848493,7.9724523688446665,7.634499863904616e-15,0.24948505419848493,0.0012639280820130978,0.24948505419848493,0.18971426960300874,0.3152630668118785,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)"
38,7Networks_LH_DorsAttn_Post_8,DorsAttn_Post_8,1.7677916302958776,14.693018609411142,4.328900444970003e-36,1.7677916302958776,0.007418945324736799,1.7677916302958776,1.5164948634018884,2.00178714917487,Parietal,L,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 0)"
139,7Networks_RH_DorsAttn_Post_5,DorsAttn_Post_5,0.25251093731401403,7.4195331520704695,6.498716468448891e-13,0.25251093731401403,0.0016547539658500698,0.25251093731401403,0.1859783113449824,0.322420913847556,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
136,7Networks_RH_DorsAttn_Post_2,DorsAttn_Post_2,0.39180213516338425,9.428452074838676,6.346978757956071e-20,0.3918021351633842,0.0015900692856674597,0.39180213516338425,0.31800875243516924,0.46862262306784597,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
137,7Networks_RH_DorsAttn_Post_3,DorsAttn_Post_3,-0.007690157186259492,-0.9762860022578562,0.32955044667363964,-0.007690157186259494,0.0004062227406023405,-0.007690157186259492,-0.02338995191956592,0.008110938758915576,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
138,7Networks_RH_DorsAttn_Post_4,DorsAttn_Post_4,0.7913272547230359,13.847679733499058,1.3329773196365393e-36,0.7913272547230359,0.0026878801234759488,0.7913272547230359,0.6853895938074683,0.9048621370472903,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
144,7Networks_RH_DorsAttn_Post_10,DorsAttn_Post_10,0.5326112539000161,11.301006894646175,5.3611179185170655e-27,0.5326112539000161,0.0019176737766650233,0.5326112539000161,0.442188077216562,0.6214987557215244,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
143,7Networks_RH_DorsAttn_Post_9,DorsAttn_Post_9,1.4650074944540123,18.5526904000421,2.842537901487376e-63,1.4650074944540123,0.0029186190214380062,1.4650074944540123,1.313269723647415,1.612552105695568,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
142,7Networks_RH_DorsAttn_Post_8,DorsAttn_Post_8,2.3114146545655476,26.68747731192564,6.56867465316885e-95,2.311414654565548,0.004073813301315365,2.3114146545655476,2.150959316830707,2.4827399800566945,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
141,7Networks_RH_DorsAttn_Post_7,DorsAttn_Post_7,2.022166371493061,23.635758469894604,8.548652050842028e-85,2.022166371493061,0.003723320137476435,2.022166371493061,1.853176713534081,2.193130292564246,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
140,7Networks_RH_DorsAttn_Post_6,DorsAttn_Post_6,2.2138543105179784,12.302376933756381,5.802183640895431e-26,2.2138543105179784,0.013055190327305753,2.2138543105179784,1.866272913676787,2.5864598161855996,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
135,7Networks_RH_DorsAttn_Post_1,DorsAttn_Post_1,3.747924849581731,35.09325190932096,6.1598447359619525e-170,3.747924849581731,0.0035839403880034704,3.747924849581731,3.519037399307577,3.9607631747228504,Parietal,R,DorsAttn_Post,Parietal,"(2, 'DorsAttn_Post', 1)"
43,7Networks_LH_DorsAttn_PrCv_1,DorsAttn_PrCv_1,0.12798743577712893,4.734649481222246,3.0206588563784255e-06,0.12798743577712896,0.001330161825219167,0.12798743577712893,0.07549342038753877,0.18569639224132983,Parietal,L,DorsAttn_PrCv,Parietal,"(2, 'DorsAttn_PrCv', 0)"
147,7Networks_RH_DorsAttn_PrCv_1,DorsAttn_PrCv_1,0.047041441115153175,3.7213331971634815,0.0002116612097771903,0.047041441115153175,0.00044090614519607686,0.047041441115153175,0.024932725541359363,0.07340666572013944,Parietal,R,DorsAttn_PrCv,Parietal,"(2, 'DorsAttn_PrCv', 1)"
44,7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn_ParOper_1,-0.11936913460473196,-6.776077725263034,3.0634238136989316e-11,-0.11936913460473199,0.0007346487501407627,-0.11936913460473196,-0.15467086366152627,-0.08763546377810189,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)"
45,7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn_ParOper_2,-0.039759816372341175,-4.057881758274279,5.514763338872851e-05,-0.039759816372341175,0.0003719334569318457,-0.039759816372341175,-0.05883584168504215,-0.021720473643864348,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)"
46,7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn_ParOper_3,-0.00929960094275941,-0.8884606917639184,0.374693760774499,-0.009299600942759409,0.000453380137965316,-0.00929960094275941,-0.029744034939735316,0.011373902262836966,Parietal,L,SalVentAttn_ParOper,Parietal,"(2, 'SalVentAttn_ParOper', 0)"
50,7Networks_LH_SalVentAttn_FrOperIns_4,SalVentAttn_FrOperIns_4,-0.04244489649924999,-3.7893011951477837,0.00016971502551368486,-0.042444896499249984,0.0005039679028596765,-0.04244489649924999,-0.06607700769737604,-0.021169629038375822,Insular,L,SalVentAttn_FrOperIns,Insular,"(3, 'SalVentAttn_FrOperIns', 0)"
