left_ventral_visual_cortex,left_dorsal_visual_cortex,left_LO,left_PFS,left_pIPS,left_aIPS,right_ventral_visual_cortex,right_dorsal_visual_cortex,right_LO,right_PFS,right_pIPS,right_aIPS
5.560715155555555,4.178733794444444,5.874132550000001,5.438592449999999,4.364122977777778,4.13678598888889,5.249273672222222,4.1831572277777775,5.640316616666667,5.1781916514285715,4.083711091666666,3.9606151305555546
5.523581919444444,4.333045511111111,6.1731336555555565,5.257517994444443,4.24941018611111,4.172909524999999,5.193671372222223,4.142605797222221,5.35831585,5.176263335294117,4.131078497222222,4.033694608333333
5.490576972222222,4.418018433333334,5.948987919444445,5.422395847222222,4.3184705305555555,4.212087880555555,5.424181391666667,4.019430397222222,5.485249505555555,5.139973260606061,4.306775561111111,3.7942129388888883
5.385563272222223,4.238530222222222,6.347289466666667,5.004734025,4.537781544444445,4.278798747222222,5.2577288583333335,3.8959731027777775,5.8680725972222225,5.0408431914285705,4.051247311111111,3.914990583333333
5.765259950000001,4.135372413888888,6.125675441666666,5.191734194444444,4.165856616666668,4.244263544444443,5.067461444444444,4.190397863888889,5.55117086388889,4.950536490625,4.220362488888889,3.7617732055555555
5.553380875,4.3290585083333335,6.287115669444444,5.442328738888888,4.282160016666668,4.232068205555556,5.324753555555556,4.066852541666666,5.561195061111111,5.140819702941178,4.019933508333334,3.7830568888888894
5.296496975,4.214112338888888,5.87194315,5.583147136111111,4.154493363888888,3.892730877777778,5.115936075,4.176386277777778,5.807125866666668,5.097545658333335,4.003636394444444,3.7048643805555557
5.804056305555556,4.333906152777778,5.996863508333334,4.984758916666666,4.226195336111112,4.042584544444444,5.048826577777778,3.783046255555556,5.675932208333332,5.146767339393939,4.299973769444445,3.8092243861111115
5.537623663888889,4.268756333333333,6.387959116666668,5.135830355555555,4.164665516666666,4.07104798611111,5.193729911111111,3.9239108944444445,6.057063766666668,5.027608757142857,4.292949491666666,3.8910677166666665
5.601529302777777,4.204413255555554,6.015060777777779,5.069837966666666,4.529309633333334,4.0175032166666655,5.184838777777778,3.9531251000000003,5.8855447750000005,4.998664694117648,4.082517880555555,3.872620347222222
5.534388947222222,4.268542663888888,6.184507794444445,4.9450015249999995,4.579274591666667,3.92645503611111,5.101362380555556,4.079803213888889,5.5817493916666665,5.0458962352941175,4.246956233333333,3.897496999999999
5.486075827777778,4.360296247222223,5.797556258333333,5.059655230555554,4.334590863888889,4.15289535,5.110971391666667,4.0837244777777775,5.7466697527777795,5.1131106171428575,4.162790702777777,3.8627149361111117
5.525351172222222,4.126980169444444,5.760651144444444,5.193296616666666,4.177268147222223,3.864185577777778,5.392694822222222,3.9485514388888885,5.219339772222223,5.070544511111111,4.046633488888888,3.8815936472222226
5.213073441666667,4.090051088888889,6.355313188888889,5.289252316666666,4.3408255944444445,4.216557383333333,5.424203830555555,3.9999568277777775,6.104034950000001,5.046538334285715,4.278477850000001,3.988781663888888
5.5231046416666665,4.421614188888889,6.6404830555555545,4.983279997222223,4.309472252777778,4.088671225,5.125922022222223,4.039629808333332,5.575943338888889,5.443713321212122,4.255056699999999,3.762283475
5.3620684305555555,4.150493122222221,6.2156226750000005,4.943391233333333,4.150868975,3.881160572222222,5.296022230555555,3.9452103388888893,5.6274638222222215,5.145159411764706,3.9718738611111104,4.089979866666666
5.290790561111112,4.410771847222222,6.293452277777778,5.317907619444444,4.448758094444444,4.296077475000001,5.468076555555555,4.0316978,5.576834799999999,5.103864246874999,3.946969547222222,3.8579881861111107
5.3571523333333335,4.3447812444444445,5.744832327777779,5.0067514527777774,4.276941452777779,4.212445044444444,5.242674877777778,4.074921538888889,5.759241524999998,4.916782891176472,4.264277236111111,3.862096794444445
5.447336138888888,4.218912877777778,6.051785502777779,5.230382499999999,4.239098350000001,4.162186575,5.116719180555557,4.0289574027777775,5.647442133333333,4.970531570588236,4.04639815,3.765164222222223
5.492346961111111,4.270630444444444,5.79728763888889,5.013706738888888,4.447679311111112,4.130312244444443,5.175306241666668,4.072149933333334,5.711682494444445,5.021137429032259,4.101504047222222,3.9870534277777785
5.35568983611111,4.338372758333334,5.794073983333333,5.085869122222222,4.178968869444445,4.050653638888888,5.207200483333333,4.061482402777777,6.120555291666667,4.986710744117648,4.106578705555556,3.849068144444445
5.366919286111111,4.364994572222222,6.171083716666667,5.29983935,4.341707727777778,4.106738127777778,5.029560455555556,3.876837722222222,5.997567511111112,4.9204083249999995,4.046922627777779,3.8427387972222227
5.392344838888889,4.299158175,6.501036247222223,5.457665572222222,4.112790008333334,4.011336027777777,5.294719786111112,4.099016533333333,5.713682311111112,4.948679282352941,4.010794525,4.043338405555556
5.957042452777777,4.114896519444444,6.141707155555556,5.1259898222222215,4.360111986111111,4.055006611111111,5.156579819444444,4.085462305555556,5.583588300000001,4.699672320588236,3.9455359527777776,3.995629530555555
5.337004758333332,4.266213875,5.9396774,5.482420966666666,4.370550086111112,4.032129730555556,5.069545919444445,3.9847969222222224,5.531419022222222,5.141027447222222,3.9899949249999995,3.684398288888888
5.288800141666667,4.254343138888889,6.071123730555556,5.583618572222222,4.320816386111111,4.151789547222222,5.297035841666668,4.047453833333332,5.606210397222223,5.043024123529412,4.014188952777777,3.7595162805555558
5.363115036111112,4.262871580555555,5.908926561111112,5.258041680555554,4.485790952777777,3.9675943361111106,5.04700666111111,3.956971925,5.675217288888889,4.9158559,4.0057225999999995,3.787756530555555
5.615572213888889,4.29092166111111,5.911285036111113,5.29699795,4.641388933333333,4.281144111111111,5.172209980555555,4.040669233333333,5.373211427777779,4.8947533212121215,3.9511837444444446,3.728449077777778
5.525386025,4.302484274999999,6.221708127777777,5.684988108333332,4.308864158333332,4.2348963472222225,5.1204998250000004,4.015914333333333,5.698251941666667,5.282786655555556,4.087480147222222,3.935574086111111
5.5895893305555555,4.361816347222221,6.368846350000001,5.372499444444443,4.506018866666667,4.433085202777776,4.993406286111112,4.010995302777777,5.822066863888889,4.940281825714285,4.177880155555554,4.043521766666667
5.537283988888889,4.293422622222222,6.350105652777779,5.548255791666666,4.2936973555555555,4.181710136111111,4.970059516666667,3.937338575,5.636434977777778,4.990435642857142,3.886653541666666,3.7987497638888885
5.329628480555555,4.246276983333333,5.880208550000001,5.288004288888889,4.315021711111111,4.15083128888889,5.1522836055555565,3.966537752777778,5.764033869444445,5.263583172727273,4.166306458333334,3.831306375
5.285838530555555,4.237236427777778,6.309475608333333,5.500089080555555,4.320439236111111,4.106561216666666,5.304081322222223,4.074285336111111,5.550872611111112,5.29743603142857,4.275060194444445,3.8176099222222217
5.41812291111111,4.348102319444444,6.382247144444445,5.0113089694444435,4.525915744444443,4.262581255555556,5.117621452777779,4.079240316666667,5.783159283333333,5.143863294285715,4.031385208333333,3.961715952777778
5.277416558333333,4.304227369444444,6.0805111527777775,5.156907883333332,4.318880594444443,3.9751149888888886,5.043368333333334,3.9414048805555555,5.278187219444444,5.12369594,4.011728905555555,4.0845096611111105
5.444056319444445,4.223629422222222,6.212063111111111,5.160987816666665,4.394656400000001,4.182985980555555,5.131005002777779,3.999802283333333,5.7391289583333345,5.098859964705883,4.138590025000001,3.8196560250000005
5.321388577777778,4.339395119444444,5.6546791305555555,5.213372688888889,4.342904038888888,4.164409044444444,5.414377975000001,4.023962758333334,5.759618175000001,5.110981796969697,3.7987547999999998,4.050214394444445
5.461936999999999,4.130438216666667,6.233703050000001,5.306854519444445,4.141122019444444,4.3558370166666665,5.1622172583333334,4.047036441666666,5.599474897222222,4.885239894117647,3.954040466666667,3.905771775
5.845790297222222,4.210183805555555,6.087135830555556,5.25002188611111,4.441629622222223,4.129932997222223,5.250081216666667,4.184686058333334,6.145609222222222,5.127432954285714,4.133148988888889,3.8621648472222225
5.539639808333333,4.294300897222222,6.350338666666667,5.121198125,4.292550272222223,4.263054658333333,5.1998309111111105,4.052779375000001,5.58865978888889,5.102310881818182,4.042067619444445,3.683736297222222
5.888389500000001,4.3950254,6.197419922222222,4.996240336111111,4.18477373611111,4.148118916666666,5.070510950000001,4.070037122222222,5.913198527777778,4.973136454285713,4.003572830555556,3.6511881861111104
5.304928177777779,4.269441641666666,5.928222333333334,5.21422788611111,4.372367927777778,4.045332263888888,5.226438413888889,4.207512252777779,5.8340330638888895,4.993104241176471,4.145658874999999,4.004999586111111
5.627304283333332,4.461425324999999,5.795861538888889,5.013551880555555,4.203450369444445,4.0160654722222215,5.571159116666666,3.9890593027777776,5.8766987833333335,5.068372402857142,4.022089605555555,3.8105620333333334
5.453557066666667,4.133545883333333,6.654936525,5.205098191666666,4.313753541666667,3.9684788833333338,5.190578475,4.014895788888889,5.870470141666667,5.041932040000002,4.159801477777776,3.811945238888889
5.5418839111111105,4.382217241666667,6.055677541666666,5.399456527777778,4.308477852777778,4.041556125,4.932483983333333,3.923637966666666,5.724870769444445,4.8413295,3.989389344444444,3.885689825
5.498241205555555,4.259286680555555,6.415571236111111,5.1927421222222225,4.196356994444444,3.8490059416666664,5.078665355555556,4.04818408888889,5.750390905555555,4.968587079999999,4.0660189749999995,3.786502336111111
5.659467311111111,4.247989202777778,5.983754041666667,5.219634666666666,4.3823884305555545,3.9401064999999997,4.968028533333334,4.08251501388889,6.016759886111112,5.117244787878788,4.111447205555555,3.7715306611111115
5.469692258333333,4.253404700000001,6.389574861111111,5.352872436111111,4.190342816666667,4.3522979472222225,5.008201191666667,3.8983757944444446,5.500169116666666,5.2210744,3.961520716666667,3.7811911694444444
5.643865536111111,4.214829297222221,6.042958452777778,5.21322093611111,4.222443036111112,4.2092548333333335,5.429302622222222,4.023271305555556,5.70430396111111,5.16210920882353,4.24425415,3.732590100000001
5.627868952777778,4.3457307527777775,5.958662175,5.074045505555555,4.451249177777777,4.075377430555556,5.267144441666667,4.048556175,5.664481949999999,5.012868948387098,4.058449941666667,3.8315260972222225
5.622627677777777,4.125804063888889,6.033411077777779,4.99563033611111,4.284989055555555,4.015267891666666,5.23648516111111,4.0475001583333325,5.75646105,4.996528374285715,4.174626658333332,3.9427051944444447
5.749477633333333,4.33627213888889,6.397389472222223,4.892246972222222,4.275935097222222,4.2404936583333335,5.260490402777778,3.8242631999999994,5.690911097222223,4.88162855882353,4.002610841666668,3.9167858444444446
5.505672405555555,4.200385711111112,6.329499633333333,5.013166425,4.139282580555555,4.219541641666666,4.976041027777779,3.8552773138888887,5.458935213888889,5.182111177777777,4.058065058333334,3.882478
5.673285858333333,4.135876966666666,6.155259622222222,5.104937652777777,4.293476861111113,4.008618216666666,5.2990150499999995,3.900626544444444,5.567414155555556,5.072569841666667,4.166248563888889,3.7717391694444444
5.6040001,4.174336672222223,6.108881744444444,5.179570758333334,4.284949275000001,4.046929858333333,5.281840997222222,4.047109405555556,5.727989891666667,4.896279574285714,4.077985030555556,3.780302172222222
5.808565027777778,4.273424555555554,5.7910387750000005,5.102237775,4.302884272222221,4.200784741666667,5.243727033333334,4.041570422222223,5.820157738888889,5.373164952941177,4.040771733333333,3.7752522749999997
5.249617069444444,4.094112455555555,6.077862866666668,5.604080141666667,4.189524180555555,4.041986561111113,5.2771091666666665,3.93316326111111,5.353758630555557,5.117781933333333,4.339719800000001,3.7419019305555556
5.739184088888889,4.269664225,6.117287758333333,5.016860644444445,4.134393830555556,4.062822933333333,5.417374927777778,3.9308746194444453,5.657084608333334,5.245303876470588,4.048106399999999,3.8199058611111107
5.431725580555555,4.189598538888888,6.689902944444444,5.290687588888889,4.4381143750000005,4.0405523444444436,5.194196158333334,3.9257449305555556,5.949237655555554,5.371853402941177,4.1561307888888885,3.817197691666666
5.585448055555556,4.403695958333333,6.182980288888889,5.522688955555555,4.130790530555556,4.209602630555556,5.339898786111111,4.066501333333333,5.4403351777777775,5.21203485882353,3.894156669444444,3.7195451083333335
5.768795969444445,4.236595944444444,6.142118180555556,5.306103058333333,4.261288197222221,4.185399683333333,5.037731880555556,4.189125744444444,6.100986583333333,5.128472618181818,4.049150058333333,3.985455388888889
5.283941302777779,4.337201869444446,6.204487211111112,4.927542244444443,4.342718127777778,4.10220966111111,4.947646574999999,3.9785905972222215,5.638205972222222,5.06334536,4.131851088888888,3.7456156472222215
5.686099169444444,4.168446594444444,6.201585180555556,5.162091830555555,4.204653172222223,3.9720868972222223,4.966558627777778,3.995976099999999,5.516975380555555,5.4467363833333335,4.022659625,3.848864269444445
5.516187044444445,4.368777566666666,6.40904783888889,5.079065138888889,4.3829906777777765,4.082673674999999,4.9676764250000005,4.078637788888888,5.603550380555555,4.9968244242424245,4.081445747222222,3.8855385277777774
5.603429563888889,4.267750069444445,6.254211705555555,5.530228797222223,4.176975541666668,4.356523391666666,5.252064730555556,3.9589751111111107,6.064907400000001,5.272050661764706,4.153094491666667,3.9124926194444436
5.332213747222222,4.278431177777778,5.856957044444446,5.297431197222222,4.093065058333334,4.082975402777777,5.175662683333333,4.077939013888889,5.831257538888888,4.767491358333333,4.016857019444444,3.773273319444444
5.441083644444444,4.462061522222222,6.366111586111112,5.509687780555554,4.144272511111111,3.9473599472222225,5.511270266666667,4.006003838888889,5.885117647222222,5.123966597142858,3.9166228611111102,3.8253832861111112
5.71920605,4.299199530555556,6.3350261,5.3694514361111105,4.388013580555556,4.143563133333334,5.331319241666666,3.952666077777778,5.887395799999999,5.097002632352941,4.275706580555556,3.795613599999999
5.816249833333332,4.252602011111111,5.89141921388889,5.21476781111111,4.24726876111111,4.01686121111111,5.3776118805555555,3.9766978083333324,5.590993466666667,4.898878629411765,4.119208325,3.942792627777777
5.524241830555556,4.100772683333333,6.272492547222222,5.195441063888889,4.203195777777777,4.264090983333334,5.287296613888889,4.063747855555555,5.668648513888889,5.104059409375,4.257479013888888,3.9237233916666674
5.4456069722222225,4.145156775,6.127316719444446,5.085743922222221,4.544659958333334,4.040123961111112,4.9668494249999995,3.9624011249999995,5.4448758250000004,4.999943882352941,4.079697305555555,3.942907347222222
5.834235636111112,4.226062172222222,6.080309961111111,5.2396611166666665,4.356331766666665,4.265900227777777,5.107186105555556,4.176208455555555,6.0351945333333346,5.182504908571428,4.012616483333333,3.8882169416666668
5.598484197222223,4.289962713888888,6.005822694444445,5.470246008333333,4.342350297222222,4.199871713888889,5.144191475,4.063289852777778,5.417068872222223,4.887927177777779,4.017958955555554,3.7524664583333327
5.594575066666667,4.490938136111112,6.009171525000001,5.185698472222221,4.178319133333333,4.3303621138888895,5.182658525,4.163597136111111,5.760127113888888,5.1206719735294115,3.970498763888889,3.5797672611111113
5.530376594444444,4.176030130555556,5.922062675,5.372518194444444,4.366692522222222,4.082263494444444,5.149278941666667,4.012379597222222,5.649344858333334,4.859009040000001,4.007276322222221,3.7523980166666657
5.5180350888888885,4.325391994444444,6.183504777777779,4.861158497222221,4.055405727777778,4.048962797222223,4.879976722222222,3.993134297222222,5.520105461111111,5.1203706800000015,4.194134852777776,3.9572337666666666
5.440381986111111,4.475313905555556,6.665518161111111,5.191581905555554,4.185372924999999,4.059301230555556,5.110107769444444,4.11003273611111,5.845110011111112,5.15610895,4.2388593694444445,3.7392633666666666
