left_ventral_visual_cortex,left_dorsal_visual_cortex,left_LO,left_PFS,left_pIPS,left_aIPS,right_ventral_visual_cortex,right_dorsal_visual_cortex,right_LO,right_PFS,right_pIPS,right_aIPS
2003.3098705853408,984.326120201457,3603.3704376396413,3115.7848558577357,1410.1450090917006,1291.5756600878854,1913.1908633773169,1167.7370505196295,3574.736958139643,3058.2796715203785,1335.5222059450907,1382.6476664423014
2065.1329196247534,1049.2482136518029,3996.636456654672,3072.1158621523864,1349.996641837345,1379.9952123625592,1884.5465690032393,1124.085780324336,3257.9152370934153,3011.4644983576723,1294.5475782271267,1508.0662602126908
1960.1658953649417,1151.1426077465778,3551.5405383534558,3302.4360088696467,1361.757109993532,1239.378505333142,2057.4823940914894,1005.9058269998792,3232.957512068897,2857.703346829208,1531.246762990356,1120.7525037734135
1827.178423047152,1004.259792818467,4151.4339107891865,2590.7169773409396,1565.7479120553207,1598.7575031980368,2013.438908296156,803.6591678438604,3915.0246361412646,2905.89229431623,1135.5167927351797,1236.5229471260163
2357.9255003614016,891.7619085966847,3927.9581920748055,2993.7659238755646,1227.1184332124712,1341.7098187743766,1733.0841373393987,1194.0654833094095,3461.5131091371213,2595.7579007739046,1407.0328981284433,1135.7494791608706
2027.352981868647,1023.187288113836,4071.677243369018,3333.9595938011425,1330.5146918987384,1445.7826615203494,2023.8072943427444,914.6540588798966,3452.4253353054346,2862.88124194501,1229.3931102132583,1115.0788008035686
1838.568396355319,1013.8064362302549,3627.27054718744,3598.442664451321,1206.4612525653245,925.6856808573175,1804.9943635034072,1111.2274784343656,3919.138459420547,3018.9124154191436,1241.9223734256868,1091.5081754158234
2218.6219860879264,1112.3387348441304,3661.777253576519,2501.9667467772324,1247.3081431064925,1226.230482471048,1695.3689943470456,737.3656873579271,3623.156621103212,2716.86512223786,1658.8430171941025,1144.4364425431722
2065.883170668827,998.2109310857218,4282.159156181853,2845.222260864858,1198.0549555977768,1276.1395497180022,1778.981217182999,845.8753325014144,3979.053341550716,2843.8344332797365,1529.8153335104103,1252.1314847557992
2043.7437598470706,1010.8733396696484,3892.438673197639,2756.6379470908305,1575.5946395486214,1013.0402532818209,1823.7937765239067,868.6500536015275,3856.4361941768448,2593.740205809556,1434.4259260102629,1260.9901001009441
1962.014313443743,947.7627204818668,3967.1706562810555,2519.1298191362976,1610.6333762955715,994.8053143024982,1758.6328340767886,921.7237718415225,3506.7113611617337,2664.0769847146603,1336.4732252122956,1298.533356453354
1895.5654363898348,1004.4146523023072,3648.461226678066,2626.2603972369584,1377.486687860632,1226.3895435800814,1778.7196327004965,1041.9836142594404,3712.535015073472,2782.054003589635,1486.6384182935997,1177.0951452888212
2014.0394490300694,898.0415131827266,3501.452794274437,2913.370823011259,1279.7597180043385,1102.3920854015348,2134.739854361682,796.2468003142732,2974.528621298326,2919.9281188626574,1200.793122177965,1246.0040586522084
1683.623756230064,836.8339409801133,4137.770532340925,2993.362830872233,1397.9058909921873,1490.6829237059235,2086.60991834501,945.193521019755,4013.626299732244,2757.8569041733545,1485.2162954235341,1532.43430148765
2001.104440659405,1153.6102833784464,4464.8253877679645,2503.4769401236895,1472.4126770082012,1405.9586666536388,1834.2244844577742,945.9600172935685,3507.102227694153,3232.588187440799,1588.3594444204812,1200.142175374741
1960.9948291418777,962.6954995058898,4082.132995106174,2615.736245098113,1205.0033832341903,935.9296463003736,1894.3008367950667,812.6843706031254,3561.2234603213274,2958.9030809181572,980.2103011404704,1620.173342152423
1829.9643688183367,1078.7928419218076,4038.5173574447017,3232.9832510579486,1511.7798823984954,1420.9192596908558,2083.0960327410658,928.815660218569,3457.9146388060294,2695.12511583541,1209.1045137553522,1255.054045780349
