left_ventral_visual_cortex,left_dorsal_visual_cortex,left_LO,left_PFS,left_pIPS,left_aIPS,left_V1,left_hemi,right_ventral_visual_cortex,right_dorsal_visual_cortex,right_LO,right_PFS,right_pIPS,right_aIPS,right_V1,right_hemi
17803.95246103075,16716.948718653784,1360.0963939295875,2252.6306472354463,2993.8169971042207,1397.7060856223106,31859.495686848957,68941.04681396484,11014.162692599826,11463.037611219617,732.8518044021395,1356.5555712382,1866.0761098861694,1967.1295653449165,19294.680135938856,72387.763671875
17728.708687252467,17458.333513153924,1477.9712874359554,2004.1405952241685,1798.7252909408676,1657.6983897884686,28710.920572916668,69998.06031629775,9362.45598687066,13989.736979166666,697.2651028898027,1078.2064009772407,2791.6120789315964,1542.0181464089287,20148.747965494793,59520.148281521266
15122.341893725925,16025.011720498404,1484.0160603258346,2035.4120477040608,1724.9816472000546,1582.1666947536999,26934.48703342014,77307.37684461806,8260.846591525607,11917.446851942273,1179.9288015100692,1055.2910314136082,2731.2082567744783,2040.9984146753948,18865.271459791395,53430.44182332357
16918.321764416163,18302.433039400312,1614.666084004773,2286.7503509521484,2261.5726323922477,1877.7936694224675,22220.61642795139,76949.26578097873,10128.170539008246,13457.410298665365,570.364136033588,772.3300959269205,2545.577428234948,2399.1234773000083,15999.087566799588,68565.42156304253
13776.336616939969,20854.296252833472,1315.3199253413413,1979.7077470355564,2379.019125302633,1514.2628005080753,26545.997124565973,96112.23116726345,11057.855868869357,13100.455647786459,722.1981423695883,845.9830985599094,2245.238863574134,1264.3603845172458,16964.618085225422,65105.37131076389
17752.86325539483,20999.129028320312,1593.4523925715023,1589.054279645284,1903.6957260171573,828.3210801548428,27897.996636284723,70596.81157090928,10309.741224500867,10229.578009711371,996.8541746007072,732.7085741890801,2248.9014231893752,1424.2645120620728,19728.56775071886,73486.91550360786
16374.055800967746,17704.43163471752,1657.3578767710262,1997.867058436076,2159.963865770234,1569.8500126136673,29570.877739800348,78579.16823323567,10708.300062391492,12644.469014485678,702.8878269990286,825.517655160692,1903.659337732527,1282.2729324764675,18366.5156411065,67623.73415798611
18082.806873109606,18254.550930447047,1365.899139298333,2238.63889058431,2166.347618487146,1891.2719732854102,26691.387803819445,62918.93691677517,9939.316602918836,12316.611321343316,881.5124511851204,1116.8500923580593,3005.493168195089,1553.3094818327163,21509.315416971844,79242.30298190647
17222.846192677815,16857.81078094906,1679.4309601518844,2619.418437427945,2344.424174990919,1682.6008117861218,28698.966634114582,79055.52370198567,9708.057386610242,11323.215935601129,1272.4890616602368,641.9826221466064,2225.814071496328,1612.9006392161052,18770.28376091851,66302.31665378147
18626.41683069865,17740.061381896336,1465.2681865957047,2145.475471390618,1831.7907500200802,1533.0566979116863,24134.667643229168,86395.5419921875,12986.294264051648,11321.63079155816,1080.371990495258,875.379018995497,1345.4226593441433,2751.4952403174507,14075.436146206326,69686.06144544814
19659.521541171605,17914.878289990957,1182.721169537968,2703.2678450478447,2393.1773050758575,1681.8388020330005,34642.871744791664,81207.62114122178,10365.449164496527,13259.036017523871,981.5347121291691,577.5236547258165,2246.3368882603118,1402.6729000939263,16502.247873094348,74284.52766927083
14899.667143291897,14415.89925479889,1276.2856631411446,1914.401522954305,1937.781356897619,1179.82268846035,25418.210964626734,75956.42778184678,8636.108940972223,10346.380920410156,835.2526172399521,991.6781022813585,2823.9963863690696,2033.7706679238213,18013.03096601698,54721.50711398655
20980.771158854168,14161.224312729306,1867.967421637641,2009.047718365987,1286.363940940963,1723.4885045289993,28156.357123480902,78521.3083021376,10718.447313096789,12684.145582411023,1176.2308639287949,733.3295011520386,1700.5618506007725,1889.4726365407307,21288.933892144098,74636.68194919162
15932.997721354166,19599.588500976562,1531.94764705499,2250.1701582802666,3025.540389570925,1462.9699990616905,29065.80357530382,91960.9186062283,7016.165330674913,11727.396355523004,768.615968214141,832.2357178794014,1872.3365019162495,1718.384549352858,16144.07024637858,76010.93246120877
18314.7444674174,14989.633980698056,1512.6496304737198,2396.579127735562,1726.7828096614944,1191.8305780159103,27823.383680555555,87929.01013861762,8310.733086480035,11955.510050455729,798.3419652912352,1346.6558079189724,1703.8151727252537,1234.84648598565,20924.15313127306,60734.88615926107
17997.168322669135,16224.09872950448,1314.166173716386,2215.8348303900825,1889.567825489574,1743.8671156499122,28908.838297526043,75648.97013346355,11242.033616807727,12955.419643825955,1108.5587223238415,773.2658162646824,1635.2068772845798,1655.9183379279243,15907.690350002713,68842.5601433648
16997.628269407483,20137.301745997534,1214.0467192663086,1974.226632754008,2102.3872889876366,1760.6425217721198,28427.779975043402,79976.96104600694,12305.292154947916,13795.331325954861,765.8724726306068,920.820119327969,1963.3067242834304,1977.474877357483,17726.24924384223,62986.62053426107
17036.66225920783,16048.260916100608,1219.2125100692112,1893.9064423243206,2396.311630123191,2310.743244773812,25381.215142144098,94014.0621609158,10456.25732421875,12999.757636176215,547.8483423391978,775.9368081622654,2228.5434079700044,2133.3384507497153,21097.69818878174,80147.43348524306
14680.370281219482,18584.886340724097,1548.4595624407132,2164.330131424798,2112.5130168729356,2953.580296960142,24704.749538845484,86548.90212673611,10096.383138020834,13771.964443630643,679.3707761499617,775.0509338378906,2569.6900494893393,1535.0233039855957,15959.248702155219,72931.97553846572
