left_ventral_visual_cortex,left_dorsal_visual_cortex,left_LO,left_PFS,left_pIPS,left_aIPS,right_ventral_visual_cortex,right_dorsal_visual_cortex,right_LO,right_PFS,right_pIPS,right_aIPS
17750.38888888889,16592.972222222223,9240.194444444445,5563.472222222223,9053.194444444445,8864.194444444445,17380.916666666668,18859.222222222223,9817.944444444445,4105.472222222223,7775.0,10855.527777777777
18807.36111111111,17001.38888888889,9796.055555555555,5622.166666666667,9066.138888888889,9591.805555555555,17307.694444444445,18811.277777777777,9085.222222222223,4183.833333333333,7858.277777777777,11536.083333333334
17728.25,18661.75,9135.805555555555,6105.416666666667,8533.166666666666,8493.75,18230.472222222223,17791.444444444445,8694.111111111111,3844.6666666666665,8762.972222222223,9023.638888888889
16588.13888888889,16937.583333333332,10281.638888888889,5085.027777777777,9605.805555555555,11158.222222222223,18205.555555555555,13716.75,9928.277777777777,4058.9166666666665,7123.583333333333,9651.833333333334
19926.972222222223,15091.083333333334,10166.972222222223,5829.305555555556,8397.194444444445,9251.694444444445,16234.166666666666,19780.416666666668,9423.722222222223,3590.972222222222,8292.111111111111,9319.111111111111
18209.694444444445,16657.25,10197.694444444445,6265.666666666667,8575.361111111111,9774.694444444445,18139.277777777777,15532.722222222223,9423.333333333334,3973.972222222222,7653.0,9383.638888888889
17048.833333333332,16844.027777777777,9166.611111111111,6529.027777777777,7824.861111111111,6790.861111111111,16704.916666666668,18220.5,10425.722222222223,4120.25,7666.805555555556,9259.472222222223
18993.916666666668,18063.88888888889,9079.388888888889,4831.861111111111,8414.388888888889,8581.555555555555,15979.833333333334,13454.277777777777,9616.888888888889,3655.8888888888887,9560.75,9303.833333333334
18848.86111111111,17078.555555555555,10377.444444444445,5504.305555555556,7729.361111111111,9228.805555555555,15851.75,14903.638888888889,10029.944444444445,3913.8888888888887,9069.0,9800.25
18476.305555555555,17155.277777777777,9830.416666666666,5250.277777777777,9576.194444444445,7286.666666666667,16832.0,15184.25,10021.0,3588.8611111111113,8781.277777777777,10394.472222222223
17316.75,15506.083333333334,9678.444444444445,5123.194444444444,9738.25,7185.444444444444,16119.555555555555,15572.527777777777,9479.5,3515.777777777778,7645.361111111111,10610.777777777777
16554.722222222223,16604.833333333332,9512.083333333334,5178.138888888889,8852.833333333334,8349.277777777777,16002.416666666666,17714.666666666668,9848.222222222223,3706.3055555555557,8712.333333333334,9312.833333333334
18392.277777777777,15496.083333333334,9150.361111111111,5418.361111111111,8498.972222222223,8138.722222222223,18913.86111111111,13981.055555555555,8352.055555555555,4039.777777777778,7565.388888888889,9865.527777777777
15859.333333333334,14474.527777777777,10209.027777777777,5599.0,8876.861111111111,10099.222222222223,18712.194444444445,16174.805555555555,10511.75,3818.3055555555557,8570.861111111111,11564.444444444445
17948.833333333332,18481.86111111111,10204.527777777777,4900.333333333333,9498.25,9998.583333333334,16922.944444444445,16316.166666666666,9389.805555555555,4168.444444444444,9497.166666666666,10021.166666666666
18261.194444444445,16604.11111111111,10071.5,5204.972222222223,7986.055555555556,6920.0,17081.86111111111,14172.138888888889,9511.027777777777,4004.0555555555557,6038.25,12132.972222222223
16915.777777777777,17412.0,9785.388888888889,6186.166666666667,9774.166666666666,9800.75,18775.666666666668,15783.472222222223,9579.972222222223,3808.3055555555557,7433.333333333333,10242.083333333334
16861.11111111111,16939.833333333332,9131.833333333334,5199.916666666667,8375.5,10026.805555555555,16405.722222222223,17579.305555555555,9581.388888888889,3370.25,9044.166666666666,9971.027777777777
19052.25,16435.13888888889,9744.527777777777,5597.0,7915.527777777777,9179.527777777777,16961.027777777777,17381.666666666668,9802.444444444445,3577.5555555555557,7835.888888888889,8158.111111111111
16834.166666666668,17132.0,9412.416666666666,5141.444444444444,9966.972222222223,9380.277777777777,16951.944444444445,16671.61111111111,9152.166666666666,3497.3055555555557,6994.722222222223,11324.972222222223
17828.194444444445,17920.527777777777,8709.25,5204.083333333333,7969.722222222223,8325.555555555555,17578.083333333332,14726.277777777777,10564.222222222223,3938.777777777778,7411.361111111111,11159.194444444445
17371.722222222223,15033.888888888889,9521.333333333334,5767.111111111111,8897.333333333334,9563.0,16005.972222222223,12339.861111111111,9902.777777777777,3565.3888888888887,7351.472222222223,9316.888888888889
18198.694444444445,16404.277777777777,9930.472222222223,5985.166666666667,8182.527777777777,9998.611111111111,17099.13888888889,16586.194444444445,9897.166666666666,3676.472222222222,7429.638888888889,11206.888888888889
20963.75,13314.361111111111,9751.222222222223,5316.805555555556,9479.277777777777,7696.777777777777,16595.277777777777,15577.083333333334,9355.5,3503.3055555555557,7509.5,11129.611111111111
16711.444444444445,15938.25,8864.027777777777,6096.805555555556,9276.916666666666,8587.0,16340.694444444445,16132.166666666666,9037.972222222223,4303.083333333333,6909.555555555556,9151.305555555555
16174.944444444445,18005.333333333332,9763.666666666666,6436.444444444444,8568.194444444445,8232.361111111111,18934.88888888889,14780.361111111111,9060.388888888889,3866.1111111111113,7566.138888888889,9710.5
16894.472222222223,16692.472222222223,9288.194444444445,5924.805555555556,9729.138888888889,7849.305555555556,15784.083333333334,14461.694444444445,9777.666666666666,3606.1111111111113,7701.944444444444,9328.944444444445
18638.0,16582.583333333332,9612.583333333334,5420.583333333333,10452.777777777777,9684.0,16168.194444444445,15137.0,8158.083333333333,3593.6944444444443,7279.888888888889,8676.416666666666
