ROI_ID,Mean_Difference,Std_Error,Signal_to_Noise,p_value,Subject_to_Group_Correlation,Above_Lower_Bound,ROI_Name,Significant_Bonferroni,Significant
175,0.017659338,0.003868072522294562,4.443643853688775,0.0003136930502041893,0.5545620879060343,False,7Networks_RH_Cont_PFCl_6,False,False
176,0.019398162,0.003286693906302583,5.744613189527484,1.9093451457411146e-05,0.491193825477048,False,7Networks_RH_Cont_PFCl_7,True,False
177,0.06569835,0.011782617727760134,5.42715347273702,3.71855230987511e-05,0.5925637187534257,False,7Networks_RH_Cont_pCun_1,True,False
178,0.016477996,0.004758272599759172,3.370656959337747,0.003405701301429617,0.42505333768694026,False,7Networks_RH_Cont_Cing_1,False,False
179,0.009533801,0.001983810079523772,4.677625347851188,0.00018742016811093846,0.4331446876197955,False,7Networks_RH_Cont_Cing_2,True,False
180,0.014064237,0.0034394144791981413,3.980073678332372,0.0008779433084753448,0.4656025937905437,False,7Networks_RH_Cont_PFCmp_1,False,False
181,0.019538673,0.00392148539867545,4.849577582971248,0.00012870438410436346,0.5269971372265565,False,7Networks_RH_Cont_PFCmp_2,True,False
182,0.0418307,0.005838039139733968,6.974090704965968,1.632597587488628e-06,0.6447507039104637,False,7Networks_RH_Default_Par_1,True,False
183,0.022462165,0.005191921314348471,4.210977869297946,0.0005252533334353977,0.48845059071716507,False,7Networks_RH_Default_Par_2,False,False
184,0.01910835,0.0032555426980519302,5.71293415512025,2.0395483200255714e-05,0.4852138522424196,False,7Networks_RH_Default_Par_3,True,False
185,0.0082913,0.001886367848922465,4.2781471259673705,0.00045250261838928354,0.4601009710887937,False,7Networks_RH_Default_Temp_1,False,False
186,0.012353106,0.0043915866547237815,2.7378785543386743,0.013517255186972624,0.38244880206490817,False,7Networks_RH_Default_Temp_2,False,False
187,0.015757993,0.004907915826926846,3.125095225835231,0.005849042418216002,0.41459665251405614,False,7Networks_RH_Default_Temp_3,False,False
188,0.023655172,0.005844670720425636,3.9393587684057594,0.0009613011761599542,0.39940703013225604,False,7Networks_RH_Default_Temp_4,False,False
189,0.018233094,0.003460480719337853,5.128417686574036,7.037133509998306e-05,0.4984528730182271,False,7Networks_RH_Default_Temp_5,True,False
190,0.015354977,0.0031274667438457335,4.778767688829438,0.0001502025588177896,0.6480741493011776,False,7Networks_RH_Default_PFCv_1,True,False
191,0.009037962,0.001457737261142717,6.034631141244643,1.0499143558602975e-05,0.5245643566901746,False,7Networks_RH_Default_PFCdPFCm_1,True,False
192,0.020499412,0.007333589850036458,2.7207223323174534,0.014020242735019665,0.5036673349769492,False,7Networks_RH_Default_PFCdPFCm_2,False,False
193,0.017620124,0.006876479552465308,2.494033350093112,0.02258631716875643,0.49680070951581,False,7Networks_RH_Default_PFCdPFCm_3,False,False
194,0.00786111,0.001383141165743688,5.5319321927748994,2.980218804243178e-05,0.5662476630195191,False,7Networks_RH_Default_PFCdPFCm_4,True,False
195,0.012387101,0.0016575932712635628,7.27362891532872,9.248306557762717e-07,0.6080730612340727,False,7Networks_RH_Default_PFCdPFCm_5,True,False
196,0.017573493,0.0029789717257971086,5.741840876248111,1.920390198455879e-05,0.5210928007176048,False,7Networks_RH_Default_PFCdPFCm_6,True,False
197,0.020998335,0.003914892276793129,5.220648815146079,5.7732094878093855e-05,0.4697114849757207,False,7Networks_RH_Default_PFCdPFCm_7,True,False
198,0.056032784,0.008900164152839753,6.1277865767627695,8.684076390795448e-06,0.5613411378703619,False,7Networks_RH_Default_pCunPCC_1,True,False
199,0.03504133,0.008993439585108407,3.7924005522447066,0.0013337873263656872,0.5128069281774131,False,7Networks_RH_Default_pCunPCC_2,False,False
