ROI_ID,Mean_Difference,Std_Error,Signal_to_Noise,CI_Lower,CI_Upper,Direction_Consistency,p_value,Significant_Bonferroni,Above_Reliability_Threshold,Above_SNR_Threshold,ROI_Name,Significant
170,0.0069020228,0.0015079313,4.577147,0.004204037913586945,0.010093153524212537,0.05263158,0.0003058770898877896,False,True,True,7Networks_RH_Cont_PFCl_1,True
171,0.01765691,0.00489311,3.6085248,0.009824604564346374,0.028427749220281837,0.2631579,0.002487948941280854,False,True,True,7Networks_RH_Cont_PFCl_2,True
172,0.015491798,0.0043609138,3.5524201,0.008772051334381104,0.02519450127147138,0.2631579,0.002808546239374414,False,True,True,7Networks_RH_Cont_PFCl_3,True
173,0.020872157,0.0037084862,5.628215,0.013894510525278748,0.028391618002206083,0.36842105,3.33860393985586e-05,True,True,True,7Networks_RH_Cont_PFCl_4,True
174,0.016030513,0.003565973,4.495411,0.00995085418689996,0.02374876635149121,0.05263158,0.0003646969105567805,False,True,True,7Networks_RH_Cont_PFCl_5,True
175,0.017659336,0.0038680723,4.56541,0.0112474727910012,0.026099586905911562,0.05263158,0.0003136929755361388,False,True,True,7Networks_RH_Cont_PFCl_6,True
176,0.019398164,0.0032866935,5.90203,0.013163178507238627,0.025963475229218592,0.05263158,1.909345188316804e-05,True,True,True,7Networks_RH_Cont_PFCl_7,True
177,0.06569835,0.011782617,5.5758705,0.04516822593286634,0.09080669954419136,1.0,3.718552607810029e-05,True,True,True,7Networks_RH_Cont_pCun_1,True
178,0.016477996,0.004758272,3.4630213,0.008801225596107543,0.02696038992144167,0.68421054,0.003405701030091336,False,True,True,7Networks_RH_Cont_Cing_1,True
179,0.009533801,0.00198381,4.805804,0.0058243901119567456,0.013535065064206719,0.05263158,0.0001874200893509291,True,True,True,7Networks_RH_Cont_Cing_2,True
180,0.014064237,0.0034394143,4.089137,0.008172451774589718,0.021458547562360764,0.2631579,0.0008779434808763884,False,True,True,7Networks_RH_Cont_PFCmp_1,True
181,0.019538673,0.003921485,4.9824677,0.012642493331804871,0.027844328572973604,0.2631579,0.00012870435559289055,True,True,True,7Networks_RH_Cont_PFCmp_2,True
182,0.041830696,0.005838039,7.1651964,0.03105193255469203,0.05383858419954776,0.8947368,1.6325974841954317e-06,True,True,True,7Networks_RH_Default_Par_1,True
183,0.022462165,0.0051919217,4.3263683,0.013809226406738161,0.033763048890978094,0.36842105,0.0005252535391260947,False,True,True,7Networks_RH_Default_Par_2,True
184,0.019108348,0.003255543,5.8694806,0.012876937654800713,0.025608143256977196,0.2631579,2.0395491051680858e-05,True,True,True,7Networks_RH_Default_Par_3,True
185,0.008291299,0.0018863678,4.395378,0.004907751316204668,0.012234020582400262,0.15789473,0.0004525024967835618,False,True,True,7Networks_RH_Default_Temp_1,True
186,0.012353106,0.0043915864,2.812903,0.00574397697346285,0.02214221721515059,0.2631579,0.013517256176105167,False,True,True,7Networks_RH_Default_Temp_2,True
187,0.015757995,0.004907916,3.2107303,0.007810052460990847,0.02651234599761664,0.05263158,0.0058490422172169,False,True,True,7Networks_RH_Default_Temp_3,True
188,0.023655174,0.0058446694,4.0473075,0.01323433972429484,0.03596560452133417,0.36842105,0.0009613011562468415,False,True,True,7Networks_RH_Default_Temp_4,True
189,0.018233094,0.0034604806,5.2689486,0.01188320373184979,0.025342513993382436,0.36842105,7.037133509998306e-05,True,True,True,7Networks_RH_Default_Temp_5,True
190,0.015354973,0.0031274664,4.9097166,0.010539854783564806,0.02231928249821066,0.2631579,0.00015020255235573702,True,True,True,7Networks_RH_Default_PFCv_1,True
191,0.009037961,0.0014577372,6.1999936,0.006242925545666367,0.011928877141326665,0.7894737,1.0499139260450514e-05,True,True,True,7Networks_RH_Default_PFCdPFCm_1,True
192,0.02049941,0.0073335897,2.7952764,0.009902912727557122,0.03682924238964915,0.15789473,0.014020244925138831,False,True,True,7Networks_RH_Default_PFCdPFCm_2,True
193,0.017620126,0.0068764794,2.562376,0.008394350693561137,0.03278165822848676,0.05263158,0.022586319762144768,False,True,True,7Networks_RH_Default_PFCdPFCm_3,True
194,0.00786111,0.001383141,5.6835203,0.005325728363823145,0.010740116680972278,0.05263158,2.9802189871623863e-05,True,True,True,7Networks_RH_Default_PFCdPFCm_4,True
195,0.012387102,0.0016575932,7.4729443,0.009180975263006985,0.015638877637684335,0.2631579,9.248304010690441e-07,True,True,True,7Networks_RH_Default_PFCdPFCm_5,True
196,0.017573493,0.0029789717,5.899181,0.011981702083721757,0.023576051974669096,0.57894737,1.92039009423742e-05,True,True,True,7Networks_RH_Default_PFCdPFCm_6,True
197,0.020998335,0.003914892,5.363707,0.013582435622811318,0.028884917963296168,0.57894737,5.773210676168431e-05,True,True,True,7Networks_RH_Default_PFCdPFCm_7,True
198,0.056032777,0.008900165,6.295701,0.039253064431250095,0.07386769838631153,1.0,8.684073530291732e-06,True,True,True,7Networks_RH_Default_pCunPCC_1,True
199,0.03504133,0.008993439,3.8963213,0.020494593912735583,0.05483123483136294,1.0,0.0013337873038952106,False,True,True,7Networks_RH_Default_pCunPCC_2,True
200,0.035273146,0.006591717,5.351132,0.02316845958121121,0.04887015484273433,0.47368422,5.926590755621389e-05,True,True,True,7Networks_RH_Default_pCunPCC_3,True
