ROI_ID,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,Bootstrap_Significant,LOO_Reliability,LOO_Significant,Combined_Significant,ROI_Name,Direction
1,0.012468200131299656,0.016084519388976187,-0.003616319257676531,0.003616319257676531,-0.006756548980097401,-0.0005559850605982437,True,2.125201729598965e-05,False,False,7Networks_LH_Vis_1,LO > pIPS
2,0.0056277203715039345,0.007977714037447093,-0.002349993665943158,0.002349993665943158,-0.005540234395424777,0.0009323614382216389,False,1.538457660098426e-05,False,False,7Networks_LH_Vis_2,LO > pIPS
3,0.02311438205995393,0.04148280551879785,-0.01836842345884392,0.01836842345884392,-0.02545789575621624,-0.011918588439364946,True,0.0003363013220743255,True,True,7Networks_LH_Vis_3,LO > pIPS
4,-0.00537120011384563,-0.009620048974031658,0.004248848860186028,0.004248848860186028,0.0006679346011212102,0.008236074434852098,True,2.697323368018626e-05,False,False,7Networks_LH_Vis_4,pIPS > LO
5,0.007104913917779859,0.013942470229913888,-0.006837556312134029,0.006837556312134029,-0.011973896922360958,-0.0021552301371114465,True,6.223018706933953e-05,True,True,7Networks_LH_Vis_5,LO > pIPS
6,-0.0004679358789496017,-0.002665250130275598,0.0021973142513259966,0.0021973142513259966,-0.000888179506116596,0.005107698615665867,False,1.1459869314142796e-05,False,False,7Networks_LH_Vis_6,pIPS > LO
7,-0.007235873349504498,-0.014233063126353324,0.006997189776848827,0.006997189776848827,0.002381479582543402,0.0122074511448035,True,6.227179125488289e-05,True,True,7Networks_LH_Vis_7,pIPS > LO
8,0.008634154728777777,0.01970851929595537,-0.011074364567177591,0.011074364567177591,-0.016336170387122418,-0.006200637437346306,True,0.00012461415214673954,True,True,7Networks_LH_Vis_8,LO > pIPS
9,0.005412225305407889,0.00697111268675721,-0.0015588873813493212,0.0015588873813493212,-0.005932342691796857,0.0029745886083905916,False,1.1378829365681733e-05,False,False,7Networks_LH_Vis_9,LO > pIPS
10,-0.009188479397231608,-0.010756589906145027,0.0015681105089134194,0.0015681105089134194,-0.004599450887893432,0.0068453355236711855,False,1.7416978669939716e-05,False,False,7Networks_LH_Vis_10,pIPS > LO
11,0.0096860662959399,0.018095079318274265,-0.008409013022334365,0.008409013022334365,-0.011932802108375523,-0.004921224024539723,True,7.652193534036044e-05,True,True,7Networks_LH_Vis_11,LO > pIPS
12,-0.006176001427971181,-0.0054999831319104825,-0.0006760182960606981,0.0006760182960606981,-0.0074164408537999525,0.004597275200132513,False,1.0623386664107408e-05,False,False,7Networks_LH_Vis_12,LO > pIPS
13,-0.013925536203494196,-0.01756845131018398,0.0036429151066897855,0.0036429151066897855,-0.002287385998080884,0.008921513465980378,False,3.746994133992206e-05,False,False,7Networks_LH_Vis_13,pIPS > LO
14,-0.008107032074520796,-0.007148452775715132,-0.0009585792988056636,0.0009585792988056636,-0.006921083562793119,0.0039693917826828925,False,8.829805756948344e-06,False,False,7Networks_LH_Vis_14,LO > pIPS
15,-0.0025285701083316995,-0.0009655899927587642,-0.0015629801155729352,0.0015629801155729352,-0.007248252745543632,0.0021256211692303917,False,7.012112142587787e-06,False,False,7Networks_LH_SomMot_1,LO > pIPS
16,-0.001558688036076294,0.002351699590683922,-0.003910387626760216,0.003910387626760216,-0.010176223545889951,0.0006450602137017073,False,1.8535506639059188e-05,False,False,7Networks_LH_SomMot_2,LO > pIPS
17,-0.002129160693003521,0.0019360238394527413,-0.004065184532456263,0.004065184532456263,-0.010396667080902373,0.0005142969406022044,False,2.179760638443285e-05,False,False,7Networks_LH_SomMot_3,LO > pIPS
18,-0.003246058446148252,0.0012161314165539145,-0.004462189862702167,0.004462189862702167,-0.011087015967469357,0.0007515178611358586,False,2.82972648444286e-05,False,False,7Networks_LH_SomMot_4,LO > pIPS
19,-0.0021341422286392324,0.0025105903685664625,-0.004644732597205695,0.004644732597205695,-0.01125977470420464,0.0006861484438472096,False,2.9298282478677845e-05,False,False,7Networks_LH_SomMot_5,LO > pIPS
20,0.00398033820195697,0.0080042953565371,-0.00402395715458013,0.00402395715458013,-0.007680827680484063,-0.0006653586618064685,True,2.360790714261394e-05,False,False,7Networks_LH_SomMot_6,LO > pIPS
21,0.0035902480541788132,0.00685699116961106,-0.003266743115432247,0.003266743115432247,-0.006339474125155325,-0.0006246780837202996,True,1.3362641248303624e-05,False,False,7Networks_LH_SomMot_7,LO > pIPS
22,0.0034024719053002846,0.0054606345254732845,-0.002058162620173,0.002058162620173,-0.005275230063649687,0.0008867638150741397,False,1.0109081198366576e-05,False,False,7Networks_LH_SomMot_8,LO > pIPS
23,0.00619707267673847,0.012456246696634301,-0.006259174019895832,0.006259174019895832,-0.009929126603699788,-0.0028919176443944878,True,4.3140941726418245e-05,True,True,7Networks_LH_SomMot_9,LO > pIPS
24,0.0029960286974791096,0.008424751352766175,-0.0054287226552870655,0.0054287226552870655,-0.010476775866078725,-0.0012195163121469313,True,3.618211208335795e-05,False,False,7Networks_LH_SomMot_10,LO > pIPS
25,0.005158954538167943,0.01096990702667736,-0.005810952488509416,0.005810952488509416,-0.011237942120561253,-0.0011984734208603334,True,4.5465228145273194e-05,True,True,7Networks_LH_SomMot_11,LO > pIPS
26,0.0020117462476888863,0.008003375499428018,-0.005991629251739131,0.005991629251739131,-0.012163140088075486,-0.0009000549976889889,True,4.8194623217287096e-05,True,True,7Networks_LH_SomMot_12,LO > pIPS
27,0.00029831136606099163,0.005010221914178341,-0.00471191054811735,0.00471191054811735,-0.010423173128548046,0.0001477204925915416,False,3.611459052787561e-05,False,False,7Networks_LH_SomMot_13,LO > pIPS
28,-0.000148872535505475,0.004310657240617647,-0.004459529776123123,0.004459529776123123,-0.010252240441194318,-0.00012832883863993358,True,2.6329783029231663e-05,False,False,7Networks_LH_SomMot_14,LO > pIPS
29,0.0009267557513738648,0.005110154166880068,-0.004183398415506204,0.004183398415506204,-0.008810577945264308,-0.0002989321809320794,True,2.4796064235182506e-05,False,False,7Networks_LH_SomMot_15,LO > pIPS
30,0.0014267431859733206,0.00731205757250468,-0.00588531438653136,0.00588531438653136,-0.011546400201325684,-0.000983178449159198,True,4.704037358658109e-05,True,True,7Networks_LH_SomMot_16,LO > pIPS
31,0.014216499404452486,0.02389425620132103,-0.009677756796868543,0.009677756796868543,-0.013839327559705544,-0.005674610197836082,True,9.747838537860768e-05,True,True,7Networks_LH_DorsAttn_Post_1,LO > pIPS
32,0.007859259940191944,0.016843089761052876,-0.008983829820860932,0.008983829820860932,-0.013148239177890514,-0.004981710456566662,True,8.670542809639457e-05,True,True,7Networks_LH_DorsAttn_Post_2,LO > pIPS
33,0.008774556013028356,0.017600970526686258,-0.008826414513657902,0.008826414513657902,-0.013062078586624403,-0.004657409956062228,True,8.950328886333465e-05,True,True,7Networks_LH_DorsAttn_Post_3,LO > pIPS
34,0.006479819703903205,0.010936794410334478,-0.004456974706431273,0.004456974706431273,-0.007797872044532857,-0.0015051368586839835,True,2.0596379987258934e-05,False,False,7Networks_LH_DorsAttn_Post_4,LO > pIPS
35,0.009361555616383414,0.014912054212665843,-0.005550498596282429,0.005550498596282429,-0.00920922544209383,-0.002293798171058703,True,3.5376011167338824e-05,False,False,7Networks_LH_DorsAttn_Post_5,LO > pIPS
36,0.006530400225181352,0.012766698181092278,-0.006236297955910926,0.006236297955910926,-0.011388327081767655,-0.0017276526752166468,True,4.823953664569594e-05,True,True,7Networks_LH_DorsAttn_Post_6,LO > pIPS
37,0.003687808751011465,0.008707897041255252,-0.005020088290243786,0.005020088290243786,-0.008934066828538968,-0.001619883861456163,True,3.1518839721543804e-05,False,False,7Networks_LH_DorsAttn_Post_7,LO > pIPS
38,0.009581362647569178,0.015209810247592673,-0.005628447600023494,0.005628447600023494,-0.01004824565014974,-0.0014230810032097964,True,4.3440318510900784e-05,True,True,7Networks_LH_DorsAttn_Post_8,LO > pIPS
39,-0.000981809436209403,-0.0007196827977401559,-0.0002621266384692471,0.0002621266384692471,-0.00454719814640081,0.003994808867279618,False,5.044624048555492e-06,False,False,7Networks_LH_DorsAttn_Post_9,LO > pIPS
40,0.001858705069878611,0.005400853803586692,-0.0035421487337080806,0.0035421487337080806,-0.0077672222474336325,0.0004548052984756637,False,2.513005113789819e-05,False,False,7Networks_LH_DorsAttn_Post_10,LO > pIPS
41,0.0007796175485726592,0.005197660494573747,-0.004418042946001088,0.004418042946001088,-0.0101582163059369,-0.00018237918733297973,True,2.3840020350292705e-05,False,False,7Networks_LH_DorsAttn_FEF_1,LO > pIPS
42,-0.0004796426735655279,0.002297927913802211,-0.0027775705873677387,0.0027775705873677387,-0.008145238202795169,0.0013532235605871628,False,1.3972694117088505e-05,False,False,7Networks_LH_DorsAttn_FEF_2,LO > pIPS
43,0.005105184080506756,0.01059752543812483,-0.005492341357618074,0.005492341357618074,-0.00816528155202243,-0.0029325011930589856,True,3.3711734284916646e-05,False,False,7Networks_LH_DorsAttn_PrCv_1,LO > pIPS
44,-0.0014840234009301108,0.0013581277241862715,-0.0028421511251163823,0.0028421511251163823,-0.00818404229424402,0.001535548583412771,False,1.5028000906652558e-05,False,False,7Networks_LH_SalVentAttn_ParOper_1,LO > pIPS
45,0.0011736605446935114,0.00514820462174981,-0.003974544077056298,0.003974544077056298,-0.008045087901045526,-0.0005243912381353252,True,2.0295874693484528e-05,False,False,7Networks_LH_SalVentAttn_ParOper_2,LO > pIPS
46,-0.0015577632653871805,-0.0003824218978705156,-0.001175341367516665,0.001175341367516665,-0.005583158824911514,0.0030025747521872153,False,7.238747472450709e-06,False,False,7Networks_LH_SalVentAttn_ParOper_3,LO > pIPS
47,-0.002081514000056028,-0.0001634661516189323,-0.0019180478484370957,0.0019180478484370957,-0.007665481567005991,0.001720274433327072,False,6.536820270844743e-06,False,False,7Networks_LH_SalVentAttn_FrOperIns_1,LO > pIPS
48,-0.00033287163930619565,0.003107124293147456,-0.003439995932453652,0.003439995932453652,-0.009346116892843653,0.0005526853952608104,False,1.2875640434435587e-05,False,False,7Networks_LH_SalVentAttn_FrOperIns_2,LO > pIPS
49,-0.0009595177881121696,0.002896355188418453,-0.0038558729765306226,0.0038558729765306226,-0.010410765823348914,0.0007369248021527344,False,1.908415495503595e-05,False,False,7Networks_LH_SalVentAttn_FrOperIns_3,LO > pIPS
50,-0.002692347401460859,0.0012636466889589472,-0.003955994090419806,0.003955994090419806,-0.009778856716311205,0.0003189256570802016,False,2.0748847856640234e-05,False,False,7Networks_LH_SalVentAttn_FrOperIns_4,LO > pIPS
51,0.0032819700761705954,0.004207028588885217,-0.0009250585127146219,0.0009250585127146219,-0.003210781239000985,0.0008963487512481268,False,2.121647189960529e-06,False,False,7Networks_LH_SalVentAttn_PFCl_1,LO > pIPS
52,0.002930622662193258,0.004098342069378101,-0.001167719407184843,0.001167719407184843,-0.0042047277479884205,0.0014083029456696907,False,4.142141323219394e-06,False,False,7Networks_LH_SalVentAttn_Med_1,LO > pIPS
53,0.0004326125782737312,-0.0009295677086220761,0.0013621802868958074,0.0013621802868958074,-0.0023381860864850027,0.004681316644160594,False,9.531146787887019e-06,False,False,7Networks_LH_SalVentAttn_Med_2,pIPS > LO
54,0.0003683863998725714,0.005220042105066207,-0.004851655705193635,0.004851655705193635,-0.010051848814844597,-0.0006434206484956569,True,3.168243930456443e-05,False,False,7Networks_LH_SalVentAttn_Med_3,LO > pIPS
55,0.0035341876464001156,0.0022853182121420957,0.0012488694342580198,0.0012488694342580198,-0.0007021523371346522,0.003068183390325165,False,4.152220247261777e-06,False,False,7Networks_LH_Limbic_OFC_1,pIPS > LO
56,0.002130704621278176,0.0006337583060435206,0.001496946315234655,0.001496946315234655,-0.0003683336412780466,0.003326002859615863,False,5.034361570476784e-06,False,False,7Networks_LH_Limbic_OFC_2,pIPS > LO
57,0.0010384966825464767,0.002904028561724507,-0.0018655318791780304,0.0018655318791780304,-0.00495269671458876,0.00043006301367448955,False,5.513162847058467e-06,False,False,7Networks_LH_Limbic_TempPole_1,LO > pIPS
58,0.0024802229597391894,0.002729321576519417,-0.0002490986167802277,0.0002490986167802277,-0.002150870434306672,0.0015418484921334954,False,1.1162314311643811e-06,False,False,7Networks_LH_Limbic_TempPole_2,LO > pIPS
59,0.002757529757585489,0.003263194707858548,-0.0005056649502730589,0.0005056649502730589,-0.0030651430024668147,0.0014733238412840354,False,1.7936699780175734e-06,False,False,7Networks_LH_Limbic_TempPole_3,LO > pIPS
60,-0.0008257915745693607,-0.0013939490282448056,0.0005681574536754449,0.0005681574536754449,-0.0007285131282187105,0.001946975199537294,False,1.1917649983613968e-06,False,False,7Networks_LH_Limbic_TempPole_4,pIPS > LO
61,0.0010315806566691254,0.00011780787059712981,0.0009137727860719956,0.0009137727860719956,-0.0036897392556185637,0.005495294122911567,False,8.4062871081058e-06,False,False,7Networks_LH_Cont_Par_1,pIPS > LO
62,0.004657498034228377,0.006969252967000236,-0.00231175493277186,0.00231175493277186,-0.007203103727028,0.0023984759138742776,False,1.728409902159728e-05,False,False,7Networks_LH_Cont_Par_2,LO > pIPS
63,0.006743199474333584,0.00939973992088662,-0.0026565404465530356,0.0026565404465530356,-0.007124396686903519,0.0015422940194995739,False,1.8675052903145636e-05,False,False,7Networks_LH_Cont_Par_3,LO > pIPS
64,0.004415828471682553,0.005380737652517547,-0.0009649091808349936,0.0009649091808349936,-0.0043158324682211644,0.002237383010604934,False,4.878218758497659e-06,False,False,7Networks_LH_Cont_Temp_1,LO > pIPS
65,0.0015395322142991263,0.003885609129873515,-0.0023460769155743888,0.0023460769155743888,-0.007291946242591408,0.0012241840796676253,False,8.91616463356606e-06,False,False,7Networks_LH_Cont_OFC_1,LO > pIPS
66,0.0019212613878941884,0.0023666525011588604,-0.000445391113264672,0.000445391113264672,-0.003948415097448821,0.002345948621673824,False,3.206579962715305e-06,False,False,7Networks_LH_Cont_PFCl_1,LO > pIPS
67,0.0003530382244014223,0.0029291748321428686,-0.0025761366077414463,0.0025761366077414463,-0.006383161626651206,0.00045016745048047753,False,9.553983647193147e-06,False,False,7Networks_LH_Cont_PFCl_2,LO > pIPS
68,0.0024569953155517284,0.004637159494628157,-0.0021801641790764287,0.0021801641790764287,-0.005600038446234,0.0006761950300818067,False,8.319874291165448e-06,False,False,7Networks_LH_Cont_PFCl_3,LO > pIPS
69,0.005877554179624852,0.009100880004741333,-0.0032233258251164803,0.0032233258251164803,-0.00668849859172396,3.0507238121792637e-05,False,1.858514809232003e-05,False,False,7Networks_LH_Cont_PFCl_4,LO > pIPS
70,0.007528260598330221,0.010983159311906302,-0.0034548987135760816,0.0034548987135760816,-0.00677880097600479,-0.000370826264840177,True,1.8234090723780775e-05,False,False,7Networks_LH_Cont_PFCl_5,LO > pIPS
71,-0.0070066728253036096,-0.008146682919866597,0.0011400100945629871,0.0011400100945629871,-0.004209263726640047,0.00600876774607273,False,1.1823338324145597e-05,False,False,7Networks_LH_Cont_pCun_1,pIPS > LO
