ROI_ID,ROI_Name,Difference,CI_Lower,CI_Upper,LOO_Reliability,Combined_Significant,Direction
115,7Networks_RH_Vis_15,0.042046227,0.02349192542023957,0.0628327041864395,0.7894736842105263,True,pIPS > LO
116,7Networks_RH_SomMot_1,0.011435159,0.003032138588605449,0.021266588987782595,0.631578947368421,False,pIPS > LO
117,7Networks_RH_SomMot_2,0.0085505545,-0.0015785346302436658,0.01908161966130137,0.631578947368421,False,pIPS > LO
118,7Networks_RH_SomMot_3,0.015518665,0.002065177372423932,0.035861659701913594,0.7368421052631579,False,pIPS > LO
119,7Networks_RH_SomMot_4,0.017219082,0.00465237699681893,0.03561778692528605,0.7368421052631579,False,pIPS > LO
120,7Networks_RH_SomMot_5,0.021014355,0.00848430513869971,0.03663374902680515,0.7894736842105263,True,pIPS > LO
121,7Networks_RH_SomMot_6,0.020921793,0.008275131229311228,0.037696806434541937,0.7894736842105263,True,pIPS > LO
122,7Networks_RH_SomMot_7,0.005780369,-0.0014108319970546285,0.013153525814414022,0.5263157894736842,False,pIPS > LO
123,7Networks_RH_SomMot_8,0.009375282,-0.006836808903608471,0.021554631320759653,0.7894736842105263,False,pIPS > LO
124,7Networks_RH_SomMot_9,0.0040467456,-0.0057586334994994106,0.013599631586112082,0.631578947368421,False,pIPS > LO
125,7Networks_RH_SomMot_10,0.005574569,-0.005609608406666666,0.015099972439929842,0.6842105263157895,False,pIPS > LO
126,7Networks_RH_SomMot_11,0.0074004494,-0.0005344902398064732,0.014570551877841353,0.7368421052631579,False,pIPS > LO
127,7Networks_RH_SomMot_12,0.011875473,0.0033167675661388784,0.02054129373282194,0.631578947368421,False,pIPS > LO
128,7Networks_RH_SomMot_13,0.021435343,0.012261072243563832,0.03141014529392123,0.8947368421052632,True,pIPS > LO
129,7Networks_RH_SomMot_14,0.014846981,0.004718557512387634,0.025441158469766377,0.6842105263157895,False,pIPS > LO
130,7Networks_RH_SomMot_15,0.022133194,0.012610259652137756,0.032555333152413365,0.8947368421052632,True,pIPS > LO
131,7Networks_RH_SomMot_16,0.014449663,0.005421101441606879,0.026362447533756488,0.7894736842105263,True,pIPS > LO
132,7Networks_RH_SomMot_17,0.020512331,0.012317287805490195,0.02906999853439629,0.8421052631578947,True,pIPS > LO
133,7Networks_RH_SomMot_18,0.011713542,0.0017136156355263667,0.022827129019424318,0.5789473684210527,False,pIPS > LO
134,7Networks_RH_SomMot_19,0.016838722,0.0065294643514789644,0.029133198084309694,0.6842105263157895,False,pIPS > LO
135,7Networks_RH_DorsAttn_Post_1,-0.037103325,-0.05329308155924082,-0.022748404135927564,0.8947368421052632,True,LO > pIPS
136,7Networks_RH_DorsAttn_Post_2,-0.004842967,-0.014050347288139165,0.005005659337621176,0.631578947368421,False,LO > pIPS
137,7Networks_RH_DorsAttn_Post_3,0.011286888,0.0020855908165685836,0.019821442989632485,0.7368421052631579,False,pIPS > LO
138,7Networks_RH_DorsAttn_Post_4,-0.0019063205,-0.015838718367740513,0.01143071432597935,0.21052631578947367,False,LO > pIPS
139,7Networks_RH_DorsAttn_Post_5,0.0006269291,-0.015888888342306017,0.014870410738512873,0.2631578947368421,False,pIPS > LO
140,7Networks_RH_DorsAttn_Post_6,0.03677562,0.021514661237597467,0.05148093746975064,0.8947368421052632,True,pIPS > LO
141,7Networks_RH_DorsAttn_Post_7,-0.02057463,-0.03743875352665782,-0.004398960841353991,0.7368421052631579,False,LO > pIPS
142,7Networks_RH_DorsAttn_Post_8,0.010058746,-0.007648086338303982,0.02691146936267614,0.6842105263157895,False,pIPS > LO
143,7Networks_RH_DorsAttn_Post_9,0.039795846,0.025887586129829287,0.05245641730725765,0.8947368421052632,True,pIPS > LO
144,7Networks_RH_DorsAttn_Post_10,0.030854084,0.022188769932836295,0.03918991181999445,0.8947368421052632,True,pIPS > LO
145,7Networks_RH_DorsAttn_FEF_1,0.0073636025,-0.0007796169855282638,0.01563430186361074,0.631578947368421,False,pIPS > LO
146,7Networks_RH_DorsAttn_FEF_2,0.014610983,0.003390335640870035,0.026238554064184422,0.7368421052631579,False,pIPS > LO
147,7Networks_RH_DorsAttn_PrCv_1,-0.0016514063,-0.011609521927312016,0.010440435260534285,0.5789473684210527,False,LO > pIPS
148,7Networks_RH_SalVentAttn_TempOccPar_1,0.0052832887,-0.005993813229724765,0.017403456894680855,0.631578947368421,False,pIPS > LO
149,7Networks_RH_SalVentAttn_TempOccPar_2,0.0076282695,-0.004630639182869344,0.022910631075501443,0.631578947368421,False,pIPS > LO
150,7Networks_RH_SalVentAttn_TempOccPar_3,0.01497959,0.0037439340958371763,0.028873212728649376,0.5789473684210527,False,pIPS > LO
151,7Networks_RH_SalVentAttn_PrC_1,-0.0062014014,-0.018937060469761492,0.004791718174237756,0.5789473684210527,False,LO > pIPS
152,7Networks_RH_SalVentAttn_FrOperIns_1,-0.0012926012,-0.009829886187799274,0.005053054157178848,0.3684210526315789,False,LO > pIPS
153,7Networks_RH_SalVentAttn_FrOperIns_2,0.0071017407,0.0023930245894007384,0.012027576565742493,0.631578947368421,False,pIPS > LO
154,7Networks_RH_SalVentAttn_FrOperIns_3,-0.0043394826,-0.018351356126368047,0.01573855616152286,0.6842105263157895,False,LO > pIPS
155,7Networks_RH_SalVentAttn_FrOperIns_4,0.011639584,0.0004150538487010636,0.027231102949008344,0.6842105263157895,False,pIPS > LO
156,7Networks_RH_SalVentAttn_Med_1,-0.0013635159,-0.011252600071020424,0.006576682301238178,0.42105263157894735,False,LO > pIPS
157,7Networks_RH_SalVentAttn_Med_2,0.023374312,0.0068248221417888996,0.035038406401872633,0.9473684210526315,True,pIPS > LO
158,7Networks_RH_SalVentAttn_Med_3,0.0038830861,-0.008426521788351238,0.01936538405716419,0.47368421052631576,False,pIPS > LO
159,7Networks_RH_Limbic_OFC_1,-0.0012136698,-0.005400237743742764,0.002521051577059552,0.42105263157894735,False,LO > pIPS
160,7Networks_RH_Limbic_OFC_2,-0.004304897,-0.013400448043830693,0.0021681878191884604,0.5263157894736842,False,LO > pIPS
161,7Networks_RH_Limbic_OFC_3,0.0019735843,-0.002736994047882035,0.007708433014340696,0.42105263157894735,False,pIPS > LO
162,7Networks_RH_Limbic_TempPole_1,-0.0030607302,-0.007613942539319396,0.003608207590878008,0.8421052631578947,False,LO > pIPS
163,7Networks_RH_Limbic_TempPole_2,-0.003282074,-0.007140781928319484,0.0016418019862612693,0.8421052631578947,False,LO > pIPS
164,7Networks_RH_Limbic_TempPole_3,-0.0012107957,-0.007000606844667345,0.007542386522982267,0.7894736842105263,False,LO > pIPS
165,7Networks_RH_Cont_Par_1,0.011932652,0.0044310809462331235,0.018904550094157455,0.7894736842105263,True,pIPS > LO
166,7Networks_RH_Cont_Par_2,0.0001867637,-0.01352789041120559,0.01158350482583046,0.05263157894736842,False,pIPS > LO
167,7Networks_RH_Cont_Par_3,0.005390309,-0.008571486943401397,0.01944496324285865,0.5789473684210527,False,pIPS > LO
168,7Networks_RH_Cont_Temp_1,-0.0062437467,-0.01619230373762548,0.0033187275694217503,0.5789473684210527,False,LO > pIPS
169,7Networks_RH_Cont_PFCv_1,-0.0033665113,-0.008264405536465347,0.001444551130407489,0.5789473684210527,False,LO > pIPS
170,7Networks_RH_Cont_PFCl_1,-0.0029934235,-0.0076294744270853695,0.0014578552829334478,0.5789473684210527,False,LO > pIPS
171,7Networks_RH_Cont_PFCl_2,-0.00034532323,-0.009923085197806358,0.012880335049703715,0.10526315789473684,False,LO > pIPS
172,7Networks_RH_Cont_PFCl_3,0.0010560714,-0.007502687082160264,0.012580013764090823,0.3684210526315789,False,pIPS > LO
173,7Networks_RH_Cont_PFCl_4,-0.016482703,-0.025129923271015285,-0.008485502493567767,0.7894736842105263,True,LO > pIPS
174,7Networks_RH_Cont_PFCl_5,-0.002235718,-0.010463231080211698,0.005097572715021668,0.3684210526315789,False,LO > pIPS
175,7Networks_RH_Cont_PFCl_6,-0.0024301112,-0.013034668494947254,0.006778810184914618,0.42105263157894735,False,LO > pIPS
176,7Networks_RH_Cont_PFCl_7,-0.006456375,-0.015437996131367981,0.0022993241145741194,0.5789473684210527,False,LO > pIPS
177,7Networks_RH_Cont_pCun_1,0.066663235,0.050641509145498274,0.08750879522413015,1.0,True,pIPS > LO
178,7Networks_RH_Cont_Cing_1,0.01501378,0.005845940834842622,0.027161594340577713,0.8421052631578947,True,pIPS > LO
179,7Networks_RH_Cont_Cing_2,-0.001302518,-0.0055177824920974675,0.0031081161811016456,0.5789473684210527,False,LO > pIPS
180,7Networks_RH_Cont_PFCmp_1,-0.006435957,-0.012329529295675457,-0.001174978865310551,0.6842105263157895,False,LO > pIPS
181,7Networks_RH_Cont_PFCmp_2,-0.0011306629,-0.00986289931461215,0.009855448990128933,0.631578947368421,False,LO > pIPS
182,7Networks_RH_Default_Par_1,0.04029988,0.02983778463676572,0.05149871334433555,1.0,True,pIPS > LO
183,7Networks_RH_Default_Par_2,0.015636768,0.006158388336189091,0.02897097012028098,0.7894736842105263,True,pIPS > LO
184,7Networks_RH_Default_Par_3,0.009043373,-0.0008149200948537325,0.019873389508575198,0.5789473684210527,False,pIPS > LO
185,7Networks_RH_Default_Temp_1,-0.0037855413,-0.006896685482934118,-0.000783709941606503,0.7368421052631579,False,LO > pIPS
186,7Networks_RH_Default_Temp_2,-0.006031085,-0.014889538032002747,0.0006060333253117263,0.5789473684210527,False,LO > pIPS
187,7Networks_RH_Default_Temp_3,-0.0032918975,-0.012368667428381741,0.00411801814334467,0.5263157894736842,False,LO > pIPS
188,7Networks_RH_Default_Temp_4,-0.011035249,-0.022485928190872074,-0.0008519314040313519,0.631578947368421,False,LO > pIPS
189,7Networks_RH_Default_Temp_5,-0.0048743,-0.010927640181034802,0.0016721010004403067,0.6842105263157895,False,LO > pIPS
190,7Networks_RH_Default_PFCv_1,-0.0023176074,-0.009860104951076209,0.008481946028769005,0.7368421052631579,False,LO > pIPS
191,7Networks_RH_Default_PFCdPFCm_1,0.004992312,0.0008041682071052491,0.009057287825271486,0.7368421052631579,False,pIPS > LO
192,7Networks_RH_Default_PFCdPFCm_2,0.013682256,0.0019076395023148508,0.030528562841936946,0.6842105263157895,False,pIPS > LO
193,7Networks_RH_Default_PFCdPFCm_3,0.0074136425,-0.00250805492978543,0.022499118419364094,0.42105263157894735,False,pIPS > LO
194,7Networks_RH_Default_PFCdPFCm_4,-0.00019723736,-0.005094154994003475,0.004304719751235097,0.15789473684210525,False,LO > pIPS
195,7Networks_RH_Default_PFCdPFCm_5,0.0036697686,-0.0023838227381929753,0.00947510933037847,0.5263157894736842,False,pIPS > LO
196,7Networks_RH_Default_PFCdPFCm_6,0.009029221,0.001842952141305432,0.01566585130058229,0.6842105263157895,False,pIPS > LO
197,7Networks_RH_Default_PFCdPFCm_7,0.0152526945,0.007722612703219056,0.02316423645243048,0.7368421052631579,False,pIPS > LO
198,7Networks_RH_Default_pCunPCC_1,0.05492627,0.040652406960725786,0.07009759172797203,0.9473684210526315,True,pIPS > LO
199,7Networks_RH_Default_pCunPCC_2,0.03404991,0.01966501632705331,0.05399955091997981,0.9473684210526315,True,pIPS > LO
200,7Networks_RH_Default_pCunPCC_3,0.028217033,0.01580256628803909,0.041141892597079274,0.8421052631578947,True,pIPS > LO
