ROI_ID,pIPS_Connectivity,LO_Connectivity,Difference,Abs_Difference,CI_Lower,CI_Upper,Bootstrap_Significant,LOO_Reliability,LOO_Significant,Combined_Significant,ROI_Name,Direction
1,0.10923573139466737,0.10278664068563988,0.006449090709027494,0.006449090709027494,-0.011051345944992796,0.02000380377775353,False,0.00018769875916509567,False,False,7Networks_LH_Vis_1,pIPS > LO
2,0.11810639422190816,0.13596269998111224,-0.017856305759204077,0.017856305759204077,-0.029885826357885413,-0.006550539490815854,True,0.00041491742804961176,False,False,7Networks_LH_Vis_2,LO > pIPS
3,0.14056892144052605,0.21120185797151766,-0.07063293653099162,0.07063293653099162,-0.0889280717721895,-0.05329804564581108,True,0.004900976789396726,True,True,7Networks_LH_Vis_3,LO > pIPS
4,0.07860854113670557,0.027603222939528917,0.05100531819717665,0.05100531819717665,0.029602019998588056,0.06907711381300989,True,0.0030507067164653313,True,True,7Networks_LH_Vis_4,pIPS > LO
5,0.05295494659558723,0.10068890373957784,-0.04773395714399061,0.04773395714399061,-0.06286632751457785,-0.03248048509765224,True,0.00227383370691502,True,True,7Networks_LH_Vis_5,LO > pIPS
6,0.0707606530111087,0.04442841926663134,0.026332233744477365,0.026332233744477365,0.012563545829126324,0.038227163524808074,True,0.0008627208367128298,False,False,7Networks_LH_Vis_6,pIPS > LO
7,0.058084520903465,0.03031617616254248,0.027768344740922518,0.027768344740922518,0.008095395455970185,0.04693540564774977,True,0.0011624271802259487,False,False,7Networks_LH_Vis_7,pIPS > LO
8,0.1285976881259366,0.1360669071344953,-0.007469219008558681,0.007469219008558681,-0.020851118769496677,0.006166619518281597,False,0.00017132845004595596,False,False,7Networks_LH_Vis_8,LO > pIPS
9,0.07627597686491515,0.11407894621554174,-0.03780296935062659,0.03780296935062659,-0.05709307144248957,-0.019396951750509074,True,0.0015852931129315445,False,False,7Networks_LH_Vis_9,LO > pIPS
10,0.09476152265836534,0.03811422688886523,0.0566472957695001,0.0566472957695001,0.040029638712784574,0.07281297220002958,True,0.003255076541214257,True,True,7Networks_LH_Vis_10,pIPS > LO
11,0.12164512335469849,0.13627870233827516,-0.014633578983576673,0.014633578983576673,-0.026173735882988883,-0.0021269797273960646,True,0.00038434706548222543,False,False,7Networks_LH_Vis_11,LO > pIPS
12,0.10280124465689848,0.048334731021896005,0.054466513635002475,0.054466513635002475,0.03885509850255115,0.07189757217481535,True,0.0028916667217635684,True,True,7Networks_LH_Vis_12,pIPS > LO
13,0.08996793662050837,0.005510507935756131,0.08445742868475223,0.08445742868475223,0.07055095052101504,0.09731018794945588,True,0.007083868592190653,True,True,7Networks_LH_Vis_13,pIPS > LO
14,0.13381636593686907,0.06654326730456792,0.06727309863230116,0.06727309863230116,0.04986513329081629,0.08390830960186,True,0.004573324422829171,True,True,7Networks_LH_Vis_14,pIPS > LO
15,0.04630920928167669,0.037817511756561305,0.008491697525115388,0.008491697525115388,0.0028266959529566127,0.014538535181629026,True,9.063760898328208e-05,False,False,7Networks_LH_SomMot_1,pIPS > LO
16,0.06437555384381037,0.0525173575519339,0.011858196291876469,0.011858196291876469,0.0013018037486625356,0.025195077386390586,True,0.0001926101336421605,False,False,7Networks_LH_SomMot_2,pIPS > LO
17,0.053944834753086694,0.04174946396807699,0.012195370785009707,0.012195370785009707,0.000692874358317472,0.030113247036321178,True,0.00014876659597601815,False,False,7Networks_LH_SomMot_3,pIPS > LO
18,0.05906861353861658,0.04357386170886457,0.015494751829752011,0.015494751829752011,0.004307633621226016,0.03057718929270967,True,0.000278025196207391,False,False,7Networks_LH_SomMot_4,pIPS > LO
19,0.06338533386588097,0.04573925638473347,0.017646077481147493,0.017646077481147493,0.004707969237413064,0.037214702017311196,True,0.0003133998071460974,False,False,7Networks_LH_SomMot_5,pIPS > LO
20,0.06398776850025904,0.06225462679408098,0.001733141706178061,0.001733141706178061,-0.004717394579692106,0.008301709808017085,False,1.9907913320655325e-05,False,False,7Networks_LH_SomMot_6,pIPS > LO
21,0.077041670876114,0.07887162116209143,-0.001829950285977433,0.001829950285977433,-0.01356240063293003,0.008497405747000716,False,3.932554288619962e-05,False,False,7Networks_LH_SomMot_7,LO > pIPS
22,0.06469160803642712,0.06239119368164163,0.0023004143547854933,0.0023004143547854933,-0.010769309062437196,0.01211441021449374,False,5.334378860026663e-05,False,False,7Networks_LH_SomMot_8,pIPS > LO
23,0.08269632421433926,0.08117450381580152,0.0015218203985377377,0.0015218203985377377,-0.0058890978511618956,0.009206659648273339,False,2.092238248045437e-05,False,False,7Networks_LH_SomMot_9,pIPS > LO
24,0.07896247447321289,0.07912769247042506,-0.00016521799721216923,0.00016521799721216923,-0.008348120062146337,0.008336291473824519,False,1.9230833967219075e-05,False,False,7Networks_LH_SomMot_10,LO > pIPS
25,0.12087887564772054,0.10641084797680378,0.014468027670916761,0.014468027670916761,0.005479776778405432,0.02410002277036638,True,0.0002602965595482048,False,False,7Networks_LH_SomMot_11,pIPS > LO
26,0.08190538062665023,0.07857417307892128,0.0033312075477289482,0.0033312075477289482,-0.006411429170494607,0.0138065295293927,False,4.842720941683216e-05,False,False,7Networks_LH_SomMot_12,pIPS > LO
27,0.08818142919948227,0.07161105340836864,0.01657037579111363,0.01657037579111363,0.009277265218674745,0.024550212242052352,True,0.0002817134305073886,False,False,7Networks_LH_SomMot_13,pIPS > LO
28,0.06449249445607788,0.055894681350573114,0.008597813105504767,0.008597813105504767,-0.0019006306415815931,0.023450527156972763,False,0.000106347294611522,False,False,7Networks_LH_SomMot_14,pIPS > LO
29,0.07951449718032229,0.06717699942620177,0.012337497754120519,0.012337497754120519,0.003821775032280891,0.021461435833235128,True,0.0001915036920911136,False,False,7Networks_LH_SomMot_15,pIPS > LO
30,0.079314467448153,0.06887316892511751,0.010441298523035492,0.010441298523035492,0.0010607217285340947,0.020687205251919014,True,0.00016556606596245275,False,False,7Networks_LH_SomMot_16,pIPS > LO
31,0.0940584683496701,0.12457403854319923,-0.03051557019352913,0.03051557019352913,-0.04300821042668663,-0.019527184860290675,True,0.0009018133339259045,False,False,7Networks_LH_DorsAttn_Post_1,LO > pIPS
32,0.09991000710349333,0.10316460089463937,-0.0032545937911460376,0.0032545937911460376,-0.015529059760860706,0.00846504861194837,False,6.0759155189809075e-05,False,False,7Networks_LH_DorsAttn_Post_2,LO > pIPS
33,0.17946685419270866,0.14872680016254125,0.030740054030167413,0.030740054030167413,0.008543953181881668,0.052137477597907975,True,0.0014547981444110768,False,False,7Networks_LH_DorsAttn_Post_3,pIPS > LO
34,0.0753034757156121,0.07228268178081826,0.0030207939347938473,0.0030207939347938473,-0.010097872710933807,0.01362902683843123,False,7.4252688153893e-05,False,False,7Networks_LH_DorsAttn_Post_4,pIPS > LO
35,0.10217897025378127,0.10806551516840332,-0.005886544914622052,0.005886544914622052,-0.02094029484218672,0.007406404183099149,False,0.00010881883809244417,False,False,7Networks_LH_DorsAttn_Post_5,LO > pIPS
36,0.11676081799362835,0.12310719548871643,-0.006346377495088082,0.006346377495088082,-0.019731984983541454,0.00712649020317353,False,0.0001437177190927074,False,False,7Networks_LH_DorsAttn_Post_6,LO > pIPS
37,0.12088872531526967,0.09033669251948595,0.030552032795783723,0.030552032795783723,0.016852774551922547,0.044125402465119555,True,0.0010718215287371159,False,False,7Networks_LH_DorsAttn_Post_7,pIPS > LO
38,0.1295582428574562,0.13018802533808507,-0.0006297824806288654,0.0006297824806288654,-0.015157006646653528,0.012707750430624727,False,5.3844051711524705e-05,False,False,7Networks_LH_DorsAttn_Post_8,LO > pIPS
39,0.10628122865761581,0.06711754742029466,0.039163681237321155,0.039163681237321155,0.02457609622200068,0.053364597959443906,True,0.0016697347894894755,False,False,7Networks_LH_DorsAttn_Post_9,pIPS > LO
40,0.10498668998479843,0.07550362264737487,0.029483067337423563,0.029483067337423563,0.018881364914858225,0.040494636019177147,True,0.0009217488517172848,False,False,7Networks_LH_DorsAttn_Post_10,pIPS > LO
41,0.0834308368595023,0.08143433359892745,0.00199650326057485,0.00199650326057485,-0.007622525953736751,0.01125655517129129,False,3.24105359754186e-05,False,False,7Networks_LH_DorsAttn_FEF_1,pIPS > LO
42,0.07748533991214476,0.05636868478828355,0.02111665512386121,0.02111665512386121,0.00952777273119672,0.034479414394713546,True,0.0005041079130619573,False,False,7Networks_LH_DorsAttn_FEF_2,pIPS > LO
43,0.06523667251397121,0.07177161709650566,-0.006534944582534452,0.006534944582534452,-0.014124402577841758,0.0004274606116508183,False,7.518664156156321e-05,False,False,7Networks_LH_DorsAttn_PrCv_1,LO > pIPS
44,0.06702172825431549,0.05680261302347246,0.010219115230843026,0.010219115230843026,-0.0025161238635375517,0.027388185191758608,False,0.00016431385304406605,False,False,7Networks_LH_SalVentAttn_ParOper_1,pIPS > LO
45,0.060570396495198735,0.04197588902407963,0.018594507471119105,0.018594507471119105,0.007024432224295056,0.03165048872929459,True,0.000417502815940143,False,False,7Networks_LH_SalVentAttn_ParOper_2,pIPS > LO
46,0.05544194664904162,0.04297665336880049,0.012465293280241131,0.012465293280241131,0.0028219203377375336,0.0225213357339319,True,0.00023564018871588882,False,False,7Networks_LH_SalVentAttn_ParOper_3,pIPS > LO
47,0.03734336012827331,0.028565023817416085,0.008778336310857223,0.008778336310857223,0.003760796525258277,0.013797183561530939,True,9.970778006542756e-05,False,False,7Networks_LH_SalVentAttn_FrOperIns_1,pIPS > LO
48,0.041492578555143586,0.04181931555075081,-0.00032673699560722275,0.00032673699560722275,-0.013361234579995076,0.01912864837060241,False,7.753228881842889e-05,False,False,7Networks_LH_SalVentAttn_FrOperIns_2,LO > pIPS
49,0.04506575789204553,0.032170588665298726,0.012895169226746807,0.012895169226746807,-0.00031231376710102755,0.03357611977262423,False,0.00017040443985350657,False,False,7Networks_LH_SalVentAttn_FrOperIns_3,pIPS > LO
