parcel,schaefer_resolution,schaefer_index,schaefer_name,individual_coverage,cumulative_coverage
LO,1000,11,7Networks_LH_Vis_12,0.0574793875147232,0.0574793875147232
LO,1000,28,7Networks_LH_Vis_29,0.04546525323910483,0.10294464075382803
LO,1000,176,7Networks_LH_DorsAttn_Post_5,0.03510011778563015,0.1380447585394582
LO,1000,520,7Networks_RH_Vis_21,0.033215547703180213,0.1712603062426384
LO,1000,533,7Networks_RH_Vis_34,0.0414605418138987,0.21272084805653713
