Analysis,Condition,Group,N,Mean,Std,CI_Lower,CI_Upper
fc,tools,"Within-subject, between-ROI",18,0.91912355310552,0.0401882672392795,0.8991383979815006,0.9391087082295393
fc,tools,"Between-subject, within-pIPS",18,0.8416808876060823,0.020839058452631187,0.8313178676397155,0.8520439075724491
fc,tools,"Between-subject, within-LO",18,0.7859765992459868,0.03447555125016927,0.7688323109486479,0.8031208875433258
