Group,Tools_Mean,Nontools_Mean,Difference
Within-subject_between-ROI,0.91912355310552,0.9228457386664677,-0.0037221855609477217
Between-subject_within-pIPS,0.8416808876060823,0.8401189359122809,0.0015619516938013556
Between-subject_within-LO,0.7859765992459868,0.785283603464656,0.0006929957813308629
