ROI_ID,ROI_Name,Clean_Name,Mean_Value,t_stat,p_value,Significant,LOOV_Mean,LOOV_Std,Bootstrap_Mean,Bootstrap_CI_Lower,Bootstrap_CI_Upper,Anatomical_Lobe,Hemisphere,Base_Region,Lobe_Sorted,sort_key
65,7Networks_LH_Cont_OFC_1,OFC_1,0.07398319258823514,4.588512562173046,5.560607799989971e-06,True,0.07398319258823516,0.0006951363602354549,0.07398319258823514,0.04627124720114325,0.08166715273599545,Frontal,L,Cont_OFC,Frontal,"(0, 'Cont_OFC', 0)"
67,7Networks_LH_Cont_PFCl_2,PFCl_2,0.7336873152471909,15.438992575787411,1.0322516885690981e-46,True,0.7336873152471909,0.0017636960484916447,0.7336873152471909,0.6133767648124757,0.8019354621820083,Frontal,L,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 0)"
66,7Networks_LH_Cont_PFCl_1,PFCl_1,0.058454367812362636,4.245036961768105,2.5284695978987597e-05,True,0.05845436781236265,0.0005593700118054637,0.058454367812362636,0.044394161012758865,0.07017315382996163,Frontal,L,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 0)"
68,7Networks_LH_Cont_PFCl_3,PFCl_3,0.3343427624539335,13.146308042063062,4.384382165029868e-37,True,0.3343427624539335,0.0007167624693362808,0.3343427624539335,0.2934927587027175,0.37144754769280774,Frontal,L,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 0)"
69,7Networks_LH_Cont_PFCl_4,PFCl_4,0.03548970584487513,2.289812607592457,0.02228293100491113,True,0.03548970584487513,0.0005386259698548485,0.03548970584487513,-0.0003604217579288577,0.048851609422781564,Frontal,L,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 0)"
70,7Networks_LH_Cont_PFCl_5,PFCl_5,0.08278660038957956,5.304502503578473,1.5368423089469666e-07,True,0.08278660038957956,0.0006029454034895861,0.08278660038957956,0.05655547209755963,0.10059992045083865,Frontal,L,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 0)"
176,7Networks_RH_Cont_PFCl_7,PFCl_7,0.14858310840887345,8.09379459506999,1.51847974581928e-15,True,0.14858310840887343,0.0005530016967082416,0.14858310840887345,0.12476742098050166,0.16445863251779147,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
175,7Networks_RH_Cont_PFCl_6,PFCl_6,0.1686688908526947,6.179789044903822,1.4465553376540103e-09,True,0.16866889085269468,0.001290944517209618,0.1686688908526947,0.1325215844107517,0.20438604318858264,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
174,7Networks_RH_Cont_PFCl_5,PFCl_5,1.6426811980802898,29.059255863034828,6.023245356840384e-136,True,1.6426811980802896,0.0017647984636695749,1.6426811980802898,1.5141834211239855,1.6952157590290184,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
173,7Networks_RH_Cont_PFCl_4,PFCl_4,-0.026415420452466244,-1.5362846553311875,0.12476039643175933,False,-0.026415420452466244,0.0005222412759830042,-0.026415420452466244,-0.04256366808028406,-0.008719061669856337,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
172,7Networks_RH_Cont_PFCl_3,PFCl_3,0.6437753800382566,17.340982870638708,3.055354343981615e-59,True,0.6437753800382566,0.0011618439038850836,0.6437753800382566,0.6316257472907422,0.6951898613096333,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
171,7Networks_RH_Cont_PFCl_2,PFCl_2,0.907658928323727,16.01289732846377,3.143495356614015e-50,True,0.907658928323727,0.0020103385496508573,0.907658928323727,0.8031736827473567,0.9445512487964587,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
170,7Networks_RH_Cont_PFCl_1,PFCl_1,0.044937451664483714,4.365406302686357,1.402882120697453e-05,True,0.0449374516644837,0.0003279938149532132,0.044937451664483714,0.03277255826371203,0.05737409179541657,Frontal,R,Cont_PFCl,Frontal,"(0, 'Cont_PFCl', 1)"
181,7Networks_RH_Cont_PFCmp_2,PFCmp_2,0.018659302165635785,2.5105590287174726,0.012244739587236562,True,0.018659302165635785,0.00025907472330895953,0.018659302165635785,0.01184757220365357,0.027164090814092677,Frontal,R,Cont_PFCmp,Frontal,"(0, 'Cont_PFCmp', 1)"
180,7Networks_RH_Cont_PFCmp_1,PFCmp_1,0.2091320195967495,8.812496206632751,1.1662763027151778e-17,True,0.20913201959674946,0.0009417480416646108,0.2091320195967495,0.17564903984626457,0.22501141282720313,Frontal,R,Cont_PFCmp,Frontal,"(0, 'Cont_PFCmp', 1)"
169,7Networks_RH_Cont_PFCv_1,PFCv_1,0.0,,,False,0.0,0.0,0.0,0.0,0.0,Frontal,R,Cont_PFCv,Frontal,"(0, 'Cont_PFCv', 1)"
71,7Networks_LH_Cont_pCun_1,pCun_1,0.0,,,False,0.0,0.0,0.0,0.0,0.0,Frontal,L,Cont_pCun,Frontal,"(0, 'Cont_pCun', 0)"
177,7Networks_RH_Cont_pCun_1,pCun_1,0.06918729895781676,2.747047981589674,0.006354063660357464,True,0.06918729895781676,0.0014079432238361521,0.06918729895781676,0.04369153905623213,0.0997473497627079,Frontal,R,Cont_pCun,Frontal,"(0, 'Cont_pCun', 1)"
90,7Networks_LH_Default_PFC_8,PFC_8,0.07896006340082404,5.285688877878302,1.7500854955395865e-07,True,0.07896006340082404,0.0006068335447444968,0.07896006340082404,0.05128378833701714,0.09957711056720024,Frontal,L,Default_PFC,Frontal,"(0, 'Default_PFC', 0)"
