ROI_ID,ROI_Name,Clean_Name,Mean_Difference,p_value,t_stat,Significant,Effect_Size,N_pairs,Lobe,Hemisphere
b'17Networks_LH_SomMotA_2',Wang_b'17Networks_LH_SomMotA_2',b'17Networks_LH_SomMotA_2',0.0,,,False,,432,Somatomotor,L
b'17Networks_RH_LimbicA_TempPole_1',Wang_b'17Networks_RH_LimbicA_TempPole_1',b'17Networks_RH_LimbicA_TempPole_1',-0.7337826341702932,1.2009035893496605e-65,-18.273606894625413,True,-0.5402705138111786,1144,Temporal,R
b'17Networks_LH_SalVentAttnA_FrMed_2',Wang_b'17Networks_LH_SalVentAttnA_FrMed_2',b'17Networks_LH_SalVentAttnA_FrMed_2',0.0,,,False,,524,Frontal,L
b'17Networks_LH_DorsAttnA_ParOcc_1',Wang_b'17Networks_LH_DorsAttnA_ParOcc_1',b'17Networks_LH_DorsAttnA_ParOcc_1',2.363403607857666,6.945410138125375e-130,30.266801190833444,True,1.1350937273180028,711,Parietal,L
b'17Networks_LH_DefaultB_PFCv_1',Wang_b'17Networks_LH_DefaultB_PFCv_1',b'17Networks_LH_DefaultB_PFCv_1',0.0,,,False,,585,Frontal,L
b'17Networks_RH_SomMotA_9',Wang_b'17Networks_RH_SomMotA_9',b'17Networks_RH_SomMotA_9',-0.8560855991477103,1.5234918433211193e-23,-10.715238986962307,True,-0.5533325619618326,375,Somatomotor,R
b'17Networks_RH_DefaultA_PFCm_3',Wang_b'17Networks_RH_DefaultA_PFCm_3',b'17Networks_RH_DefaultA_PFCm_3',0.0,,,False,,1446,Frontal,R
b'17Networks_RH_SalVentAttnA_Ins_1',Wang_b'17Networks_RH_SalVentAttnA_Ins_1',b'17Networks_RH_SalVentAttnA_Ins_1',0.0,,,False,,367,Insular,R
b'17Networks_RH_DorsAttnB_PostC_3',Wang_b'17Networks_RH_DorsAttnB_PostC_3',b'17Networks_RH_DorsAttnB_PostC_3',1.213283921420797,3.841525682097482e-76,20.849884685348062,True,0.7701080622532736,733,Temporal,R
b'17Networks_RH_VisPeri_ExStrSup_1',Wang_b'17Networks_RH_VisPeri_ExStrSup_1',b'17Networks_RH_VisPeri_ExStrSup_1',-0.7612966595368885,4.983459586305836e-34,-13.442372635624272,True,-0.6850867460003903,385,Occipital,R
b'17Networks_RH_SalVentAttnA_Ins_2',Wang_b'17Networks_RH_SalVentAttnA_Ins_2',b'17Networks_RH_SalVentAttnA_Ins_2',0.0,,,False,,752,Insular,R
b'17Networks_RH_SomMotB_Aud_2',Wang_b'17Networks_RH_SomMotB_Aud_2',b'17Networks_RH_SomMotB_Aud_2',0.0,,,False,,530,Somatomotor,R
b'17Networks_RH_LimbicB_OFC_1',Wang_b'17Networks_RH_LimbicB_OFC_1',b'17Networks_RH_LimbicB_OFC_1',0.0,,,False,,854,Frontal,R
b'17Networks_RH_DefaultA_PFCd_1',Wang_b'17Networks_RH_DefaultA_PFCd_1',b'17Networks_RH_DefaultA_PFCd_1',0.0,,,False,,537,Frontal,R
b'17Networks_RH_LimbicB_OFC_4',Wang_b'17Networks_RH_LimbicB_OFC_4',b'17Networks_RH_LimbicB_OFC_4',0.0,,,False,,793,Frontal,R
b'17Networks_RH_SalVentAttnB_PFClv_1',Wang_b'17Networks_RH_SalVentAttnB_PFClv_1',b'17Networks_RH_SalVentAttnB_PFClv_1',2.9455859683722476,1.42851139390004e-293,52.706202306135545,True,1.6486796477055812,1022,Frontal,R
b'17Networks_LH_DefaultB_PFCv_3',Wang_b'17Networks_LH_DefaultB_PFCv_3',b'17Networks_LH_DefaultB_PFCv_3',0.0,,,False,,438,Frontal,L
b'17Networks_RH_SomMotA_5',Wang_b'17Networks_RH_SomMotA_5',b'17Networks_RH_SomMotA_5',-1.8495672203479576,1.2102096832164725e-42,-16.40502412485088,True,-0.9874664120813987,276,Somatomotor,R
b'17Networks_LH_DorsAttnA_TempOcc_2',Wang_b'17Networks_LH_DorsAttnA_TempOcc_2',b'17Networks_LH_DorsAttnA_TempOcc_2',2.9818382938256445,0.0,70.1243694137371,True,2.6007689016677493,727,Temporal,L
b'17Networks_LH_ContB_Temp_1',Wang_b'17Networks_LH_ContB_Temp_1',b'17Networks_LH_ContB_Temp_1',-0.07930373146704955,2.1677713531443033e-05,-4.276127228981678,True,-0.16208618431927435,696,Frontal,L
b'17Networks_LH_DefaultA_PFCd_1',Wang_b'17Networks_LH_DefaultA_PFCd_1',b'17Networks_LH_DefaultA_PFCd_1',0.0,,,False,,861,Frontal,L
b'17Networks_RH_LimbicB_OFC_2',Wang_b'17Networks_RH_LimbicB_OFC_2',b'17Networks_RH_LimbicB_OFC_2',0.0,,,False,,739,Frontal,R
b'17Networks_RH_ContA_PFCl_1',Wang_b'17Networks_RH_ContA_PFCl_1',b'17Networks_RH_ContA_PFCl_1',0.0,,,False,,823,Frontal,R
b'17Networks_RH_SomMotB_Cent_1',Wang_b'17Networks_RH_SomMotB_Cent_1',b'17Networks_RH_SomMotB_Cent_1',0.0,,,False,,771,Somatomotor,R
b'17Networks_RH_ContA_PFCl_2',Wang_b'17Networks_RH_ContA_PFCl_2',b'17Networks_RH_ContA_PFCl_2',0.9592777725291882,3.400479714245321e-79,20.501101816089815,True,0.6223896090920034,1085,Frontal,R
