ROI_ID,ROI_Name,Clean_Name,Mean_Difference,p_value,t_stat,Significant,Effect_Size,N_pairs,Lobe,Hemisphere
b'17Networks_RH_LimbicB_OFC_4',Wang_b'17Networks_RH_LimbicB_OFC_4',b'17Networks_RH_LimbicB_OFC_4',-0.005115782355184793,0.3269402742412616,-0.9809026756801179,False,-0.03483287534047053,793,Frontal,R
b'17Networks_RH_SalVentAttnB_PFClv_1',Wang_b'17Networks_RH_SalVentAttnB_PFClv_1',b'17Networks_RH_SalVentAttnB_PFClv_1',0.4136735978857939,3.0443533270443054e-71,19.3392473881065,True,0.604942533812626,1022,Frontal,R
b'17Networks_LH_DefaultB_PFCv_3',Wang_b'17Networks_LH_DefaultB_PFCv_3',b'17Networks_LH_DefaultB_PFCv_3',0.0,,,False,,438,Frontal,L
b'17Networks_RH_SomMotA_5',Wang_b'17Networks_RH_SomMotA_5',b'17Networks_RH_SomMotA_5',0.0,,,False,,276,Somatomotor,R
b'17Networks_LH_DorsAttnA_TempOcc_2',Wang_b'17Networks_LH_DorsAttnA_TempOcc_2',b'17Networks_LH_DorsAttnA_TempOcc_2',-3.13298207743734,1.2011849725946997e-225,-47.64194468253308,True,-1.7669419230604102,727,Temporal,L
b'17Networks_LH_ContB_Temp_1',Wang_b'17Networks_LH_ContB_Temp_1',b'17Networks_LH_ContB_Temp_1',-0.2227278770041745,8.749624321336804e-12,-6.944276137203266,True,-0.263222107684273,696,Frontal,L
b'17Networks_LH_DefaultA_PFCd_1',Wang_b'17Networks_LH_DefaultA_PFCd_1',b'17Networks_LH_DefaultA_PFCd_1',-0.20664738591291082,5.640155163693689e-14,-7.643598305760909,True,-0.26049313339003344,861,Frontal,L
b'17Networks_RH_LimbicB_OFC_2',Wang_b'17Networks_RH_LimbicB_OFC_2',b'17Networks_RH_LimbicB_OFC_2',-0.15355865351871018,1.3441578192754222e-08,-5.7449935970579595,True,-0.21133300566436672,739,Frontal,R
b'17Networks_RH_ContA_PFCl_1',Wang_b'17Networks_RH_ContA_PFCl_1',b'17Networks_RH_ContA_PFCl_1',0.0,,,False,,823,Frontal,R
b'17Networks_RH_SomMotB_Cent_1',Wang_b'17Networks_RH_SomMotB_Cent_1',b'17Networks_RH_SomMotB_Cent_1',-1.171141588778704,5.352844900709676e-71,-19.826888496177187,True,-0.714047947541063,771,Somatomotor,R
b'17Networks_RH_ContA_PFCl_2',Wang_b'17Networks_RH_ContA_PFCl_2',b'17Networks_RH_ContA_PFCl_2',0.8133626341663652,3.3865573814384017e-65,18.266561682732096,True,0.5545515693331159,1085,Frontal,R
b'17Networks_RH_LimbicA_TempPole_3',Wang_b'17Networks_RH_LimbicA_TempPole_3',b'17Networks_RH_LimbicA_TempPole_3',-1.7674212132862341,4.204762912175514e-100,-26.533902785948808,True,-1.1376316965247737,544,Temporal,R
b'17Networks_LH_TempPar_2',Wang_b'17Networks_LH_TempPar_2',b'17Networks_LH_TempPar_2',0.0,,,False,,547,Other,L
