ROI_ID,ROI_Name,Clean_Name,Mean_Difference,p_value,t_stat,Significant,Effect_Size,N_pairs,Lobe,Hemisphere
b'17Networks_RH_DefaultC_IPL_1',Wang_b'17Networks_RH_DefaultC_IPL_1',b'17Networks_RH_DefaultC_IPL_1',0.09198744029924116,4.862160008650486e-05,4.0847641961573204,True,0.14523749475929226,791,Frontal,R
b'17Networks_LH_SomMotA_6',Wang_b'17Networks_LH_SomMotA_6',b'17Networks_LH_SomMotA_6',0.0,,,False,,543,Somatomotor,L
b'17Networks_LH_VisPeri_ExStrInf_2',Wang_b'17Networks_LH_VisPeri_ExStrInf_2',b'17Networks_LH_VisPeri_ExStrInf_2',-1.9667324359190117,1.2930474142121203e-80,-22.901334218385735,True,-1.0071995272933234,517,Occipital,L
b'17Networks_LH_DefaultA_PFCm_2',Wang_b'17Networks_LH_DefaultA_PFCm_2',b'17Networks_LH_DefaultA_PFCm_2',0.0,,,False,,1093,Frontal,L
b'17Networks_RH_ContA_Cingm_1',Wang_b'17Networks_RH_ContA_Cingm_1',b'17Networks_RH_ContA_Cingm_1',0.0,,,False,,210,Frontal,R
b'17Networks_LH_DefaultB_Temp_3',Wang_b'17Networks_LH_DefaultB_Temp_3',b'17Networks_LH_DefaultB_Temp_3',0.0,,,False,,942,Frontal,L
b'17Networks_RH_VisCent_ExStr_5',Wang_b'17Networks_RH_VisCent_ExStr_5',b'17Networks_RH_VisCent_ExStr_5',1.8006274305431624,1.6447450283202622e-190,35.679194815697734,True,1.0308290189734133,1198,Occipital,R
b'17Networks_RH_DefaultB_PFCd_1',Wang_b'17Networks_RH_DefaultB_PFCd_1',b'17Networks_RH_DefaultB_PFCd_1',-0.08379133667524032,5.070048506604315e-07,-5.059215666107018,True,-0.165631284992467,933,Frontal,R
b'17Networks_RH_ContB_PFCld_2',Wang_b'17Networks_RH_ContB_PFCld_2',b'17Networks_RH_ContB_PFCld_2',0.3760186104839006,1.2863438542128329e-33,12.498351007701809,True,0.3763266384590521,1103,Frontal,R
b'17Networks_LH_DorsAttnA_TempOcc_1',Wang_b'17Networks_LH_DorsAttnA_TempOcc_1',b'17Networks_LH_DorsAttnA_TempOcc_1',-0.8796679805901508,1.327712985e-315,-52.20356991570049,True,-1.4800964359667919,1244,Temporal,L
b'17Networks_RH_ContB_Temp_2',Wang_b'17Networks_RH_ContB_Temp_2',b'17Networks_RH_ContB_Temp_2',0.15160606878142316,9.661416616574127e-12,6.920242450022055,True,0.2521876542793073,753,Frontal,R
b'17Networks_RH_SalVentAttnA_ParOper_1',Wang_b'17Networks_RH_SalVentAttnA_ParOper_1',b'17Networks_RH_SalVentAttnA_ParOper_1',0.0,,,False,,952,Frontal,R
b'17Networks_RH_TempPar_2',Wang_b'17Networks_RH_TempPar_2',b'17Networks_RH_TempPar_2',0.0,,,False,,465,Other,R
b'17Networks_RH_VisPeri_StriCal_1',Wang_b'17Networks_RH_VisPeri_StriCal_1',b'17Networks_RH_VisPeri_StriCal_1',-1.5772768140254703,1.035414921266453e-200,-42.11992793586802,True,-1.5288565264348872,759,Occipital,R
b'17Networks_LH_SomMotB_S2_3',Wang_b'17Networks_LH_SomMotB_S2_3',b'17Networks_LH_SomMotB_S2_3',0.0,,,False,,386,Somatomotor,L
b'17Networks_RH_SalVentAttnA_FrOper_1',Wang_b'17Networks_RH_SalVentAttnA_FrOper_1',b'17Networks_RH_SalVentAttnA_FrOper_1',0.0,,,False,,890,Frontal,R
b'17Networks_LH_ContA_IPS_2',Wang_b'17Networks_LH_ContA_IPS_2',b'17Networks_LH_ContA_IPS_2',0.0,,,False,,430,Frontal,L
b'17Networks_RH_ContB_PFCmp_1',Wang_b'17Networks_RH_ContB_PFCmp_1',b'17Networks_RH_ContB_PFCmp_1',-0.21138484152711995,9.530417980330314e-15,-7.891152089321308,True,-0.27490130907132154,824,Frontal,R
b'17Networks_LH_SomMotA_3',Wang_b'17Networks_LH_SomMotA_3',b'17Networks_LH_SomMotA_3',0.0,,,False,,548,Somatomotor,L
b'17Networks_LH_ContA_IPS_1',Wang_b'17Networks_LH_ContA_IPS_1',b'17Networks_LH_ContA_IPS_1',0.014841503017415832,0.08373497751051609,1.732089406604502,False,0.0680954611381857,647,Frontal,L
b'17Networks_RH_ContB_IPL_1',Wang_b'17Networks_RH_ContB_IPL_1',b'17Networks_RH_ContB_IPL_1',0.0,,,False,,689,Frontal,R
b'17Networks_RH_ContB_Temp_1',Wang_b'17Networks_RH_ContB_Temp_1',b'17Networks_RH_ContB_Temp_1',0.0,,,False,,1134,Frontal,R
b'17Networks_LH_VisPeri_ExStrInf_1',Wang_b'17Networks_LH_VisPeri_ExStrInf_1',b'17Networks_LH_VisPeri_ExStrInf_1',-2.1054189891340904,3.2007568534524646e-164,-40.01853309957357,True,-1.714205618275657,545,Occipital,L
b'17Networks_RH_SomMotB_S2_4',Wang_b'17Networks_RH_SomMotB_S2_4',b'17Networks_RH_SomMotB_S2_4',0.0,,,False,,294,Somatomotor,R
b'17Networks_LH_DorsAttnB_FEF_1',Wang_b'17Networks_LH_DorsAttnB_FEF_1',b'17Networks_LH_DorsAttnB_FEF_1',-0.019811340863801458,0.025260994160317456,-2.2418817993359723,True,-0.08186194885043883,750,Temporal,L
b'17Networks_LH_SomMotA_1',Wang_b'17Networks_LH_SomMotA_1',b'17Networks_LH_SomMotA_1',0.0,,,False,,544,Somatomotor,L
b'17Networks_LH_SomMotB_S2_2',Wang_b'17Networks_LH_SomMotB_S2_2',b'17Networks_LH_SomMotB_S2_2',0.0,,,False,,648,Somatomotor,L
b'17Networks_LH_LimbicB_OFC_2',Wang_b'17Networks_LH_LimbicB_OFC_2',b'17Networks_LH_LimbicB_OFC_2',0.0,,,False,,1329,Frontal,L
b'17Networks_RH_SalVentAttnA_FrMed_1',Wang_b'17Networks_RH_SalVentAttnA_FrMed_1',b'17Networks_RH_SalVentAttnA_FrMed_1',0.0,,,False,,727,Frontal,R
b'17Networks_LH_DefaultA_pCunPCC_1',Wang_b'17Networks_LH_DefaultA_pCunPCC_1',b'17Networks_LH_DefaultA_pCunPCC_1',-0.17998989322435102,1.4943267903790192e-11,-6.862067648854341,True,-0.25899205351814575,702,Frontal,L
b'17Networks_RH_DorsAttnA_ParOcc_1',Wang_b'17Networks_RH_DorsAttnA_ParOcc_1',b'17Networks_RH_DorsAttnA_ParOcc_1',1.0445905485635067,8.060052495112595e-83,21.281778063969224,True,0.681912154467656,974,Parietal,R
b'17Networks_LH_ContA_PFCd_1',Wang_b'17Networks_LH_ContA_PFCd_1',b'17Networks_LH_ContA_PFCd_1',0.0,,,False,,586,Frontal,L
b'17Networks_LH_VisPeri_ExStrSup_2',Wang_b'17Networks_LH_VisPeri_ExStrSup_2',b'17Networks_LH_VisPeri_ExStrSup_2',0.3753322101881501,7.070169190191722e-31,11.904010873037548,True,0.35287605035138886,1138,Occipital,L
b'17Networks_LH_DefaultC_Rsp_1',Wang_b'17Networks_LH_DefaultC_Rsp_1',b'17Networks_LH_DefaultC_Rsp_1',-0.36579686632244074,2.5605097164735874e-15,-8.150328751156911,True,-0.3510595115017322,539,Frontal,L
b'17Networks_LH_ContA_IPS_3',Wang_b'17Networks_LH_ContA_IPS_3',b'17Networks_LH_ContA_IPS_3',0.2595849010098516,1.837864788124515e-08,5.7414611992950855,True,0.28424468497889693,408,Frontal,L
b'17Networks_LH_VisPeri_ExStrInf_3',Wang_b'17Networks_LH_VisPeri_ExStrInf_3',b'17Networks_LH_VisPeri_ExStrInf_3',-0.11528062168206703,0.01389867588153334,-2.486916086829407,True,-0.19479030132522918,163,Occipital,L
b'17Networks_LH_ContB_PFClv_2',Wang_b'17Networks_LH_ContB_PFClv_2',b'17Networks_LH_ContB_PFClv_2',0.3937391921616821,2.8785605444224307e-12,7.104983243841155,True,0.2635092425349164,727,Frontal,L
b'17Networks_LH_DefaultB_Temp_1',Wang_b'17Networks_LH_DefaultB_Temp_1',b'17Networks_LH_DefaultB_Temp_1',0.0,,,False,,1237,Frontal,L
b'17Networks_LH_SomMotA_8',Wang_b'17Networks_LH_SomMotA_8',b'17Networks_LH_SomMotA_8',0.0,,,False,,290,Somatomotor,L
b'17Networks_RH_DefaultB_PFCv_1',Wang_b'17Networks_RH_DefaultB_PFCv_1',b'17Networks_RH_DefaultB_PFCv_1',0.0,,,False,,1043,Frontal,R
b'17Networks_LH_ContA_PFClv_1',Wang_b'17Networks_LH_ContA_PFClv_1',b'17Networks_LH_ContA_PFClv_1',-2.0970165848835896,4.490425634357793e-280,-47.105746227745996,True,-1.3270540615513766,1260,Frontal,L
b'17Networks_RH_DorsAttnB_PostC_1',Wang_b'17Networks_RH_DorsAttnB_PostC_1',b'17Networks_RH_DorsAttnB_PostC_1',0.0,,,False,,377,Temporal,R
b'17Networks_LH_SalVentAttnA_ParOper_1',Wang_b'17Networks_LH_SalVentAttnA_ParOper_1',b'17Networks_LH_SalVentAttnA_ParOper_1',0.0,,,False,,695,Frontal,L
b'17Networks_RH_ContB_PFClv_1',Wang_b'17Networks_RH_ContB_PFClv_1',b'17Networks_RH_ContB_PFClv_1',-0.028315652712053968,0.0024350527103369998,-3.0391549371362743,True,-0.09678641052121903,986,Frontal,R
b'17Networks_RH_DefaultC_PHC_1',Wang_b'17Networks_RH_DefaultC_PHC_1',b'17Networks_RH_DefaultC_PHC_1',-2.229394568931206,6.931015069563723e-231,-50.379659258120114,True,-1.937679202235389,676,Frontal,R
b'17Networks_RH_LimbicA_TempPole_2',Wang_b'17Networks_RH_LimbicA_TempPole_2',b'17Networks_RH_LimbicA_TempPole_2',-0.042775274942839135,0.00014062221604722763,-3.820103455204921,True,-0.11334071782600412,1136,Temporal,R
b'17Networks_LH_LimbicA_TempPole_3',Wang_b'17Networks_LH_LimbicA_TempPole_3',b'17Networks_LH_LimbicA_TempPole_3',0.0,,,False,,610,Temporal,L
b'17Networks_RH_SomMotA_2',Wang_b'17Networks_RH_SomMotA_2',b'17Networks_RH_SomMotA_2',0.0,,,False,,399,Somatomotor,R
b'17Networks_RH_SomMotA_6',Wang_b'17Networks_RH_SomMotA_6',b'17Networks_RH_SomMotA_6',0.0,,,False,,528,Somatomotor,R
b'17Networks_RH_SomMotA_7',Wang_b'17Networks_RH_SomMotA_7',b'17Networks_RH_SomMotA_7',0.0,,,False,,282,Somatomotor,R
b'17Networks_LH_DefaultB_PFCd_3',Wang_b'17Networks_LH_DefaultB_PFCd_3',b'17Networks_LH_DefaultB_PFCd_3',-1.9095207984192621,3.447738710088636e-134,-31.2613975708531,True,-1.1909643968671515,689,Frontal,L
b'17Networks_RH_SomMotB_S2_2',Wang_b'17Networks_RH_SomMotB_S2_2',b'17Networks_RH_SomMotB_S2_2',0.0,,,False,,398,Somatomotor,R
b'17Networks_RH_TempPar_4',Wang_b'17Networks_RH_TempPar_4',b'17Networks_RH_TempPar_4',0.0,,,False,,392,Other,R
b'17Networks_LH_SomMotB_Aud_1',Wang_b'17Networks_LH_SomMotB_Aud_1',b'17Networks_LH_SomMotB_Aud_1',0.0,,,False,,593,Somatomotor,L
b'17Networks_LH_VisPeri_ExStrSup_1',Wang_b'17Networks_LH_VisPeri_ExStrSup_1',b'17Networks_LH_VisPeri_ExStrSup_1',0.3784222254761866,5.985887497262379e-19,9.446310765055648,True,0.5130531752932481,339,Occipital,L
b'17Networks_LH_DorsAttnA_SPL_1',Wang_b'17Networks_LH_DorsAttnA_SPL_1',b'17Networks_LH_DorsAttnA_SPL_1',0.585318484845271,5.060576272581826e-28,11.588524934313273,True,0.4858162376757861,569,Temporal,L
b'17Networks_RH_ContC_pCun_1',Wang_b'17Networks_RH_ContC_pCun_1',b'17Networks_RH_ContC_pCun_1',0.864341751677959,2.2304669527404539e-38,14.189918610038358,True,0.6490317702758724,478,Frontal,R
b'17Networks_RH_VisCent_ExStr_4',Wang_b'17Networks_RH_VisCent_ExStr_4',b'17Networks_RH_VisCent_ExStr_4',3.967878937296592,0.0,78.43500061304599,True,3.007844968521416,680,Occipital,R
b'17Networks_LH_SalVentAttnA_Ins_1',Wang_b'17Networks_LH_SalVentAttnA_Ins_1',b'17Networks_LH_SalVentAttnA_Ins_1',0.0,,,False,,706,Insular,L
b'17Networks_RH_SomMotA_3',Wang_b'17Networks_RH_SomMotA_3',b'17Networks_RH_SomMotA_3',0.0,,,False,,465,Somatomotor,R
b'17Networks_RH_SomMotB_S2_1',Wang_b'17Networks_RH_SomMotB_S2_1',b'17Networks_RH_SomMotB_S2_1',0.0,,,False,,382,Somatomotor,R
b'17Networks_RH_DorsAttnA_TempOcc_1',Wang_b'17Networks_RH_DorsAttnA_TempOcc_1',b'17Networks_RH_DorsAttnA_TempOcc_1',1.4184190763122322,0.0,72.28249079943544,True,2.0901021874512944,1196,Temporal,R
b'17Networks_LH_ContC_pCun_1',Wang_b'17Networks_LH_ContC_pCun_1',b'17Networks_LH_ContC_pCun_1',0.550511623579233,3.0439127245714896e-24,10.682969281836751,True,0.46535745106447896,527,Frontal,L
b'17Networks_LH_SalVentAttnB_PFCl_1',Wang_b'17Networks_LH_SalVentAttnB_PFCl_1',b'17Networks_LH_SalVentAttnB_PFCl_1',-2.9015871467045318,0.0,-60.68567997854996,True,-1.6766815085955937,1310,Frontal,L
b'17Networks_LH_SalVentAttnB_PFCmp_1',Wang_b'17Networks_LH_SalVentAttnB_PFCmp_1',b'17Networks_LH_SalVentAttnB_PFCmp_1',-0.00959526306170597,0.15749145581673463,-1.415309479730389,False,-0.05744563970638924,607,Frontal,L
b'17Networks_LH_DefaultB_PFCv_2',Wang_b'17Networks_LH_DefaultB_PFCv_2',b'17Networks_LH_DefaultB_PFCv_2',0.0,,,False,,539,Frontal,L
