roi_pair,mean,std,min,max
lpIPS -> lLO,15.281527916751088,31.992031983879347,-22.756305148077487,94.847908168485
lpIPS -> rLO,11.41463488200121,29.59136924564425,-14.887745363434528,99.05374684225949
rpIPS -> lLO,4.301138923491841,38.36486678696492,-85.29354104821186,99.7103414360636
rpIPS -> rLO,6.767924158781597,46.509600543007,-53.31011002124052,126.84200576067155
