roi_pair,mean,std,min,max
lpIPS -> lLO,17.205333113019165,37.96575876182376,-9.123681159455508,157.01968728278075
lpIPS -> rLO,9.949216570478347,19.938160334369414,-8.507868271869029,79.37733303404057
rpIPS -> lLO,0.8758232800330624,13.969583634423325,-21.20468164885136,33.29927755693589
rpIPS -> rLO,-4.405758288529007,15.002137540878286,-53.92721789651975,15.113788598876848
