roi_pair,mean,std,min,max
lpIPS -> lLO,20.398590454619985,40.37676378338303,-12.644923630490572,155.8653944386762
lpIPS -> rLO,9.971335172333497,18.100376002029797,-16.515634983171392,50.320347993196165
rpIPS -> lLO,2.1804159614383622,24.07350381872986,-44.4449440425053,70.13966331927466
rpIPS -> rLO,-0.272265873083557,40.68954410766472,-147.48099553455813,65.9355575041237
