roi_pair,mean,std,min,max
lpIPS -> lLO,17.628483828130083,36.3433404885598,-22.756305148077487,157.01968728278075
lpIPS -> rLO,10.445062208271017,22.694103374252684,-16.515634983171392,99.05374684225949
rpIPS -> lLO,2.4524593883210892,26.90970221848059,-85.29354104821186,99.7103414360636
rpIPS -> rLO,0.6966333323896776,36.351967509882265,-147.48099553455813,126.84200576067155
